TSM,TSM
BABA.K,BABA
V,V
JPM,JPM
JNJ,JNJ
WMT,WMT
MA,MA
UNH,UNH
BRKb,BRK.B
BAC,BAC
HD,HD
DIS,DIS
PG,PG
BRKa,BRK.A
VZ,VZ
XOM,XOM
KO,KO
ORCL.K,ORCL
TM,TM
T,T
ABT,ABT
NKE,NKE
CRM,CRM
PFE,PFE
CVX,CVX
NVS,NVS
MRK,MRK
ACN,ACN
ABBV.K,ABBV
TMO,TMO
LLY,LLY
MCD,MCD
WFC,WFC
DHR,DHR
MDT,MDT
SAP,SAP
HON,HON
UPS,UPS
NEE,NEE
SHOP.K,SHOP
C,C
MS,MS
UL,UL
LIN,LIN
UNP,UNP
BA,BA
LOW,LOW
PM,PM
BMY,BMY
SONY.K,SONY
HDB,HDB
RY,RY
SE,SE
SCHW.K,SCHW
CAT,CAT
NVO,NVO
BLK,BLK
HSBC.K,HSBC
IBM,IBM
TD,TD
GE,GE
SQ,SQ
AXP,AXP
RTX,RTX
TOT,TOT
DE,DE
MMM,MMM
GS,GS
EL,EL
LMT,LMT
UBER.K,UBER
BUD,BUD
AMT,AMT
BHP,BHP
NOW,NOW
DEO,DEO
TGT,TGT
RIO,RIO
CVS,CVS
SNAP.K,SNAP
MO,MO
SYK,SYK
VALE.K,VALE
FIS,FIS
BX,BX
GSK,GSK
UN,UN
BTI,BTI
SPGI.K,SPGI
ANTM.K,ANTM
GM,GM
USB,USB
CI,CI
TJX,TJX
CNI,CNI
INFY.K,INFY
BP,BP
PLD,PLD
TFC,TFC
RDSa,RDS.A
CPNG.K,CPNG
PNC,PNC
FDX,FDX
ZTS,ZTS
CCI,CCI
BNS,BNS
DUK,DUK
ENB,ENB
NSC,NSC
CB,CB
BDX,BDX
DELL.K,DELL
ITW,ITW
WBK,WBK
MUFG.K,MUFG
COP,COP
BAM,BAM
SHW,SHW
RDSb,RDS.B
CL,CL
SO,SO
BEKE.K,BEKE
ICE,ICE
SNOW.K,SNOW
ABB,ABB
VMW,VMW
HCA,HCA
MMC,MMC
GPN,GPN
APD,APD
ECL,ECL
TWLO.K,TWLO
BBL,BBL
UBS,UBS
NIO,NIO
COF,COF
D,D
