BABA.K,BABA
SNA,SNA
GWRE.K,GWRE
MHK,MHK
AOS,AOS
SCI,SCI
VIV,VIV
PLAN.K,PLAN
WU,WU
CXO,CXO
BCH,BCH
DLB,DLB
FND,FND
SJR,SJR
RNR,RNR
RE,RE
BEPC.K,BEPC
IAA,IAA
HUBB.K,HUBB
GLOB.K,GLOB
HWM,HWM
Y,Y
BG,BG
NVTA.K,NVTA
HEIa,HEI.A
CHE,CHE
MMP,MMP
GPS,GPS
ATR,ATR
IRM,IRM
EBR,EBR
CGC,CGC
NRG,NRG
LEA,LEA
DECK.K,DECK
FSLY.K,FSLY
COLD.K,COLD
WSO,WSO
WSM,WSM
OC,OC
TAP,TAP
ARMK.K,ARMK
IPG,IPG
RH,RH
SNX,SNX
RBA,RBA
AIZ,AIZ
ACM,ACM
HST,HST
DAR,DAR
MBT,MBT
GRUB.K,GRUB
G,G
ACI,ACI
HLF,HLF
RGA,RGA
BSAC.K,BSAC
VER,VER
RS,RS
SWI,SWI
EV,EV
CSL,CSL
ST,ST
STOR.K,STOR
TECK.K,TECK
TS,TS
LAD,LAD
ALV,ALV
LNC,LNC
UGI,UGI
TPR,TPR
SMAR.K,SMAR
AGCO.K,AGCO
AMWL.K,AMWL
AFG,AFG
JNPR.K,JNPR
GFL,GFL
OHI,OHI
ATH,ATH
BERY.K,BERY
IVZ,IVZ
SEE,SEE
CUBE.K,CUBE
NYT,NYT
COG,COG
KNX,KNX
EHC,EHC
SC,SC
MOS,MOS
TMX,TMX
DCI,DCI
CMA,CMA
VOYA.K,VOYA
LEVI.K,LEVI
OGE,OGE
CIEN.K,CIEN
ARW,ARW
PTR,PTR
CX,CX
AXTA.K,AXTA
POST.K,POST
WEX,WEX
REXR.K,REXR
MNSO.K,MNSO
PII,PII
HEI,HEI
PRGO.K,PRGO
FVRR.K,FVRR
JLL,JLL
HII,HII
WF,WF
FHN,FHN
PHI,PHI
SITE.K,SITE
VNO,VNO
CLGX.K,CLGX
RHI,RHI
BHC,BHC
MPLN.K,MPLN
BJ,BJ
TOL,TOL
HRC,HRC
TTM,TTM
CF,CF
NNN,NNN
HTA,HTA
BLD,BLD
CACI.K,CACI
AEG,AEG
KRC,KRC
PLNT.K,PLNT
H,H
AUY,AUY
VRT,VRT
ITT,ITT
EGP,EGP
AZEK.K,AZEK
LEG,LEG
SBS,SBS
FAF,FAF
WFC_pl,WFC$L
BC,BC
ADT,ADT
HUN,HUN
FRT,FRT
FR,FR
JEF,JEF
NVRO.K,NVRO
PSXP.K,PSXP
COR,COR
PSO,PSO
MSA,MSA
GMED.K,GMED
QTWO.K,QTWO
JBL,JBL
LSI,LSI
ACC,ACC
SON,SON
TIMB.K,TIMB
PB,PB
AN,AN
BHVN.K,BHVN
ELC,ELC
SID,SID
BWXT.K,BWXT
YETI.K,YETI
ORI,ORI
CHH,CHH
HOG,HOG
FLO,FLO
USFD.K,USFD
EBS,EBS
RL,RL
DKS,DKS
NLSN.K,NLSN
HUYA.K,HUYA
TPX,TPX
PAA,PAA
TNET.K,TNET
PFGC.K,PFGC
THO,THO
KT,KT
HAE,HAE
OMF,OMF
DXC,DXC
SKX,SKX
VNT,VNT
SAIC.K,SAIC
SQM,SQM
CAE,CAE
WH,WH
NOMD.K,NOMD
CLR,CLR
MSP,MSP
ORCC.K,ORCC
ALK,ALK
STAG.K,STAG
ENIC.K,ENIC
VEDL.K,VEDL
INGR.K,INGR
OSK,OSK
TKR,TKR
WMS,WMS
NCLH.K,NCLH
LPL,LPL
JHG,JHG
NEP,NEP
ESNT.K,ESNT
PRI,PRI
RAMP.K,RAMP
MDU,MDU
BBU,BBU
PSTG.K,PSTG
ICL,ICL
HBI,HBI
VAC,VAC
IDA,IDA
DEI,DEI
KIM,KIM
BAC_pl,BAC$L
HESM.K,HESM
GGB,GGB
FOUR.K,FOUR
CFR,CFR
PSTH.K,PSTH
HLI,HLI
ASH,ASH
INSP.K,INSP
ENV,ENV
PAG,PAG
SPCE.K,SPCE
CVE,CVE
PAC,PAC
TFII.K,TFII
PVH,PVH
NVST.K,NVST
MMS,MMS
GIL,GIL
MAN,MAN
RBC,RBC
MDLA.K,MDLA
WAL,WAL
SAIL.K,SAIL
NAV,NAV
STZb,STZ.B
ALSN.K,ALSN
RLI,RLI
QTS,QTS
SF,SF
KMPR.K,KMPR
RXN,RXN
STWD.K,STWD
LAZ,LAZ
TX,TX
HR,HR
FLS,FLS
TRNO.K,TRNO
PFSI.K,PFSI
MSM,MSM
TV,TV
PE,PE
SSD,SSD
TKC,TKC
TRGP.K,TRGP
EME,EME
NEA,NEA
ARD,ARD
CUZ,CUZ
NEU,NEU
CW,CW
MTZ,MTZ
FL,FL
VVV,VVV
AIV,AIV
AGI,AGI
TPL,TPL
EQT,EQT
PNM,PNM
EVR,EVR
NEWR.K,NEWR
SNV,SNV
AAN,AAN
WTS,WTS
SNDR.K,SNDR
UNM,UNM
DVN,DVN
CC,CC
ASGN.K,ASGN
ASR,ASR
GPK,GPK
SSL,SSL
OGS,OGS
SWX,SWX
UGP,UGP
CPRI.K,CPRI
XRX,XRX
EXP,EXP
BKH,BKH
DAVA.K,DAVA
BYD,BYD
DOC,DOC
THG,THG
AXS,AXS
NYCB.K,NYCB
VVNT.K,VVNT
SWCH.K,SWCH
CWEN.K,CWEN
ORA,ORA
KWR,KWR
MSGS.K,MSGS
HHC,HHC
POR,POR
AMG,AMG
WES,WES
NFG,NFG
CCJ,CCJ
MUSA.K,MUSA
AER,AER
LSPD.K,LSPD
CNNE.K,CNNE
CZZ,CZZ
GOOS.K,GOOS
MTH,MTH
FCN,FCN
HYLN.K,HYLN
LMND.K,LMND
NOV,NOV
HE,HE
CLH,CLH
RYN,RYN
CRI,CRI
GTES.K,GTES
AYI,AYI
ASAN.K,ASAN
CFX,CFX
SAFE.K,SAFE
ADC,ADC
AL,AL
PRLB.K,PRLB
HMY,HMY
MTG,MTG
GRP_u,GRP.U
SOGO.K,SOGO
IIPR.K,IIPR
APAM.K,APAM
PSB,PSB
HRB,HRB
BRX,BRX
NVG,NVG
LPX,LPX
KSS,KSS
KBR,KBR
RDN,RDN
SRC,SRC
MRO,MRO
SHLX.K,SHLX
NSP,NSP
HASI.K,HASI
UAA,UAA
DAO,DAO
TMHC.K,TMHC
SLG,SLG
NRZ,NRZ
KCAC_u.K,KCAC.U
WK,WK
UNF,UNF
MFG,MFG
CLF,CLF
BXMT.K,BXMT
CLDR.K,CLDR
STN,STN
HIW,HIW
NVT,NVT
VMI,VMI
JBGS.K,JBGS
BVN,BVN
AMN,AMN
JKS,JKS
EQC,EQC
WNS,WNS
OLN,OLN
WYND.K,WYND
PRSP.K,PRSP
KBH,KBH
CBD,CBD
CR,CR
SEM,SEM
ENS,ENS
CIT,CIT
CBU,CBU
SLQT.K,SLQT
MDC,MDC
LCII.K,LCII
HPP,HPP
NAD,NAD
PSN,PSN
DQ,DQ
ESI,ESI
BIOb,BIO.B
ETRN.K,ETRN
CIB,CIB
UA,UA
ENR,ENR
DNP,DNP
THC,THC
AVNT.K,AVNT
HFC,HFC
IBP,IBP
SR,SR
NJR,NJR
WBS,WBS
NOVA.K,NOVA
UNVR.K,UNVR
HXL,HXL
AB,AB
AWI,AWI
GRA,GRA
CWK,CWK
SHAK.K,SHAK
WWE,WWE
WPX,WPX
SXT,SXT
HL,HL
WTM,WTM
GDOT.K,GDOT
PCI,PCI
BMEZ.K,BMEZ
CNS,CNS
DCP,DCP
R,R
BIPC.K,BIPC
TGNA.K,TGNA
AQUA.K,AQUA
OSB,OSB
ALE,ALE
ALLY_pa.K,ALLY$A
ADS,ADS
LXP,LXP
JBT,JBT
NCR,NCR
NUS,NUS
ARNC.K,ARNC
AM,AM
XEC,XEC
WOR,WOR
SPB,SPB
GOLF.K,GOLF
CWH,CWH
FTI,FTI
DHR_pa,DHR$A
BB,BB
SCL,SCL
AWR,AWR
CNO,CNO
BOX,BOX
OFC,OFC
STL,STL
AJRD.K,AJRD
BRFS.K,BRFS
AA,AA
PJT,PJT
WCC,WCC
AIT,AIT
TRTN.K,TRTN
USM,USM
BSMX.K,BSMX
BNL,BNL
CCIV_u.K,CCIV.U
PK,PK
NHI,NHI
COTY.K,COTY
AG,AG
FUL,FUL
EVTC.K,EVTC
SSTK.K,SSTK
GATX.K,GATX
FSKR.K,FSKR
CCIV.K,CCIV
VSH,VSH
GKOS.K,GKOS
NEE_pp,NEE$P
APG,APG
PVG,PVG
KMT,KMT
NNI,NNI
EGO,EGO
FNB,FNB
ABM,ABM
NGVT.K,NGVT
C_pn,C$N
OVV,OVV
ZNH,ZNH
JELD.K,JELD
ADCT.K,ADCT
BCO,BCO
BXS,BXS
FN,FN
APLE.K,APLE
AEO,AEO
KEX,KEX
MATX.K,MATX
ACA,ACA
MC,MC
PD,PD
DHR_pb,DHR$B
BOH,BOH
FHI,FHI
IFS,IFS
MAX,MAX
LENb,LEN.B
MIC,MIC
NSA,NSA
EXG,EXG
ATCO.K,ATCO
ROG,ROG
CNMD.K,CNMD
CBT,CBT
CMC,CMC
BSTZ.K,BSTZ
AVA,AVA
WWW,WWW
ADNT.K,ADNT
BKU,BKU
RHP,RHP
MCY,MCY
ESE,ESE
TPH,TPH
DY,DY
SPR,SPR
UTF,UTF
MANU.K,MANU
NUV,NUV
CWT,CWT
TRN,TRN
HI,HI
OUT,OUT
MXL,MXL
YEXT.K,YEXT
PRMW.K,PRMW
AGO,AGO
ABG,ABG
CMD,CMD
AEL,AEL
DOOR.K,DOOR
CPA,CPA
THS,THS
TARO.K,TARO
BMI,BMI
CEA,CEA
CCU,CCU
KOF,KOF
TDC,TDC
CIG,CIG
CWENa.K,CWEN.A
KAR,KAR
DAN,DAN
NZF,NZF
SUN,SUN
GNW,GNW
ASB,ASB
GHC,GHC
NAC,NAC
X,X
WRI,WRI
CIM,CIM
WD,WD
GPI,GPI
HTH,HTH
BRC,BRC
SIX,SIX
CDE,CDE
SJI,SJI
JPM_pc,JPM$C
EAT,EAT
KW,KW
TCP,TCP
BE,BE
BCAT.K,BCAT
OR,OR
HGV,HGV
B,B
TCO,TCO
FLOW.K,FLOW
BUR,BUR
AMRC.K,AMRC
NEE_pq,NEE$Q
CNX,CNX
M,M
ZYME.K,ZYME
JWN,JWN
SPXC.K,SPXC
MED,MED
ENBL.K,ENBL
SUM,SUM
MOGa,MOG.A
BIG,BIG
EGHT.K,EGHT
KTB,KTB
CMP,CMP
MAIN.K,MAIN
SEAS.K,SEAS
MTX,MTX
FIT,FIT
CUK,CUK
VNE,VNE
AVNS.K,AVNS
ITGR.K,ITGR
RF_pa,RF$A
CTB,CTB
REZI.K,REZI
FCPT.K,FCPT
PING.K,PING
TDS,TDS
IGT,IGT
CUB,CUB
FSK,FSK
IBA,IBA
MTOR.K,MTOR
JPM_pd,JPM$D
IAG,IAG
OMI,OMI
TEX,TEX
JPS,JPS
EPR,EPR
ONTO.K,ONTO
FLR,FLR
ADX,ADX
T_pc,T$C
MLI,MLI
BGS,BGS
FSS,FSS
CLNY.K,CLNY
JWa,JW.A
WGO,WGO
SJW,SJW
WFC_pq,WFC$Q
HNP,HNP
FBC,FBC
CHX,CHX
SRE_pa,SRE$A
WFC_pz,WFC$Z
SHO,SHO
TAC,TAC
BTT,BTT
CPK,CPK
EAF,EAF
DEA,DEA
SAVE.K,SAVE
AIN,AIN
KFY,KFY
NEE_po,NEE$O
PHR,PHR
EPRT.K,EPRT
MAXR.K,MAXR
MKCv,MKC.V
EBRb,EBR.B
LTHM.K,LTHM
EVA,EVA
SKY,SKY
FIX,FIX
MWA,MWA
ETY,ETY
BCC,BCC
OIBRc.K,OIBR.C
GDV,GDV
AVAL.K,AVAL
AMK,AMK
AX,AX
SOLN.K,SOLN
GCP,GCP
TRQ,TRQ
MSGE.K,MSGE
PEB,PEB
NOAH.K,NOAH
SAH,SAH
PBH,PBH
EURN.K,EURN
TROX.K,TROX
HP,HP
AVTR_pa.K,AVTR$A
HKIB.K,HKIB
C_pk,C$K
OI,OI
JOE,JOE
USNA.K,USNA
GSBD.K,GSBD
CALX.K,CALX
PQG,PQG
PTY,PTY
PDI,PDI
FUN,FUN
LZB,LZB
ELY,ELY
PCGU.K,PCGU
DSL,DSL
YELP.K,YELP
PMT,PMT
KRO,KRO
PNC_pp,PNC$P
TUP,TUP
BFT,BFT
SWN,SWN
JHI,JHI
BDXB.K,BDXB
SAND.K,SAND
FBP,FBP
RRC,RRC
ALG,ALG
BDN,BDN
EPC,EPC
PIPR.K,PIPR
COF_pi,COF$I
WRE,WRE
ELP,ELP
VGR,VGR
PDM,PDM
CCS,CCS
HSBC_pa.K,HSBC$A
JMIA.K,JMIA
AZUL.K,AZUL
ABR,ABR
BFT_u,BFT.U
RQI,RQI
AVYA.K,AVYA
CADE.K,CADE
DCUE.K,DCUE
TWO,TWO
GAB,GAB
APTV_pa.K,APTV$A
AMRX.K,AMRX
KN,KN
EVT,EVT
BDC,BDC
YPF,YPF
BAC_pb,BAC$B
RLGY.K,RLGY
HMN,HMN
HNI,HNI
CVA,CVA
FTAI.K,FTAI
UFS,UFS
BBN,BBN
JPM_pg,JPM$G
TY,TY
SA,SA
MSC,MSC
FSM,FSM
KAI,KAI
BAK,BAK
WHD,WHD
BAC_pm,BAC$M
AZRE.K,AZRE
ENLC.K,ENLC
RLJ,RLJ
NTB,NTB
MNR,MNR
GB,GB
BDJ,BDJ
RVT,RVT
MYOV.K,MYOV
BAC_pn,BAC$N
HRI,HRI
SITC.K,SITC
MFA,MFA
VERT_u.K,VERT.U
INT,INT
FBK,FBK
BV,BV
NWN,NWN
ITCB.K,ITCB
BSM,BSM
MHO,MHO
PGRE.K,PGRE
FTV_pa,FTV$A
BEST.K,BEST
RCUS.K,RCUS
TSE,TSE
HYT,HYT
HTGC.K,HTGC
HBM,HBM
USA,USA
LTC,LTC
PRO,PRO
FPF,FPF
CSTM.K,CSTM
BRMK.K,BRMK
RVLV.K,RVLV
GFF,GFF
GNL,GNL
GHG,GHG
BTZ,BTZ
AAT,AAT
PAGP.K,PAGP
ETV,ETV
NPO,NPO
MMI,MMI
WPF,WPF
GS_pd,GS$D
WSOb,WSO.B
ATI,ATI
CBZ,CBZ
VSTO.K,VSTO
ARGO.K,ARGO
KKR_pc,KKR$C
YALA.K,YALA
T_pa,T$A
BKE,BKE
ATGE.K,ATGE
ALL_ph,ALL$H
NFH,NFH
CXP,CXP
KEN,KEN
COF_pj,COF$J
WMK,WMK
MODN.K,MODN
GTN,GTN
ARI,ARI
SCS,SCS
MEI,MEI
CIGc,CIG.C
TSLX.K,TSLX
SIG,SIG
IRT,IRT
ZUO,ZUO
BXMX.K,BXMX
FFG,FFG
BSIG.K,BSIG
USPH.K,USPH
ALX,ALX
LNN,LNN
ETG,ETG
MD,MD
DKL,DKL
KAMN.K,KAMN
RPAI.K,RPAI
TR,TR
WFC_px,WFC$X
STC,STC
IPOF_u.K,IPOF.U
WFC_pa,WFC$A
HEP,HEP
JPM_ph,JPM$H
NFJ,NFJ
USB_pm,USB$M
RGR,RGR
CODI.K,CODI
HOME.K,HOME
GEF,GEF
FOE,FOE
LINX.K,LINX
GTY,GTY
DUK_pa,DUK$A
TNC,TNC
MS_pk,MS$K
MS_pi,MS$I
NRK,NRK
FRO,FRO
BITA.K,BITA
BST,BST
UE,UE
CHCT.K,CHCT
MUR,MUR
BAC_pc,BAC$C
BAC_po,BAC$O
EPAC.K,EPAC
MAC,MAC
DRD,DRD
SYX,SYX
PFS,PFS
DTP,DTP
VCRA.K,VCRA
CVI,CVI
SWM,SWM
NXRT.K,NXRT
PRPB_u.K,PRPB.U
NS,NS
SMP,SMP
NMZ,NMZ
C_pj,C$J
WPF_u,WPF.U
MS_pa,MS$A
IH,IH
CNK,CNK
FEAC.K,FEAC
PRPB.K,PRPB
GMS,GMS
MET_pf,MET$F
ATKR.K,ATKR
BSX_pa,BSX$A
CNR,CNR
CRK,CRK
GS_pj,GS$J
C_ps,C$S
UTZ,UTZ
MTRN.K,MTRN
PGTI.K,PGTI
CYH,CYH
FDP,FDP
LRN,LRN
SBH,SBH
MGY,MGY
AKOb,AKO.B
PLT,PLT
COF_pg,COF$G
CEQP.K,CEQP
HSC,HSC
GEFb,GEF.B
XHR,XHR
WDR,WDR
DRH,DRH
DDS,DDS
BPMP.K,BPMP
WFC_pw,WFC$W
WFC_pv,WFC$V
BOOT.K,BOOT
PBI,PBI
FUBO.K,FUBO
CLI,CLI
LAC,LAC
UVV,UVV
CRC,CRC
EVH,EVH
AROC.K,AROC
ELF,ELF
MS_pe,MS$E
GEO,GEO
RNP,RNP
USAC.K,USAC
MFGP.K,MFGP
TFC_pr,TFC$R
ETW,ETW
BIF,BIF
WBT,WBT
RWT,RWT
SPH,SPH
EOS,EOS
ESRT.K,ESRT
ACEL.K,ACEL
MS_pf,MS$F
DLX,DLX
ANF,ANF
FFC,FFC
JPM_pj,JPM$J
ATH_pa,ATH$A
GSAH.K,GSAH
ALEX.K,ALEX
WFC_pr,WFC$R
CTS,CTS
DIN,DIN
GBX,GBX
EB,EB
KREF.K,KREF
EIG,EIG
TGP,TGP
NEXA.K,NEXA
OEC,OEC
MYI,MYI
BAC_pk,BAC$K
BAC_pa,BAC$A
LADR.K,LADR
ACH,ACH
GVA,GVA
AZZ,AZZ
USB_ph,USB$H
PAR,PAR
HQH,HQH
FEAC_u.K,FEAC.U
NBHC.K,NBHC
GHLD.K,GHLD
CRS,CRS
AWF,AWF
LGFb,LGF.B
WNC,WNC
EVRI.K,EVRI
ARCO.K,ARCO
AR,AR
IRET.K,IRET
KRG,KRG
JPC,JPC
MET_pe,MET$E
BMA,BMA
FOR,FOR
IPOC_u.K,IPOC.U
STAR.K,STAR
GAM,GAM
GRC,GRC
JWS,JWS
DRQ,DRQ
ERJ,ERJ
CCX,CCX
GOL,GOL
HY,HY
QUOT.K,QUOT
DHT,DHT
DGNR.K,DGNR
AKOa,AKO.A
KRA,KRA
IPOB_u.K,IPOB.U
AKR,AKR
TRWH.K,TRWH
PML,PML
UIS,UIS
SXI,SXI
UNFI.K,UNFI
BHK,BHK
DEN,DEN
TEO,TEO
VMO,VMO
EQH_pa,EQH$A
MTDR.K,MTDR
TDF,TDF
LL,LL
PLOW.K,PLOW
AOD,AOD
DGNR_u.K,DGNR.U
IPOE_u.K,IPOE.U
CLS,CLS
NLS,NLS
HCC,HCC
CANG.K,CANG
CRHC_u.K,CRHC.U
GES,GES
PRA,PRA
STT_pd,STT$D
FCF,FCF
CNP_pb,CNP$B
