TSM,TSM
JPM,JPM
V,V
JNJ,JNJ
BABA.K,BABA
WMT,WMT
UNH,UNH
BRKb,BRK.B
BAC,BAC
MA,MA
HD,HD
PG,PG
DIS,DIS
CRM,CRM
BRKa,BRK.A
XOM,XOM
TM,TM
ORCL.K,ORCL
PFE,PFE
NKE,NKE
KO,KO
TMO,TMO
VZ,VZ
LLY,LLY
ACN,ACN
DHR,DHR
ABT,ABT
MRK,MRK
CVX,CVX
T,T
WFC,WFC
ABBV.K,ABBV
NVS,NVS
MCD,MCD
MS,MS
SE,SE
MDT,MDT
SHOP.K,SHOP
NVO,NVO
SAP,SAP
UPS,UPS
NEE,NEE
LIN,LIN
PM,PM
C,C
LOW,LOW
RY,RY
SCHW.K,SCHW
UL,UL
BX,BX
AXP,AXP
HDB,HDB
SONY.K,SONY
BA,BA
BMY,BMY
RTX,RTX
UNP,UNP
IBM,IBM
BLK,BLK
GS,GS
TTE,TTE
NOW,NOW
TD,TD
AMT,AMT
SNAP.K,SNAP
GE,GE
DEO,DEO
EL,EL
TGT,TGT
CVS,CVS
SQ,SQ
HSBC.K,HSBC
CAT,CAT
DE,DE
SPGI.K,SPGI
MMM,MMM
SYK,SYK
LMT,LMT
GSK,GSK
INFY.K,INFY
COP,COP
PLD,PLD
RDSa,RDS.A
BUD,BUD
ZTS,ZTS
BP,BP
ANTM.K,ANTM
SNOW.K,SNOW
USB,USB
UN,UN
UBER.K,UBER
BAM,BAM
EQNR.K,EQNR
MO,MO
PNC,PNC
CNI,CNI
RIO,RIO
RDSb,RDS.B
ENB,ENB
DELL.K,DELL
TFC,TFC
TJX,TJX
BTI,BTI
HCA,HCA
BHP,BHP
MMC,MMC
GM,GM
FIS,FIS
DUK,DUK
CB,CB
MUFG.K,MUFG
SHW,SHW
CCI,CCI
BNS,BNS
COF,COF
VALE.K,VALE
BDX,BDX
EW,EW
DASH.K,DASH
CI,CI
WBK,WBK
MCO,MCO
ABB,ABB
AON,AON
IBN,IBN
SO,SO
BMO,BMO
ITW,ITW
ICE,ICE
CL,CL
VMW,VMW
SAN,SAN
WM,WM
BSX,BSX
ECL,ECL
NSC,NSC
ETN,ETN
STLA.K,STLA
FDX,FDX
UBS,UBS
D,D
NIO,NIO
NOC,NOC
TWLO.K,TWLO
RELX.K,RELX
APD,APD
EMR,EMR
F,F
GD,GD
ING,ING
TRI,TRI
MET,MET
BBL,BBL
PGR,PGR
KKR,KKR
HMC,HMC
CVNA.K,CVNA
PSA,PSA
PUK,PUK
TAK,TAK
CMG,CMG
MSCI.K,MSCI
HUM,HUM
CM,CM
TWTR.K,TWTR
JCI,JCI
EOG,EOG
WIT,WIT
DG,DG
FCX,FCX
E,E
SMFG.K,SMFG
EPD,EPD
TRP,TRP
PLTR.K,PLTR
AIG,AIG
PANW.K,PANW
CPNG.K,CPNG
ROP,ROP
A,A
INFO.K,INFO
GPN,GPN
TEL,TEL
IQV,IQV
BK,BK
CARR.K,CARR
BCE,BCE
APH,APH
KMB,KMB
CP,CP
LHX,LHX
VEEV.K,VEEV
BCS,BCS
SCCO.K,SCCO
NGG,NGG
SPG,SPG
ABEV.K,ABEV
DOW,DOW
SPOT.K,SPOT
BBVA.K,BBVA
CNQ,CNQ
RBLX.K,RBLX
LYG,LYG
NEM,NEM
PXD,PXD
SLB,SLB
DLR,DLR
TT,TT
SYY,SYY
KMI,KMI
APTV.K,APTV
PRU,PRU
BAX,BAX
RACE.K,RACE
MPC,MPC
PHG,PHG
ALC,ALC
SRE,SRE
PBR,PBR
MSI,MSI
AMX,AMX
STM,STM
BSMX.K,BSMX
HLT,HLT
RSG,RSG
NTR,NTR
RMD,RMD
DFS,DFS
TRV,TRV
ALL,ALL
MFC,MFC
PH,PH
CNC,CNC
GIS,GIS
CRH,CRH
DIDI.K,DIDI
YUM,YUM
DD,DD
TDG,TDG
NET,NET
STZ,STZ
IFF,IFF
U,U
AFL,AFL
MFG,MFG
WELL.K,WELL
FRC,FRC
AZO,AZO
OTIS.K,OTIS
HSY,HSY
NWG,NWG
ROK,ROK
PPG,PPG
ADM,ADM
PINS.K,PINS
CBRE.K,CBRE
WCN,WCN
CSAN.K,CSAN
CMI,CMI
EPAM.K,EPAM
HPQ,HPQ
HUBS.K,HUBS
LUV,LUV
MTD,MTD
WMB,WMB
LYB,LYB
GOLD.K,GOLD
CTVA.K,CTVA
MT,MT
PSX,PSX
STT,STT
GLW,GLW
RKT,RKT
AJG,AJG
EFX,EFX
ZBH,ZBH
SU,SU
AVB,AVB
WST,WST
MCK,MCK
FERG.K,FERG
NOK,NOK
CHT,CHT
PEG,PEG
AWK,AWK
AMP,AMP
EQR,EQR
KEYS.K,KEYS
PAYC.K,PAYC
XPEV.K,XPEV
SLF,SLF
VLO,VLO
EC,EC
DHI,DHI
MPLX.K,MPLX
ARE,ARE
BLL,BLL
LVS,LVS
KR,KR
PBRa,PBR.A
OXY,OXY
DAL,DAL
AME,AME
QSR,QSR
NUE,NUE
ORAN.K,ORAN
TSN,TSN
SWK,SWK
SYF,SYF
CHWY.K,CHWY
TU,TU
ES,ES
UMC,UMC
WEC,WEC
LH,LH
TOST.K,TOST
ANET.K,ANET
BILL.K,BILL
PATH.K,PATH
APO,APO
VFC,VFC
OKE,OKE
WY,WY
ET,ET
W,W
BKR,BKR
DB,DB
TEF,TEF
URI,URI
BBY,BBY
O,O
IT,IT
ALB,ALB
CCL,CCL
GNRC.K,GNRC
LEN,LEN
CAJ,CAJ
FTV,FTV
TLK,TLK
ED,ED
AVTR.K,AVTR
KSU,KSU
HES,HES
DVN,DVN
ABC,ABC
ZTO,ZTO
HIG,HIG
YUMC.K,YUMC
FNV,FNV
CS,CS
BIP,BIP
RCL,RCL
MGA,MGA
CNHI.K,CNHI
VMC,VMC
IX,IX
EXR,EXR
DOV,DOV
CTLT.K,CTLT
DNA,DNA
INVH.K,INVH
HRL,HRL
BEKE.K,BEKE
MLM,MLM
FLT,FLT
MAA,MAA
ITUB.K,ITUB
LYV,LYV
XYL,XYL
TRU,TRU
WAT,WAT
K,K
SUI,SUI
DTE,DTE
MGM,MGM
PPL,PPL
IR,IR
KEY,KEY
VTR,VTR
ESS,ESS
ARES.K,ARES
CRL,CRL
RNG,RNG
EIX,EIX
PKX,PKX
FTS,FTS
IP,IP
BFb,BF.B
RF,RF
GWW,GWW
AEE,AEE
STE,STE
DT,DT
FMS,FMS
KMX,KMX
CFG,CFG
COO,COO
TDY,TDY
VICI.K,VICI
DRI,DRI
CVE,CVE
CLX,CLX
CHD,CHD
TDOC.K,TDOC
MKC,MKC
OWL,OWL
ETR,ETR
HAL,HAL
AMC,AMC
MTB,MTB
SKM,SKM
FE,FE
RJF,RJF
PKI,PKI
BBD,BBD
BR,BR
HPE,HPE
PCG,PCG
BURL.K,BURL
TYL,TYL
AGR,AGR
UI,UI
ASAN.K,ASAN
ALLY.K,ALLY
GIB,GIB
FMX,FMX
DRE,DRE
RCI,RCI
BIO,BIO
KB,KB
PEAK.K,PEAK
SHG,SHG
AMCR.K,AMCR
TFX,TFX
PBA,PBA
J,J
ROL,ROL
DPZ,DPZ
LU,LU
BXP,BXP
GPC,GPC
DGX,DGX
CLR,CLR
PAGS.K,PAGS
AVY,AVY
CMS,CMS
CDAY.K,CDAY
NVR,NVR
CE,CE
ASX,ASX
BBWI.K,BBWI
WAB,WAB
BBDO.K,BBDO
WPM,WPM
MKL,MKL
PWR,PWR
BRO,BRO
CAG,CAG
JHX,JHX
WPP,WPP
IEX,IEX
TXT,TXT
OMC,OMC
UDR,UDR
MOH,MOH
YMM,YMM
SNN,SNN
NMR,NMR
AES,AES
AVLR.K,AVLR
ELAN.K,ELAN
BEN,BEN
TTM,TTM
CPT,CPT
IPG,IPG
FDS,FDS
CNP,CNP
DOCS.K,DOCS
S,S
ELS,ELS
MOS,MOS
VEDL.K,VEDL
L,L
CAH,CAH
EVRG.K,EVRG
MTN,MTN
BEPC.K,BEPC
LSPD.K,LSPD
LUMN.K,LUMN
ZEN,ZEN
WPC,WPC
SJR,SJR
EMN,EMN
HWM,HWM
ACI,ACI
ESTC.K,ESTC
RH,RH
MAS,MAS
CLVT.K,CLVT
LDOS.K,LDOS
WRK,WRK
GME,GME
VIV,VIV
ATH,ATH
KIM,KIM
FTCH.K,FTCH
PKG,PKG
TECK.K,TECK
WRB,WRB
SUZ,SUZ
LNC,LNC
CF,CF
CCK,CCK
AAP,AAP
JLL,JLL
EDR,EDR
FNF,FNF
WSM,WSM
SJM,SJM
WHR,WHR
KEP,KEP
SC,SC
IRM,IRM
TS,TS
ENIA.K,ENIA
SNP,SNP
CPB,CPB
FND,FND
EQH,EQH
AMH,AMH
AEM,AEM
FBHS.K,FBHS
MHK,MHK
IHG,IHG
GFL,GFL
DVA,DVA
NLY,NLY
GDDY.K,GDDY
LFC,LFC
PNR,PNR
TME,TME
MPW,MPW
WLK,WLK
PHM,PHM
DAR,DAR
GGG,GGG
ALLE.K,ALLE
FMC,FMC
PCOR.K,PCOR
QGEN.K,QGEN
SSL,SSL
BG,BG
TREX.K,TREX
NTCO.K,NTCO
ATO,ATO
TRGP.K,TRGP
GLOB.K,GLOB
RHI,RHI
CNA,CNA
UHS,UHS
FICO.K,FICO
WAL,WAL
WTRG.K,WTRG
IVZ,IVZ
SNA,SNA
BKI,BKI
MRO,MRO
UWMC.K,UWMC
CABO.K,CABO
CMA,CMA
LII,LII
RDY,RDY
BLDR.K,BLDR
KL,KL
BAH,BAH
CX,CX
AFG,AFG
DKS,DKS
IS,IS
BFa,BF.A
TEVA.K,TEVA
BAP,BAP
TPR,TPR
VER,VER
BWA,BWA
CSL,CSL
NCLH.K,NCLH
TTC,TTC
AEG,AEG
BHC,BHC
SNX,SNX
RPM,RPM
SCI,SCI
QS,QS
AGL,AGL
MMP,MMP
OSH,OSH
DECK.K,DECK
BEP,BEP
RE,RE
