BABA.K,BABA
AOS,AOS
GPS,GPS
FSLY.K,FSLY
CHGG.K,CHGG
VST,VST
NI,NI
MHK,MHK
AMH,AMH
RNR,RNR
ARMK.K,ARMK
SBSW.K,SBSW
PNR,PNR
TS,TS
WU,WU
TAP,TAP
DLB,DLB
TREX.K,TREX
SJR,SJR
BILL.K,BILL
LNC,LNC
HUBB.K,HUBB
Y,Y
RH,RH
IPG,IPG
LEA,LEA
GFI,GFI
STOR.K,STOR
SCI,SCI
BSAC.K,BSAC
GFL,GFL
NVTA.K,NVTA
ATH,ATH
ATR,ATR
FND,FND
BG,BG
IAA,IAA
VER,VER
RGA,RGA
AIZ,AIZ
CSL,CSL
TPR,TPR
WSM,WSM
ALV,ALV
OC,OC
OCFT.K,OCFT
EHC,EHC
OHI,OHI
SNX,SNX
TECK.K,TECK
DAR,DAR
AFG,AFG
WEX,WEX
WSO,WSO
G,G
AYX,AYX
CHE,CHE
EBR,EBR
VNO,VNO
ACM,ACM
EV,EV
NRG,NRG
ST,ST
LEVI.K,LEVI
RS,RS
UGI,UGI
LAD,LAD
ACI,ACI
IRM,IRM
GLOB.K,GLOB
MOS,MOS
HST,HST
IVZ,IVZ
BERY.K,BERY
MBT,MBT
VOYA.K,VOYA
JNPR.K,JNPR
KRC,KRC
HEI,HEI
COLD.K,COLD
AEG,AEG
TTM,TTM
KNX,KNX
RHI,RHI
RBA,RBA
CX,CX
H,H
CMA,CMA
SC,SC
DECK.K,DECK
NNN,NNN
BHC,BHC
SEE,SEE
PTR,PTR
AGCO.K,AGCO
JLL,JLL
CF,CF
FRT,FRT
COG,COG
DCI,DCI
SWI,SWI
USFD.K,USFD
FHN,FHN
NYT,NYT
OGE,OGE
ARW,ARW
PRGO.K,PRGO
AXTA.K,AXTA
TMX,TMX
GRUB.K,GRUB
HII,HII
CIEN.K,CIEN
ADT,ADT
POST.K,POST
CUBE.K,CUBE
KIM,KIM
HRC,HRC
WF,WF
SMAR.K,SMAR
PSO,PSO
HLF,HLF
FVRR.K,FVRR
CAE,CAE
TIMB.K,TIMB
ITT,ITT
SITE.K,SITE
PHI,PHI
CLGX.K,CLGX
BJ,BJ
PFGC.K,PFGC
VRT,VRT
PSXP.K,PSXP
QTWO.K,QTWO
PAA,PAA
CACI.K,CACI
REXR.K,REXR
MNSO.K,MNSO
BLD,BLD
ALK,ALK
JEF,JEF
TOL,TOL
HTA,HTA
NVRO.K,NVRO
RL,RL
BHVN.K,BHVN
NCLH.K,NCLH
SON,SON
PLNT.K,PLNT
NLSN.K,NLSN
LEG,LEG
HAE,HAE
CVE,CVE
SBS,SBS
VEDL.K,VEDL
PII,PII
GMED.K,GMED
PB,PB
WFC_pl,WFC$L
BC,BC
WES,WES
HOG,HOG
CLR,CLR
SPCE.K,SPCE
FAF,FAF
JBL,JBL
DXC,DXC
PVH,PVH
DEI,DEI
AMWL.K,AMWL
EGP,EGP
ACC,ACC
ORI,ORI
CHH,CHH
OSK,OSK
COR,COR
HUN,HUN
TKR,TKR
WAL,WAL
LSI,LSI
BWXT.K,BWXT
FR,FR
AZEK.K,AZEK
MSA,MSA
SQM,SQM
ORCC.K,ORCC
TRGP.K,TRGP
ICL,ICL
AN,AN
ELC,ELC
OMF,OMF
TPX,TPX
KCAC_u.K,KCAC.U
CFR,CFR
YETI.K,YETI
SID,SID
SKX,SKX
BBU,BBU
VAC,VAC
SAIC.K,SAIC
DVN,DVN
KT,KT
VNT,VNT
WH,WH
ESNT.K,ESNT
GIL,GIL
THO,THO
PRI,PRI
INGR.K,INGR
MPLN.K,MPLN
AER,AER
HESM.K,HESM
AUY,AUY
PSTG.K,PSTG
MAN,MAN
PE,PE
CPRI.K,CPRI
PAC,PAC
TNET.K,TNET
DKS,DKS
MDLA.K,MDLA
STWD.K,STWD
MDU,MDU
HUYA.K,HUYA
BRX,BRX
ENIC.K,ENIC
RBC,RBC
JHG,JHG
TX,TX
CW,CW
CUZ,CUZ
TFII.K,TFII
INSP.K,INSP
COTY.K,COTY
NOV,NOV
PSTH.K,PSTH
EME,EME
FLO,FLO
SF,SF
LPL,LPL
ASH,ASH
HBI,HBI
MSM,MSM
KMPR.K,KMPR
FSR,FSR
SSL,SSL
ASR,ASR
WMS,WMS
NEP,NEP
MSP,MSP
PAG,PAG
TKC,TKC
NVST.K,NVST
STZb,STZ.B
RLI,RLI
BAC_pl,BAC$L
KSS,KSS
TV,TV
AIV,AIV
SNV,SNV
NOMD.K,NOMD
ALSN.K,ALSN
IDA,IDA
RXN,RXN
KWR,KWR
MMS,MMS
GGB,GGB
MRO,MRO
FOUR.K,FOUR
STAG.K,STAG
TPL,TPL
FLS,FLS
AL,AL
NAV,NAV
AXS,AXS
HLI,HLI
UNM,UNM
XRX,XRX
FL,FL
THG,THG
EBS,EBS
GPK,GPK
ASGN.K,ASGN
ARD,ARD
NYCB.K,NYCB
VVNT.K,VVNT
AAN,AAN
CFX,CFX
UGP,UGP
HR,HR
SLG,SLG
AYI,AYI
BYD,BYD
EVR,EVR
HXL,HXL
MSGS.K,MSGS
PFSI.K,PFSI
EQT,EQT
MTZ,MTZ
JBGS.K,JBGS
ENV,ENV
SSD,SSD
LAZ,LAZ
VVV,VVV
NEA,NEA
OGS,OGS
TRNO.K,TRNO
QTS,QTS
HE,HE
SAIL.K,SAIL
MTG,MTG
NEU,NEU
HPP,HPP
CLH,CLH
HASI.K,HASI
RAMP.K,RAMP
CZZ,CZZ
HHC,HHC
GOOS.K,GOOS
CC,CC
BKH,BKH
PNM,PNM
WTS,WTS
SRC,SRC
CCJ,CCJ
SNDR.K,SNDR
SHLX.K,SHLX
AMG,AMG
WPX,WPX
EXP,EXP
HIW,HIW
LSPD.K,LSPD
CRI,CRI
KBR,KBR
FTI,FTI
SWX,SWX
LPX,LPX
CR,CR
AWI,AWI
NFG,NFG
BXMT.K,BXMT
FCN,FCN
GTES.K,GTES
POR,POR
DOC,DOC
RYN,RYN
HYLN.K,HYLN
MUSA.K,MUSA
ORA,ORA
UAA,UAA
UNF,UNF
WYND.K,WYND
NVT,NVT
PSB,PSB
CNNE.K,CNNE
PK,PK
HFC,HFC
SWCH.K,SWCH
CWEN.K,CWEN
SAFE.K,SAFE
ADC,ADC
RDN,RDN
GRA,GRA
PRSP.K,PRSP
NRZ,NRZ
APAM.K,APAM
CLF,CLF
PRLB.K,PRLB
XEC,XEC
AA,AA
LMND.K,LMND
DAVA.K,DAVA
WBS,WBS
CBD,CBD
CLDR.K,CLDR
HRB,HRB
CBU,CBU
MTH,MTH
MFG,MFG
ENS,ENS
NEWR.K,NEWR
SPR,SPR
SOGO.K,SOGO
NJR,NJR
ETRN.K,ETRN
NVG,NVG
WK,WK
NSP,NSP
SLQT.K,SLQT
CIT,CIT
DCP,DCP
UA,UA
IIPR.K,IIPR
ASAN.K,ASAN
AGI,AGI
VMI,VMI
JWN,JWN
CIB,CIB
STN,STN
SEM,SEM
THC,THC
WNS,WNS
NCR,NCR
DAO,DAO
OLN,OLN
GRP_u,GRP.U
JBT,JBT
BSMX.K,BSMX
RHP,RHP
CWK,CWK
TMHC.K,TMHC
SR,SR
KBH,KBH
WWE,WWE
AVNT.K,AVNT
SHAK.K,SHAK
PSN,PSN
ADS,ADS
OVV,OVV
CNS,CNS
EQC,EQC
ESI,ESI
CPA,CPA
BRFS.K,BRFS
DNP,DNP
BCO,BCO
LCII.K,LCII
WCC,WCC
NAD,NAD
BE,BE
ARNC.K,ARNC
AM,AM
STL,STL
R,R
GKOS.K,GKOS
TGNA.K,TGNA
AB,AB
BIOb,BIO.B
MDC,MDC
IBP,IBP
OSB,OSB
OFC,OFC
BOH,BOH
TRTN.K,TRTN
NOVA.K,NOVA
WTM,WTM
AIT,AIT
BB,BB
AQUA.K,AQUA
SXT,SXT
IFS,IFS
UNVR.K,UNVR
NHI,NHI
BMEZ.K,BMEZ
BIPC.K,BIPC
AJRD.K,AJRD
ALE,ALE
PCI,PCI
CNO,CNO
GDOT.K,GDOT
BVN,BVN
LXP,LXP
ATCO.K,ATCO
KEX,KEX
CNMD.K,CNMD
APLE.K,APLE
FNB,FNB
KMT,KMT
AMN,AMN
MIC,MIC
M,M
ENR,ENR
AEO,AEO
SPB,SPB
WOR,WOR
GATX.K,GATX
CIXX.K,CIXX
WRI,WRI
DQ,DQ
SCL,SCL
ALLY_pa.K,ALLY$A
GOLF.K,GOLF
AWR,AWR
BOX,BOX
BXS,BXS
HMY,HMY
ZNH,ZNH
BKU,BKU
FSKR.K,FSKR
NNI,NNI
ROG,ROG
NGVT.K,NGVT
HI,HI
USM,USM
HL,HL
FUL,FUL
FHI,FHI
VSH,VSH
TCO,TCO
CCU,CCU
JKS,JKS
NUS,NUS
ACA,ACA
EVTC.K,EVTC
ADNT.K,ADNT
APG,APG
IGT,IGT
CWH,CWH
ADCT.K,ADCT
FN,FN
AVA,AVA
TRN,TRN
ESE,ESE
OUT,OUT
DHR_pa,DHR$A
CCIV_u.K,CCIV.U
ABM,ABM
AGO,AGO
BNL,BNL
MANU.K,MANU
CCIV.K,CCIV
CUK,CUK
NEE_pp,NEE$P
CMC,CMC
MCY,MCY
SSTK.K,SSTK
MATX.K,MATX
SIX,SIX
CWT,CWT
AEL,AEL
EXG,EXG
PJT,PJT
C_pn,C$N
PEB,PEB
NSA,NSA
JELD.K,JELD
X,X
TARO.K,TARO
WD,WD
MC,MC
ASB,ASB
DOOR.K,DOOR
KTB,KTB
KOF,KOF
SUN,SUN
PD,PD
PRMW.K,PRMW
CMD,CMD
DAN,DAN
UTF,UTF
EPR,EPR
BSTZ.K,BSTZ
CEA,CEA
HGV,HGV
CHX,CHX
DY,DY
BRC,BRC
YELP.K,YELP
CBT,CBT
CIM,CIM
MAX,MAX
KW,KW
WWW,WWW
CIG,CIG
ABG,ABG
SHO,SHO
ITGR.K,ITGR
BMI,BMI
BUR,BUR
LENb,LEN.B
GNW,GNW
TDC,TDC
TPH,TPH
B,B
KAR,KAR
MOGa,MOG.A
DHR_pb,DHR$B
SJI,SJI
GHC,GHC
NUV,NUV
ENBL.K,ENBL
AG,AG
EAT,EAT
FLOW.K,FLOW
HP,HP
FLR,FLR
EGO,EGO
GPI,GPI
THS,THS
AZUL.K,AZUL
AIN,AIN
LTHM.K,LTHM
NZF,NZF
PVG,PVG
SPXC.K,SPXC
HTH,HTH
REZI.K,REZI
NAC,NAC
PGRE.K,PGRE
CNX,CNX
TCP,TCP
YEXT.K,YEXT
SUM,SUM
FSK,FSK
TEX,TEX
KFY,KFY
FUN,FUN
CWENa.K,CWEN.A
MXL,MXL
JPM_pc,JPM$C
BCAT.K,BCAT
SEAS.K,SEAS
AMRC.K,AMRC
CMP,CMP
MAIN.K,MAIN
TRQ,TRQ
FCPT.K,FCPT
EPRT.K,EPRT
VNE,VNE
CLNY.K,CLNY
RLJ,RLJ
SAVE.K,SAVE
MED,MED
CTB,CTB
ONTO.K,ONTO
SWN,SWN
CUB,CUB
TDS,TDS
NEE_pq,NEE$Q
EAF,EAF
IBA,IBA
MTX,MTX
AVNS.K,AVNS
EGHT.K,EGHT
SITC.K,SITC
AX,AX
PDM,PDM
JMIA.K,JMIA
NOAH.K,NOAH
BIG,BIG
OIBRc.K,OIBR.C
WRE,WRE
FIT,FIT
RF_pa,RF$A
PCGU.K,PCGU
JWa,JW.A
OI,OI
FSS,FSS
EPC,EPC
ZYME.K,ZYME
BFT,BFT
HNP,HNP
JPM_pd,JPM$D
CDE,CDE
YPF,YPF
INT,INT
JPS,JPS
GDV,GDV
MSGE.K,MSGE
MWA,MWA
JOE,JOE
MLI,MLI
SJW,SJW
FBC,FBC
RRC,RRC
GB,GB
MTOR.K,MTOR
BDN,BDN
PRO,PRO
ENLC.K,ENLC
T_pc,T$C
LZB,LZB
ETY,ETY
CPK,CPK
WFC_pq,WFC$Q
CADE.K,CADE
PBH,PBH
FIX,FIX
SKY,SKY
AVAL.K,AVAL
ADX,ADX
WFC_pz,WFC$Z
WHD,WHD
SRE_pa,SRE$A
TAC,TAC
DEA,DEA
OR,OR
GSBD.K,GSBD
BTT,BTT
FBP,FBP
EURN.K,EURN
ELY,ELY
PING.K,PING
EVA,EVA
PHR,PHR
AVTR_pa.K,AVTR$A
BCC,BCC
AAT,AAT
MYOV.K,MYOV
NEE_po,NEE$O
SOLN.K,SOLN
GCP,GCP
SAH,SAH
VGR,VGR
EBRb,EBR.B
TUP,TUP
AMK,AMK
TROX.K,TROX
CNK,CNK
OMI,OMI
FTAI.K,FTAI
RPAI.K,RPAI
TWO,TWO
BGS,BGS
PQG,PQG
ATI,ATI
MD,MD
C_pk,C$K
MAXR.K,MAXR
HRI,HRI
PDI,PDI
WGO,WGO
HMN,HMN
DSL,DSL
PMT,PMT
PTY,PTY
MKCv,MKC.V
PIPR.K,PIPR
NTB,NTB
BDC,BDC
ELP,ELP
HKIB.K,HKIB
CSTM.K,CSTM
ABR,ABR
JHI,JHI
EVT,EVT
MFA,MFA
ATKR.K,ATKR
HNI,HNI
BFT_u,BFT.U
PNC_pp,PNC$P
ALG,ALG
KRO,KRO
IAG,IAG
APTV_pa.K,APTV$A
CXP,CXP
BEST.K,BEST
RQI,RQI
RCUS.K,RCUS
USNA.K,USNA
GAB,GAB
BDXB.K,BDXB
PAGP.K,PAGP
UE,UE
XHR,XHR
CVA,CVA
KN,KN
GTN,GTN
FBK,FBK
COF_pi,COF$I
HSBC_pa.K,HSBC$A
UFS,UFS
ARI,ARI
BSM,BSM
KAI,KAI
BDJ,BDJ
TY,TY
HBM,HBM
RVT,RVT
BAK,BAK
MUR,MUR
SIG,SIG
GNL,GNL
MGY,MGY
FUBO.K,FUBO
BAC_pb,BAC$B
MFGP.K,MFGP
TSE,TSE
EB,EB
HTGC.K,HTGC
CALX.K,CALX
MS_pf,MS$F
MAC,MAC
ALX,ALX
BBN,BBN
LTC,LTC
DRH,DRH
BAC_pm,BAC$M
JPM_pg,JPM$G
NWN,NWN
ATGE.K,ATGE
KAMN.K,KAMN
ESRT.K,ESRT
BSIG.K,BSIG
AZRE.K,AZRE
DCUE.K,DCUE
BV,BV
MNR,MNR
NS,NS
ITCB.K,ITCB
SAND.K,SAND
CVI,CVI
BKE,BKE
SCS,SCS
BAC_pn,BAC$N
CCS,CCS
NPO,NPO
FTV_pa,FTV$A
ARGO.K,ARGO
RVLV.K,RVLV
VERT_u.K,VERT.U
USA,USA
GHG,GHG
MMI,MMI
HYT,HYT
MSC,MSC
USPH.K,USPH
AVYA.K,AVYA
FPF,FPF
FRO,FRO
BTZ,BTZ
HEP,HEP
ZUO,ZUO
HSC,HSC
TSLX.K,TSLX
ETV,ETV
GMS,GMS
BRMK.K,BRMK
CBZ,CBZ
MEI,MEI
YALA.K,YALA
WMK,WMK
KEN,KEN
GS_pd,GS$D
T_pa,T$A
WSOb,WSO.B
CRC,CRC
KKR_pc,KKR$C
RLGY.K,RLGY
WPF,WPF
WBT,WBT
CIGc,CIG.C
BXMX.K,BXMX
ANF,ANF
ETG,ETG
ALL_ph,ALL$H
FFG,FFG
GEF,GEF
MHO,MHO
TR,TR
COF_pj,COF$J
CLI,CLI
KRG,KRG
DKL,DKL
IRT,IRT
LNN,LNN
CODI.K,CODI
EPAC.K,EPAC
GTY,GTY
AMRX.K,AMRX
IH,IH
NFH,NFH
AKR,AKR
TNC,TNC
VSTO.K,VSTO
MTRN.K,MTRN
SA,SA
NFJ,NFJ
FEAC.K,FEAC
LGFb,LGF.B
LINX.K,LINX
PFS,PFS
CRS,CRS
CEQP.K,CEQP
WFC_px,WFC$X
STC,STC
WFC_pa,WFC$A
AROC.K,AROC
JPM_ph,JPM$H
GOL,GOL
USB_pm,USB$M
GFF,GFF
SBH,SBH
IPOF_u.K,IPOF.U
FSM,FSM
GVA,GVA
USAC.K,USAC
MS_pk,MS$K
USB_pa,USB$A
EVH,EVH
FDP,FDP
MS_pi,MS$I
GEO,GEO
FOE,FOE
BPMP.K,BPMP
NRK,NRK
BAC_po,BAC$O
PAR,PAR
ACB,ACB
SYX,SYX
BST,BST
UTZ,UTZ
CNR,CNR
DTP,DTP
DUK_pa,DUK$A
BOOT.K,BOOT
BALY.K,BALY
BAC_pc,BAC$C
ALEX.K,ALEX
ELF,ELF
ERJ,ERJ
SWM,SWM
RGR,RGR
ACH,ACH
UVV,UVV
MODN.K,MODN
DLX,DLX
PRPB_u.K,PRPB.U
MTDR.K,MTDR
AR,AR
PGTI.K,PGTI
C_pj,C$J
MET_pf,MET$F
GBX,GBX
MS_pa,MS$A
NMZ,NMZ
CRK,CRK
WPF_u,WPF.U
GS_pj,GS$J
LBRT.K,LBRT
GEFb,GEF.B
AZZ,AZZ
NXRT.K,NXRT
CHCT.K,CHCT
STAR.K,STAR
BIF,BIF
C_ps,C$S
PRPB.K,PRPB
DDS,DDS
LADR.K,LADR
BSX_pa,BSX$A
VCRA.K,VCRA
COF_pg,COF$G
DRQ,DRQ
HOME.K,HOME
SMP,SMP
NEXA.K,NEXA
TGP,TGP
CYH,CYH
AKOb,AKO.B
RNP,RNP
GES,GES
WFC_pw,WFC$W
NBHC.K,NBHC
LAC,LAC
WFC_pv,WFC$V
FEAC_u.K,FEAC.U
ETW,ETW
WDR,WDR
CRHC.K,CRHC
PBI,PBI
MS_pe,MS$E
SPH,SPH
DIN,DIN
KREF.K,KREF
LRN,LRN
RWT,RWT
DK,DK
CTS,CTS
FFC,FFC
EOS,EOS
TFC_pr,TFC$R
DGNR.K,DGNR
TGH,TGH
ARCO.K,ARCO
CANG.K,CANG
JWS,JWS
PLT,PLT
WFC_pr,WFC$R
SBE,SBE
ACEL.K,ACEL
JPM_pj,JPM$J
ATH_pa,ATH$A
EIG,EIG
VLRS.K,VLRS
FCF,FCF
USB_ph,USB$H
AWF,AWF
GSAH.K,GSAH
BMA,BMA
OXM,OXM
BAC_pk,BAC$K
IRET.K,IRET
DEN,DEN
MYI,MYI
HMI,HMI
CLNC.K,CLNC
DDD,DDD
AIR,AIR
HQH,HQH
BAC_pa,BAC$A
SXI,SXI
CLB,CLB
GWB,GWB
WNC,WNC
UNFI.K,UNFI
EVRI.K,EVRI
RTP,RTP
CLS,CLS
JPC,JPC
AXL,AXL
FOR,FOR
DRD,DRD
HY,HY
TEO,TEO
TPRE.K,TPRE
IMAX.K,IMAX
MET_pe,MET$E
GRC,GRC
DHT,DHT
IPOB_u.K,IPOB.U
CPG,CPG
PBF,PBF
AOD,AOD
UIS,UIS
GFLU.K,GFLU
PML,PML
SBE_u,SBE.U
PLOW.K,PLOW
OFG,OFG
BHE,BHE
