BABA.K,BABA
TSM,TSM
V,V
WMT,WMT
JNJ,JNJ
JPM,JPM
PG,PG
MA,MA
UNH,UNH
BRKb,BRK.B
HD,HD
DIS,DIS
VZ,VZ
BAC,BAC
PFE,PFE
KO,KO
BRKa,BRK.A
NKE,NKE
T,T
MRK,MRK
CRM,CRM
NVS,NVS
TM,TM
ABT,ABT
TMO,TMO
ABBV.K,ABBV
ORCL.K,ORCL
CVX,CVX
XOM,XOM
ACN,ACN
DHR,DHR
MCD,MCD
UL,UL
MDT,MDT
HON,HON
SAP,SAP
UPS,UPS
NEE,NEE
LLY,LLY
BMY,BMY
UNP,UNP
BA,BA
SHOP.K,SHOP
LIN,LIN
PM,PM
HDB,HDB
CHL,CHL
WFC,WFC
C,C
NVO,NVO
RY,RY
TOT,TOT
MS,MS
BUD,BUD
SNE,SNE
LOW,LOW
HSBC.K,HSBC
IBM,IBM
RTX,RTX
SNOW.K,SNOW
BLK,BLK
NOW,NOW
LMT,LMT
TD,TD
AXP,AXP
AMT,AMT
MMM,MMM
SE,SE
CAT,CAT
CVS,CVS
SQ,SQ
SCHW.K,SCHW
GE,GE
UBER.K,UBER
GSK,GSK
FIS,FIS
DEO,DEO
BHP,BHP
RIO,RIO
UN,UN
SYK,SYK
EL,EL
BTI,BTI
TGT,TGT
VALE.K,VALE
GS,GS
SPGI.K,SPGI
ANTM.K,ANTM
TJX,TJX
DE,DE
CI,CI
FDX,FDX
MO,MO
CNI,CNI
RDSa,RDS.A
ZTS,ZTS
BX,BX
SNAP.K,SNAP
BEKE.K,BEKE
BP,BP
CL,CL
PLD,PLD
CCI,CCI
CB,CB
BDX,BDX
DUK,DUK
USB,USB
ENB,ENB
RDSb,RDS.B
INFY.K,INFY
SO,SO
TFC,TFC
SHW,SHW
ITW,ITW
SPOT.K,SPOT
BNS,BNS
ECL,ECL
GM,GM
BAM,BAM
D,D
ICE,ICE
NIO,NIO
NSC,NSC
PNC,PNC
GPN,GPN
APD,APD
MMC,MMC
TAK,TAK
VMW,VMW
ABB,ABB
UBS,UBS
MUFG.K,MUFG
EQNR.K,EQNR
BBL,BBL
WBK,WBK
SAN,SAN
EW,EW
HUM,HUM
MCO,MCO
PGR,PGR
DELL.K,DELL
HCA,HCA
DG,DG
HMC,HMC
PLTR.K,PLTR
NOC,NOC
TWLO.K,TWLO
NEM,NEM
WM,WM
BSX,BSX
BMO,BMO
IBN,IBN
DD,DD
PHG,PHG
EMR,EMR
AON,AON
ETN,ETN
KMB,KMB
ABEV.K,ABEV
RELX.K,RELX
SCCO.K,SCCO
COP,COP
EPD,EPD
LVS,LVS
CP,CP
CVNA.K,CVNA
PUK,PUK
ROP,ROP
GD,GD
PINS.K,PINS
MET,MET
TRP,TRP
TAL,TAL
GOLD.K,GOLD
COF,COF
U,U
CEO,CEO
RACE.K,RACE
BCE,BCE
VEEV.K,VEEV
NGG,NGG
LHX,LHX
TRI,TRI
SMFG.K,SMFG
PBR,PBR
BAX,BAX
APH,APH
DOW,DOW
PSA,PSA
TEL,TEL
INFO.K,INFO
RKT,RKT
CM,CM
SYY,SYY
ING,ING
TWTR.K,TWTR
STM,STM
DLR,DLR
CMG,CMG
E,E
CNC,CNC
SRE,SRE
GIS,GIS
LU,LU
F,F
STZ,STZ
BK,BK
FCX,FCX
XPEV.K,XPEV
A,A
MSCI.K,MSCI
PH,PH
MFC,MFC
LYG,LYG
VFC,VFC
AIG,AIG
PPG,PPG
KKR,KKR
TRV,TRV
TT,TT
BBVA.K,BBVA
BCS,BCS
KMI,KMI
APTV.K,APTV
AMX,AMX
JCI,JCI
ORAN.K,ORAN
TDG,TDG
IQV,IQV
CRH,CRH
CMI,CMI
HPQ,HPQ
CARR.K,CARR
ALC,ALC
SLB,SLB
BSBR.K,BSBR
CS,CS
YUM,YUM
AFL,AFL
PRU,PRU
ALL,ALL
BLL,BLL
HSY,HSY
RNG,RNG
CHWY.K,CHWY
HLT,HLT
WIT,WIT
RMD,RMD
RSG,RSG
ZBH,ZBH
EOG,EOG
ES,ES
CHT,CHT
PBRa,PBR.A
WEC,WEC
ZTO,ZTO
SPG,SPG
PSX,PSX
PEG,PEG
LYB,LYB
CNQ,CNQ
MSI,MSI
PANW.K,PANW
ITUB.K,ITUB
GLW,GLW
MCK,MCK
TDOC.K,TDOC
SWK,SWK
NTR,NTR
ROK,ROK
LUV,LUV
CTVA.K,CTVA
TME,TME
QSR,QSR
OTIS.K,OTIS
ADM,ADM
MPC,MPC
EDU,EDU
WELL.K,WELL
AWK,AWK
SU,SU
AME,AME
DAL,DAL
WCN,WCN
DHI,DHI
AZO,AZO
STT,STT
MTD,MTD
NWG,NWG
BBY,BBY
WMB,WMB
SLF,SLF
EC,EC
FNV,FNV
TU,TU
ED,ED
PAYC.K,PAYC
HRL,HRL
CLX,CLX
DFS,DFS
FCAU.K,FCAU
NET,NET
TSN,TSN
BFb,BF.B
PCG,PCG
TEF,TEF
WORK.K,WORK
FMS,FMS
VLO,VLO
DTE,DTE
AVB,AVB
KR,KR
YUMC.K,YUMC
DB,DB
CHA,CHA
MPLX.K,MPLX
W,W
EIX,EIX
FTV,FTV
KEYS.K,KEYS
EQR,EQR
ARE,ARE
TLK,TLK
MKC,MKC
MT,MT
AMP,AMP
FLT,FLT
NOK,NOK
BKR,BKR
FRC,FRC
WY,WY
BBD,BBD
UMC,UMC
AJG,AJG
CBRE.K,CBRE
PPL,PPL
GWW,GWW
CHD,CHD
BIP,BIP
ETR,ETR
CCL,CCL
O,O
APO,APO
K,K
CCEP.K,CCEP
LEN,LEN
ANET.K,ANET
EFX,EFX
ABC,ABC
WST,WST
CAJ,CAJ
BBDO.K,BBDO
ATUS.K,ATUS
PKX,PKX
VMC,VMC
FTCH.K,FTCH
MGA,MGA
LH,LH
AEE,AEE
IP,IP
FTS,FTS
SYF,SYF
IX,IX
WPM,WPM
RCI,RCI
IR,IR
VTR,VTR
BEP,BEP
ROL,ROL
RCL,RCL
KSU,KSU
COO,COO
PXD,PXD
EPAM.K,EPAM
ET,ET
CHU,CHU
TRU,TRU
SNN,SNN
OKE,OKE
TFX,TFX
AMCR.K,AMCR
URI,URI
MLM,MLM
XYL,XYL
HUBS.K,HUBS
DOV,DOV
TYL,TYL
GIB,GIB
AEM,AEM
CMS,CMS
CAG,CAG
BEPC.K,BEPC
VIPS.K,VIPS
CCC,CCC
OXY,OXY
BR,BR
LFC,LFC
NUE,NUE
KB,KB
HAL,HAL
INVH.K,INVH
DGX,DGX
PEAK.K,PEAK
UI,UI
ESS,ESS
FMX,FMX
MTB,MTB
HIG,HIG
CAH,CAH
NMR,NMR
SHG,SHG
HES,HES
PKI,PKI
BXP,BXP
STE,STE
FE,FE
VAR,VAR
TIF,TIF
SKM,SKM
AVTR.K,AVTR
KMX,KMX
ZEN,ZEN
PAGS.K,PAGS
KEY,KEY
BAP,BAP
GSX,GSX
FMC,FMC
CTLT.K,CTLT
HPE,HPE
QS,QS
RF,RF
BURL.K,BURL
LYV,LYV
CE,CE
DPZ,DPZ
MGP,MGP
CFG,CFG
CNHI.K,CNHI
ALB,ALB
NVR,NVR
EXR,EXR
MGM,MGM
LDOS.K,LDOS
WAT,WAT
CPB,CPB
DRI,DRI
FICO.K,FICO
SUI,SUI
PBA,PBA
IEX,IEX
TDY,TDY
WAB,WAB
DRE,DRE
GDDY.K,GDDY
MAA,MAA
AGR,AGR
CDAY.K,CDAY
J,J
VIV,VIV
GPC,GPC
AVLR.K,AVLR
SUZ,SUZ
IT,IT
AES,AES
BIO,BIO
ELAN.K,ELAN
BKI,BKI
OMC,OMC
VICI.K,VICI
EMN,EMN
MAS,MAS
MKL,MKL
FDS,FDS
SJM,SJM
CCK,CCK
BFa,BF.A
GNRC.K,GNRC
NTCO.K,NTCO
RJF,RJF
OSH,OSH
AVY,AVY
KEP,KEP
PKG,PKG
BRO,BRO
CABO.K,CABO
CNP,CNP
WPP,WPP
MOH,MOH
EVRG.K,EVRG
JHX,JHX
ESTC.K,ESTC
IFF,IFF
ARES.K,ARES
ATO,ATO
CXO,CXO
NI_pb,NI$B
BAH,BAH
WPC,WPC
DVA,DVA
ASX,ASX
IHG,IHG
ALLY.K,ALLY
UDR,UDR
BEN,BEN
WHR,WHR
ENIA.K,ENIA
EQH,EQH
CRL,CRL
L,L
ATHM.K,ATHM
SNP,SNP
PHM,PHM
WRK,WRK
WRB,WRB
WTRG.K,WTRG
NLY,NLY
FBHS.K,FBHS
SAM,SAM
KL,KL
DNB,DNB
QGEN.K,QGEN
MTN,MTN
RPM,RPM
GGG,GGG
RDY,RDY
LW,LW
LB,LB
DT,DT
MPW,MPW
HWM,HWM
UHS,UHS
TEVA.K,TEVA
ELS,ELS
XPO,XPO
TXT,TXT
LUMN.K,LUMN
FNF,FNF
LII,LII
BILL.K,BILL
GWRE.K,GWRE
AAP,AAP
YSG,YSG
ALLE.K,ALLE
LNC,LNC
WLK,WLK
CHGG.K,CHGG
PLAN.K,PLAN
BFAM.K,BFAM
SBSW.K,SBSW
GL,GL
PWR,PWR
MMP,MMP
HEIa,HEI.A
CPT,CPT
CNA,CNA
SNA,SNA
KGC,KGC
FSLY.K,FSLY
TTC,TTC
