BABA.K,BABA
TSM,TSM
V,V
JPM,JPM
JNJ,JNJ
WMT,WMT
MA,MA
UNH,UNH
BRKb,BRK.B
BAC,BAC
HD,HD
DIS,DIS
PG,PG
BRKa,BRK.A
XOM,XOM
VZ,VZ
KO,KO
T,T
ORCL.K,ORCL
CRM,CRM
PFE,PFE
ABT,ABT
TM,TM
NKE,NKE
CVX,CVX
ABBV.K,ABBV
ACN,ACN
NVS,NVS
WFC,WFC
MRK,MRK
DHR,DHR
TMO,TMO
MDT,MDT
UPS,UPS
MCD,MCD
LLY,LLY
SAP,SAP
MS,MS
HON,HON
UL,UL
SHOP.K,SHOP
C,C
NEE,NEE
LIN,LIN
UNP,UNP
PM,PM
LOW,LOW
BMY,BMY
BA,BA
RY,RY
SCHW.K,SCHW
HDB,HDB
SE,SE
NVO,NVO
SONY.K,SONY
HSBC.K,HSBC
IBM,IBM
BLK,BLK
TD,TD
RTX,RTX
AXP,AXP
CAT,CAT
GS,GS
TOT,TOT
BUD,BUD
DE,DE
GE,GE
MMM,MMM
EL,EL
SQ,SQ
AMT,AMT
BHP,BHP
RIO,RIO
VALE.K,VALE
DEO,DEO
BX,BX
LMT,LMT
TGT,TGT
UBER.K,UBER
CVS,CVS
NOW,NOW
SYK,SYK
FIS,FIS
SNAP.K,SNAP
SPGI.K,SPGI
GSK,GSK
ANTM.K,ANTM
USB,USB
UN,UN
CI,CI
BP,BP
MO,MO
TJX,TJX
PLD,PLD
BTI,BTI
ZTS,ZTS
GM,GM
CCI,CCI
TFC,TFC
PNC,PNC
RDSa,RDS.A
FDX,FDX
INFY.K,INFY
ENB,ENB
BNS,BNS
CNI,CNI
DUK,DUK
DELL.K,DELL
CB,CB
SHW,SHW
BDX,BDX
ITW,ITW
CPNG.K,CPNG
COP,COP
WBK,WBK
MUFG.K,MUFG
NSC,NSC
BAM,BAM
MMC,MMC
SO,SO
EQNR.K,EQNR
COF,COF
VMW,VMW
HCA,HCA
CL,CL
RDSb,RDS.B
ABB,ABB
SNOW.K,SNOW
ICE,ICE
SAN,SAN
BBL,BBL
GPN,GPN
APD,APD
ECL,ECL
TWLO.K,TWLO
NIO,NIO
D,D
BSX,BSX
BEKE.K,BEKE
MCO,MCO
BMO,BMO
UBS,UBS
EW,EW
PGR,PGR
IBN,IBN
WM,WM
ETN,ETN
HUM,HUM
NOC,NOC
MET,MET
FCX,FCX
PUK,PUK
EMR,EMR
SCCO.K,SCCO
AON,AON
GD,GD
STLA.K,STLA
HMC,HMC
TAK,TAK
TWTR.K,TWTR
PHG,PHG
DG,DG
EPD,EPD
ING,ING
RELX.K,RELX
CP,CP
NEM,NEM
SPOT.K,SPOT
CVNA.K,CVNA
SMFG.K,SMFG
PSA,PSA
DASH.K,DASH
TRP,TRP
KKR,KKR
DOW,DOW
ROP,ROP
LVS,LVS
CM,CM
TRI,TRI
BCS,BCS
INFO.K,INFO
TEL,TEL
JCI,JCI
ABEV.K,ABEV
RKT,RKT
IQV,IQV
LYG,LYG
KMB,KMB
E,E
EOG,EOG
NGG,NGG
F,F
BK,BK
PLTR.K,PLTR
PINS.K,PINS
HPQ,HPQ
LHX,LHX
SYY,SYY
VEEV.K,VEEV
BAX,BAX
BCE,BCE
MFC,MFC
AIG,AIG
TT,TT
RACE.K,RACE
DLR,DLR
RBLX.K,RBLX
CMG,CMG
DD,DD
SRE,SRE
APH,APH
STZ,STZ
PPG,PPG
MSCI.K,MSCI
A,A
PH,PH
SPG,SPG
PRU,PRU
WIT,WIT
KMI,KMI
TRV,TRV
APTV.K,APTV
PATH.K,PATH
SLB,SLB
ALL,ALL
CARR.K,CARR
BSMX.K,BSMX
GOLD.K,GOLD
CRH,CRH
ALC,ALC
CMI,CMI
GIS,GIS
ZBH,ZBH
BBVA.K,BBVA
AFL,AFL
LUV,LUV
CTVA.K,CTVA
MFG,MFG
DHI,DHI
MPC,MPC
CNQ,CNQ
HLT,HLT
LYB,LYB
IFF,IFF
STM,STM
PSX,PSX
ADM,ADM
YUM,YUM
CNC,CNC
TAL,TAL
DFS,DFS
VFC,VFC
GLW,GLW
PXD,PXD
PANW.K,PANW
HSY,HSY
RSG,RSG
SWK,SWK
CHWY.K,CHWY
OTIS.K,OTIS
ORAN.K,ORAN
TDG,TDG
SU,SU
MT,MT
AZO,AZO
FRC,FRC
AMX,AMX
CHT,CHT
MSI,MSI
NTR,NTR
PEG,PEG
PBR,PBR
W,W
NWG,NWG
WELL.K,WELL
SLF,SLF
AME,AME
QSR,QSR
ROK,ROK
WCN,WCN
MTD,MTD
LU,LU
BLL,BLL
VLO,VLO
AMP,AMP
MCK,MCK
RMD,RMD
WEC,WEC
TME,TME
WMB,WMB
WY,WY
DAL,DAL
BBY,BBY
DB,DB
ES,ES
STT,STT
LEN,LEN
U,U
RNG,RNG
FERG.K,FERG
MGA,MGA
CBRE.K,CBRE
MPLX.K,MPLX
TSN,TSN
AWK,AWK
KR,KR
EFX,EFX
KEYS.K,KEYS
AJG,AJG
EQR,EQR
DTE,DTE
FNV,FNV
KSU,KSU
EDU,EDU
AVB,AVB
TU,TU
YUMC.K,YUMC
ARE,ARE
CCL,CCL
ZTO,ZTO
NET,NET
TDOC.K,TDOC
NOK,NOK
ED,ED
TEF,TEF
CCEP.K,CCEP
LH,LH
O,O
EPAM.K,EPAM
EC,EC
SYF,SYF
PKX,PKX
HUBS.K,HUBS
CS,CS
FTV,FTV
HRL,HRL
UMC,UMC
CAJ,CAJ
WORK.K,WORK
ABC,ABC
APO,APO
PBRa,PBR.A
NUE,NUE
ANET.K,ANET
XPEV.K,XPEV
ITUB.K,ITUB
OXY,OXY
BFb,BF.B
VMC,VMC
FLT,FLT
WST,WST
ET,ET
HIG,HIG
PAYC.K,PAYC
URI,URI
HES,HES
OKE,OKE
CLX,CLX
BBD,BBD
FMS,FMS
IP,IP
BIP,BIP
MKC,MKC
PPL,PPL
GWW,GWW
MLM,MLM
EIX,EIX
TLK,TLK
ETR,ETR
DOV,DOV
KMX,KMX
RCL,RCL
IR,IR
AEE,AEE
PCG,PCG
BURL.K,BURL
BKR,BKR
K,K
VIPS.K,VIPS
HPE,HPE
GNRC.K,GNRC
KEY,KEY
RF,RF
CHD,CHD
CNHI.K,CNHI
BBDO.K,BBDO
VTR,VTR
FTS,FTS
MTB,MTB
FE,FE
XYL,XYL
COO,COO
TRU,TRU
MGM,MGM
CFG,CFG
IX,IX
INVH.K,INVH
GIB,GIB
EXR,EXR
SKM,SKM
ALB,ALB
RCI,RCI
TFX,TFX
CTLT.K,CTLT
ALLY.K,ALLY
DRI,DRI
KB,KB
AVTR.K,AVTR
SNN,SNN
WPM,WPM
WAT,WAT
BR,BR
AES,AES
ESS,ESS
SUI,SUI
LB,LB
AMCR.K,AMCR
CMS,CMS
SHG,SHG
ROL,ROL
ASX,ASX
NVR,NVR
PEAK.K,PEAK
RJF,RJF
STE,STE
GPC,GPC
HAL,HAL
LYV,LYV
UI,UI
AVY,AVY
OMC,OMC
CAH,CAH
MAA,MAA
CE,CE
CAG,CAG
ZEN,ZEN
J,J
MGP,MGP
FMX,FMX
FTCH.K,FTCH
TYL,TYL
SUZ,SUZ
IEX,IEX
RLX,RLX
IT,IT
EDR,EDR
DGX,DGX
DRE,DRE
BXP,BXP
VICI.K,VICI
PBA,PBA
NMR,NMR
CRL,CRL
CLVT.K,CLVT
TDY,TDY
ATUS.K,ATUS
WPP,WPP
MAS,MAS
DVN,DVN
MKL,MKL
DPZ,DPZ
CVE,CVE
EMN,EMN
BIO,BIO
WAB,WAB
PHM,PHM
AGR,AGR
XPO,XPO
FICO.K,FICO
FMC,FMC
AEM,AEM
BEN,BEN
BEPC.K,BEPC
LFC,LFC
PAGS.K,PAGS
ELAN.K,ELAN
JHX,JHX
L,L
DT,DT
WHR,WHR
ARES.K,ARES
EQH,EQH
BRO,BRO
OSH,OSH
SAM,SAM
MHK,MHK
MOH,MOH
RH,RH
GDDY.K,GDDY
WRK,WRK
WRB,WRB
PKI,PKI
CCK,CCK
CPB,CPB
LUMN.K,LUMN
FBHS.K,FBHS
SJM,SJM
QS,QS
EVRG.K,EVRG
CDAY.K,CDAY
TXT,TXT
LDOS.K,LDOS
PKG,PKG
KEP,KEP
HWM,HWM
SJR,SJR
VIV,VIV
MOS,MOS
PWR,PWR
UDR,UDR
RE,RE
CNP,CNP
TTM,TTM
UWMC.K,UWMC
TPR,TPR
FNF,FNF
IHG,IHG
WSM,WSM
SMG,SMG
GGG,GGG
AAP,AAP
MTN,MTN
SNP,SNP
CHGG.K,CHGG
VEDL.K,VEDL
SNA,SNA
WPC,WPC
SID,SID
FDS,FDS
LII,LII
MPW,MPW
SBSW.K,SBSW
CNA,CNA
BILL.K,BILL
GPS,GPS
IVZ,IVZ
TREX.K,TREX
UHS,UHS
AVLR.K,AVLR
IPG,IPG
ELS,ELS
NLY,NLY
TTC,TTC
LNC,LNC
ATO,ATO
BFa,BF.A
GME,GME
WLK,WLK
TS,TS
ALLE.K,ALLE
RPM,RPM
CX,CX
NI_pb,NI$B
TPL,TPL
AGL,AGL
NTCO.K,NTCO
DVA,DVA
BG,BG
CPT,CPT
FND,FND
ATHM.K,ATHM
BWA,BWA
