BABA.K,BABA
TSM,TSM
V,V
JPM,JPM
JNJ,JNJ
WMT,WMT
UNH,UNH
BRKb,BRK.B
MA,MA
HD,HD
BAC,BAC
PG,PG
DIS,DIS
BRKa,BRK.A
XOM,XOM
VZ,VZ
KO,KO
T,T
ORCL.K,ORCL
PFE,PFE
TM,TM
ABT,ABT
NKE,NKE
CVX,CVX
ABBV.K,ABBV
CRM,CRM
MRK,MRK
NVS,NVS
ACN,ACN
WFC,WFC
UPS,UPS
LLY,LLY
TMO,TMO
DHR,DHR
MCD,MCD
MDT,MDT
SAP,SAP
MS,MS
HON,HON
UL,UL
C,C
LIN,LIN
UNP,UNP
PM,PM
LOW,LOW
NEE,NEE
BMY,BMY
RY,RY
SHOP.K,SHOP
SCHW.K,SCHW
BA,BA
BLK,BLK
IBM,IBM
CAT,CAT
HDB,HDB
HSBC.K,HSBC
NVO,NVO
TD,TD
RTX,RTX
AXP,AXP
TOT,TOT
GS,GS
SE,SE
BUD,BUD
DE,DE
SONY.K,SONY
MMM,MMM
GE,GE
BHP,BHP
RIO,RIO
VALE.K,VALE
CVS,CVS
AMT,AMT
EL,EL
LMT,LMT
DEO,DEO
BX,BX
TGT,TGT
SQ,SQ
NOW,NOW
SYK,SYK
GSK,GSK
ANTM.K,ANTM
FIS,FIS
SPGI.K,SPGI
MO,MO
USB,USB
BP,BP
BTI,BTI
UN,UN
CI,CI
UBER.K,UBER
TJX,TJX
GM,GM
PLD,PLD
PNC,PNC
FDX,FDX
RDSa,RDS.A
TFC,TFC
ENB,ENB
SNAP.K,SNAP
ZTS,ZTS
INFY.K,INFY
BNS,BNS
CCI,CCI
CNI,CNI
CB,CB
DUK,DUK
DELL.K,DELL
SHW,SHW
COP,COP
WBK,WBK
ITW,ITW
MUFG.K,MUFG
NSC,NSC
COF,COF
HCA,HCA
RDSb,RDS.B
MMC,MMC
BDX,BDX
SO,SO
CL,CL
BAM,BAM
CPNG.K,CPNG
BBL,BBL
EQNR.K,EQNR
ABB,ABB
VMW,VMW
SAN,SAN
ECL,ECL
APD,APD
ICE,ICE
D,D
BMO,BMO
MCO,MCO
FCX,FCX
BSX,BSX
PGR,PGR
UBS,UBS
NIO,NIO
HUM,HUM
WM,WM
NOC,NOC
BEKE.K,BEKE
GPN,GPN
MET,MET
ETN,ETN
AON,AON
SNOW.K,SNOW
IBN,IBN
PUK,PUK
EW,EW
STLA.K,STLA
SCCO.K,SCCO
EMR,EMR
GD,GD
NEM,NEM
HMC,HMC
TWLO.K,TWLO
PHG,PHG
DG,DG
TAK,TAK
CP,CP
DOW,DOW
ING,ING
RELX.K,RELX
EPD,EPD
SMFG.K,SMFG
TRP,TRP
KKR,KKR
ABEV.K,ABEV
PSA,PSA
CM,CM
TRI,TRI
ROP,ROP
JCI,JCI
NGG,NGG
F,F
KMB,KMB
LYG,LYG
INFO.K,INFO
BK,BK
CVNA.K,CVNA
E,E
SPOT.K,SPOT
EOG,EOG
TEL,TEL
LHX,LHX
IQV,IQV
BAX,BAX
BCE,BCE
LVS,LVS
SYY,SYY
HPQ,HPQ
TT,TT
DD,DD
AIG,AIG
SLB,SLB
TWTR.K,TWTR
PPG,PPG
BCS,BCS
DLR,DLR
MFC,MFC
GOLD.K,GOLD
PRU,PRU
SRE,SRE
STZ,STZ
WIT,WIT
PH,PH
TRV,TRV
A,A
SPG,SPG
APH,APH
DASH.K,DASH
KMI,KMI
CMG,CMG
ALL,ALL
CRH,CRH
CNQ,CNQ
MSCI.K,MSCI
VEEV.K,VEEV
GLW,GLW
CMI,CMI
BBVA.K,BBVA
GIS,GIS
MPC,MPC
RACE.K,RACE
BSMX.K,BSMX
CARR.K,CARR
APTV.K,APTV
AFL,AFL
LYB,LYB
CNC,CNC
RKT,RKT
PINS.K,PINS
MFG,MFG
PLTR.K,PLTR
PSX,PSX
ADM,ADM
DHI,DHI
IFF,IFF
YUM,YUM
ZBH,ZBH
PATH.K,PATH
DFS,DFS
LUV,LUV
RBLX.K,RBLX
PXD,PXD
CTVA.K,CTVA
RSG,RSG
SWK,SWK
VFC,VFC
MT,MT
HSY,HSY
ALC,ALC
SU,SU
NTR,NTR
ORAN.K,ORAN
HLT,HLT
OTIS.K,OTIS
TAL,TAL
STM,STM
VLO,VLO
PANW.K,PANW
AZO,AZO
TDG,TDG
PBR,PBR
FRC,FRC
AMX,AMX
WCN,WCN
MSI,MSI
SLF,SLF
NWG,NWG
QSR,QSR
PEG,PEG
CHT,CHT
AME,AME
ROK,ROK
WEC,WEC
WELL.K,WELL
AMP,AMP
STT,STT
WMB,WMB
MTD,MTD
BBY,BBY
W,W
BLL,BLL
CHWY.K,CHWY
MCK,MCK
WY,WY
FERG.K,FERG
LU,LU
AJG,AJG
LEN,LEN
MPLX.K,MPLX
ES,ES
EFX,EFX
MGA,MGA
DAL,DAL
DB,DB
CBRE.K,CBRE
TSN,TSN
NUE,NUE
KR,KR
RMD,RMD
FNV,FNV
AWK,AWK
TME,TME
EQR,EQR
TU,TU
NOK,NOK
DTE,DTE
LH,LH
AVB,AVB
KSU,KSU
PKX,PKX
TEF,TEF
ED,ED
KEYS.K,KEYS
ZTO,ZTO
SYF,SYF
YUMC.K,YUMC
ARE,ARE
EPAM.K,EPAM
CCEP.K,CCEP
HRL,HRL
APO,APO
EDU,EDU
VMC,VMC
CCL,CCL
O,O
CSAN.K,CSAN
HES,HES
ANET.K,ANET
PBRa,PBR.A
OXY,OXY
ET,ET
EC,EC
URI,URI
ITUB.K,ITUB
U,U
CAJ,CAJ
FTV,FTV
CS,CS
WST,WST
IP,IP
ABC,ABC
WORK.K,WORK
BKR,BKR
HIG,HIG
FLT,FLT
GWW,GWW
OKE,OKE
BFb,BF.B
RNG,RNG
BBD,BBD
TDOC.K,TDOC
MLM,MLM
UMC,UMC
K,K
CLX,CLX
HUBS.K,HUBS
FMS,FMS
MKC,MKC
EIX,EIX
TLK,TLK
CNHI.K,CNHI
KEY,KEY
PPL,PPL
BIP,BIP
DOV,DOV
RF,RF
AEE,AEE
PCG,PCG
CHD,CHD
BURL.K,BURL
ETR,ETR
NET,NET
XYL,XYL
HPE,HPE
KMX,KMX
FTS,FTS
XPEV.K,XPEV
BBDO.K,BBDO
CFG,CFG
MTB,MTB
IR,IR
RCL,RCL
FE,FE
VTR,VTR
KB,KB
TRU,TRU
GNRC.K,GNRC
GIB,GIB
COO,COO
IT,IT
VIPS.K,VIPS
INVH.K,INVH
IX,IX
HAL,HAL
PAYC.K,PAYC
RCI,RCI
ALLY.K,ALLY
SKM,SKM
WPM,WPM
EXR,EXR
AMCR.K,AMCR
SNN,SNN
BR,BR
GPC,GPC
MGM,MGM
WAT,WAT
TFX,TFX
SHG,SHG
CE,CE
RJF,RJF
NVR,NVR
CMS,CMS
DRI,DRI
ESS,ESS
LB,LB
SUI,SUI
CAG,CAG
AVY,AVY
ROL,ROL
OMC,OMC
CTLT.K,CTLT
DGX,DGX
AVTR.K,AVTR
J,J
STE,STE
PEAK.K,PEAK
MAA,MAA
ALB,ALB
PBA,PBA
SUZ,SUZ
IEX,IEX
BEN,BEN
DRE,DRE
DVN,DVN
FMX,FMX
AES,AES
CRL,CRL
EMN,EMN
RLX,RLX
CLVT.K,CLVT
MGP,MGP
BXP,BXP
MAS,MAS
ASX,ASX
UI,UI
DPZ,DPZ
ATUS.K,ATUS
NMR,NMR
AEM,AEM
VICI.K,VICI
WPP,WPP
MKL,MKL
LYV,LYV
TYL,TYL
CAH,CAH
ZEN,ZEN
ENIA.K,ENIA
XPO,XPO
TDY,TDY
CVE,CVE
PHM,PHM
FTCH.K,FTCH
WRK,WRK
AGR,AGR
MHK,MHK
WHR,WHR
L,L
WAB,WAB
PKI,PKI
MOH,MOH
LFC,LFC
CCK,CCK
FBHS.K,FBHS
TXT,TXT
FMC,FMC
CPB,CPB
JHX,JHX
BRO,BRO
SJM,SJM
EQH,EQH
BIO,BIO
LUMN.K,LUMN
ARES.K,ARES
LDOS.K,LDOS
ELAN.K,ELAN
EVRG.K,EVRG
PKG,PKG
RH,RH
BEPC.K,BEPC
WRB,WRB
FICO.K,FICO
CNP,CNP
VIV,VIV
HWM,HWM
SJR,SJR
PAGS.K,PAGS
VEDL.K,VEDL
TS,TS
WSM,WSM
PWR,PWR
KEP,KEP
GDDY.K,GDDY
SAM,SAM
RE,RE
UDR,UDR
OSH,OSH
TTM,TTM
SNA,SNA
ATO,ATO
MOS,MOS
SNP,SNP
SMG,SMG
FNF,FNF
AAP,AAP
SID,SID
GGG,GGG
CDAY.K,CDAY
DVA,DVA
WPC,WPC
UHS,UHS
WLK,WLK
CNA,CNA
DT,DT
LNC,LNC
TPR,TPR
IVZ,IVZ
GPS,GPS
CX,CX
IPG,IPG
LII,LII
TECK.K,TECK
IHG,IHG
FDS,FDS
NLY,NLY
SBSW.K,SBSW
MTN,MTN
ELS,ELS
RPM,RPM
EDR,EDR
ALLE.K,ALLE
BG,BG
AGL,AGL
BWA,BWA
TPL,TPL
NTCO.K,NTCO
TTC,TTC
MPW,MPW
TREX.K,TREX
NI_pb,NI$B
LEVI.K,LEVI
BFa,BF.A
QS,QS
CHGG.K,CHGG
IRM,IRM
TAP,TAP
