TSM,TSM
V,V
JPM,JPM
JNJ,JNJ
BABA.K,BABA
WMT,WMT
UNH,UNH
BRKb,BRK.B
BAC,BAC
MA,MA
PG,PG
HD,HD
DIS,DIS
BRKa,BRK.A
NKE,NKE
PFE,PFE
CRM,CRM
LLY,LLY
ORCL.K,ORCL
KO,KO
TM,TM
XOM,XOM
DHR,DHR
VZ,VZ
ACN,ACN
ABT,ABT
TMO,TMO
ABBV.K,ABBV
NVS,NVS
WFC,WFC
T,T
MRK,MRK
SHOP.K,SHOP
CVX,CVX
MS,MS
MDT,MDT
SE,SE
NVO,NVO
SAP,SAP
MCD,MCD
UPS,UPS
NEE,NEE
LIN,LIN
PM,PM
BX,BX
BMY,BMY
RY,RY
C,C
UL,UL
BLK,BLK
HDB,HDB
UNP,UNP
LOW,LOW
GS,GS
SCHW.K,SCHW
AMT,AMT
AXP,AXP
RTX,RTX
BA,BA
NOW,NOW
SONY.K,SONY
SQ,SQ
IBM,IBM
EL,EL
TGT,TGT
TD,TD
DE,DE
SNAP.K,SNAP
TTE,TTE
CAT,CAT
GE,GE
MMM,MMM
DEO,DEO
CVS,CVS
HSBC.K,HSBC
SPGI.K,SPGI
SYK,SYK
GSK,GSK
BUD,BUD
INFY.K,INFY
BHP,BHP
LMT,LMT
PLD,PLD
ZTS,ZTS
VALE.K,VALE
RIO,RIO
MO,MO
ANTM.K,ANTM
UN,UN
BAM,BAM
SNOW.K,SNOW
TJX,TJX
BTI,BTI
USB,USB
CCI,CCI
BP,BP
RDSa,RDS.A
HCA,HCA
PNC,PNC
CB,CB
DUK,DUK
SHW,SHW
ENB,ENB
MMC,MMC
FIS,FIS
CNI,CNI
TFC,TFC
BNS,BNS
COP,COP
ABB,ABB
DELL.K,DELL
UBER.K,UBER
COF,COF
EW,EW
ITW,ITW
RDSb,RDS.B
BDX,BDX
GM,GM
MCO,MCO
FDX,FDX
CI,CI
EQNR.K,EQNR
SO,SO
MUFG.K,MUFG
WBK,WBK
ETN,ETN
BBL,BBL
ICE,ICE
IBN,IBN
CL,CL
WM,WM
DASH.K,DASH
TWLO.K,TWLO
BMO,BMO
ECL,ECL
AON,AON
SAN,SAN
BSX,BSX
NSC,NSC
D,D
EMR,EMR
VMW,VMW
STLA.K,STLA
NIO,NIO
UBS,UBS
APD,APD
NOC,NOC
RELX.K,RELX
CVNA.K,CVNA
TRI,TRI
PGR,PGR
PSA,PSA
GD,GD
KKR,KKR
PUK,PUK
CMG,CMG
FCX,FCX
A,A
ING,ING
JCI,JCI
MET,MET
MSCI.K,MSCI
DG,DG
TAK,TAK
CPNG.K,CPNG
HUM,HUM
HMC,HMC
TWTR.K,TWTR
ABEV.K,ABEV
CM,CM
F,F
ROP,ROP
VEEV.K,VEEV
CARR.K,CARR
PLTR.K,PLTR
WIT,WIT
IQV,IQV
TEL,TEL
SCCO.K,SCCO
EPD,EPD
INFO.K,INFO
CP,CP
DOW,DOW
BK,BK
TT,TT
GPN,GPN
RBLX.K,RBLX
BCE,BCE
SMFG.K,SMFG
NGG,NGG
LHX,LHX
TRP,TRP
AIG,AIG
KMB,KMB
APH,APH
NEM,NEM
DLR,DLR
PANW.K,PANW
SPOT.K,SPOT
SPG,SPG
E,E
BBVA.K,BBVA
BCS,BCS
AMX,AMX
RACE.K,RACE
RMD,RMD
SRE,SRE
CRH,CRH
LYG,LYG
APTV.K,APTV
MSI,MSI
PHG,PHG
PBR,PBR
ALC,ALC
PRU,PRU
STM,STM
SYY,SYY
KMI,KMI
TRV,TRV
ALL,ALL
RSG,RSG
CNQ,CNQ
DIDI.K,DIDI
BSMX.K,BSMX
OTIS.K,OTIS
SLB,SLB
EOG,EOG
PH,PH
DD,DD
YUM,YUM
NET,NET
PPG,PPG
DFS,DFS
BAX,BAX
MFC,MFC
AFL,AFL
ROK,ROK
IFF,IFF
MPC,MPC
CHWY.K,CHWY
MT,MT
CNC,CNC
MTD,MTD
PXD,PXD
PINS.K,PINS
HSY,HSY
WELL.K,WELL
EPAM.K,EPAM
HPQ,HPQ
U,U
STZ,STZ
NUE,NUE
FRC,FRC
MFG,MFG
GOLD.K,GOLD
HLT,HLT
GIS,GIS
XPEV.K,XPEV
RKT,RKT
NTR,NTR
KR,KR
DHI,DHI
CMI,CMI
GLW,GLW
NWG,NWG
LYB,LYB
NOK,NOK
ADM,ADM
WCN,WCN
AZO,AZO
WST,WST
TDG,TDG
LVS,LVS
AWK,AWK
KEYS.K,KEYS
HUBS.K,HUBS
PATH.K,PATH
EFX,EFX
PEG,PEG
CBRE.K,CBRE
CTVA.K,CTVA
AVB,AVB
CSAN.K,CSAN
STT,STT
SWK,SWK
AME,AME
EQR,EQR
FERG.K,FERG
ARE,ARE
PSX,PSX
ES,ES
ZBH,ZBH
BLL,BLL
CHT,CHT
MCK,MCK
AMP,AMP
ORAN.K,ORAN
PBRa,PBR.A
W,W
SLF,SLF
VFC,VFC
WEC,WEC
WMB,WMB
AJG,AJG
BBY,BBY
TU,TU
LEN,LEN
QSR,QSR
PAYC.K,PAYC
LH,LH
LUV,LUV
MPLX.K,MPLX
ANET.K,ANET
EC,EC
TSN,TSN
UMC,UMC
ITUB.K,ITUB
SU,SU
SYF,SYF
TEF,TEF
O,O
GNRC.K,GNRC
ALB,ALB
FNV,FNV
WY,WY
VLO,VLO
ED,ED
BILL.K,BILL
KSU,KSU
CCEP.K,CCEP
FTV,FTV
IT,IT
URI,URI
DAL,DAL
APO,APO
YUMC.K,YUMC
CS,CS
WAT,WAT
DOV,DOV
DB,DB
ET,ET
EXR,EXR
ABC,ABC
VMC,VMC
XYL,XYL
HRL,HRL
CAJ,CAJ
MLM,MLM
MGA,MGA
INVH.K,INVH
BKR,BKR
OKE,OKE
OXY,OXY
TLK,TLK
BIP,BIP
RNG,RNG
SUI,SUI
CCL,CCL
DTE,DTE
AVTR.K,AVTR
IP,IP
HIG,HIG
TDOC.K,TDOC
TRU,TRU
CNHI.K,CNHI
ZTO,ZTO
AEE,AEE
FMS,FMS
IX,IX
GWW,GWW
PPL,PPL
CRL,CRL
IR,IR
MAA,MAA
CTLT.K,CTLT
AMC,AMC
COO,COO
ETR,ETR
BEKE.K,BEKE
EIX,EIX
BFb,BF.B
LU,LU
ARES.K,ARES
FTS,FTS
BBD,BBD
FLT,FLT
STE,STE
HES,HES
TDY,TDY
PKX,PKX
K,K
MKC,MKC
ESS,ESS
AGR,AGR
UI,UI
VTR,VTR
PKI,PKI
FE,FE
RCL,RCL
KMX,KMX
MGM,MGM
CHD,CHD
CLX,CLX
DVN,DVN
BURL.K,BURL
ASX,ASX
BIO,BIO
MGP,MGP
BR,BR
RCI,RCI
HPE,HPE
WPM,WPM
PAGS.K,PAGS
AMCR.K,AMCR
DRE,DRE
GIB,GIB
DRI,DRI
TYL,TYL
RF,RF
DT,DT
PEAK.K,PEAK
KEY,KEY
ROL,ROL
RJF,RJF
BBDO.K,BBDO
DPZ,DPZ
LYV,LYV
AVY,AVY
ALLY.K,ALLY
CMS,CMS
FMX,FMX
CFG,CFG
DGX,DGX
TFX,TFX
BBWI.K,BBWI
NVR,NVR
HAL,HAL
PCG,PCG
SKM,SKM
MTB,MTB
CE,CE
GPC,GPC
J,J
OWL,OWL
BXP,BXP
SHG,SHG
KB,KB
MKL,MKL
IEX,IEX
YMM,YMM
JHX,JHX
S,S
PBA,PBA
WAB,WAB
SNN,SNN
CDAY.K,CDAY
CVE,CVE
VICI.K,VICI
BRO,BRO
BEN,BEN
TXT,TXT
WPP,WPP
CLVT.K,CLVT
AES,AES
SUZ,SUZ
BEPC.K,BEPC
UDR,UDR
ELAN.K,ELAN
CAG,CAG
AVLR.K,AVLR
EVRG.K,EVRG
MOH,MOH
OMC,OMC
ELS,ELS
EMN,EMN
LSPD.K,LSPD
DOCS.K,DOCS
MAS,MAS
VEDL.K,VEDL
RH,RH
CNP,CNP
GME,GME
CPT,CPT
CAH,CAH
NMR,NMR
ZEN,ZEN
AGL,AGL
FTCH.K,FTCH
WPC,WPC
ESTC.K,ESTC
ENIA.K,ENIA
CCK,CCK
TME,TME
PWR,PWR
L,L
FDS,FDS
PKG,PKG
IPG,IPG
VIV,VIV
CLR,CLR
PHM,PHM
WHR,WHR
SJR,SJR
FNF,FNF
WSM,WSM
MHK,MHK
FBHS.K,FBHS
NTCO.K,NTCO
LDOS.K,LDOS
AEM,AEM
DVA,DVA
WRK,WRK
HWM,HWM
ACI,ACI
IRM,IRM
AMH,AMH
GLOB.K,GLOB
KIM,KIM
GGG,GGG
WRB,WRB
SJM,SJM
LUMN.K,LUMN
TTM,TTM
KEP,KEP
UHS,UHS
QGEN.K,QGEN
FICO.K,FICO
LNC,LNC
TREX.K,TREX
FND,FND
ALLE.K,ALLE
PNR,PNR
EQH,EQH
SC,SC
ATO,ATO
ASAN.K,ASAN
AAP,AAP
ATH,ATH
DKS,DKS
LFC,LFC
ATUS.K,ATUS
NLY,NLY
CABO.K,CABO
LII,LII
GDDY.K,GDDY
PCOR.K,PCOR
CPB,CPB
CX,CX
DAR,DAR
JLL,JLL
WTRG.K,WTRG
MOS,MOS
SNA,SNA
MTN,MTN
MPW,MPW
SNP,SNP
CHGG.K,CHGG
