BABA.K,BABA
PLAN.K,PLAN
XPO,XPO
SNA,SNA
PWR,PWR
CNA,CNA
OCFT.K,OCFT
TXT,TXT
MMP,MMP
PNR,PNR
FND,FND
SBSW.K,SBSW
RE,RE
BWA,BWA
IRM,IRM
Y,Y
OC,OC
HST,HST
NRG,NRG
AMWL.K,AMWL
COLD.K,COLD
SCI,SCI
HUBB.K,HUBB
HWM,HWM
BCH,BCH
WSO,WSO
COG,COG
GLOB.K,GLOB
HEIa,HEI.A
WSM,WSM
SNX,SNX
IAA,IAA
LEA,LEA
CHE,CHE
BEPC.K,BEPC
G,G
ATR,ATR
PEN,PEN
MBT,MBT
AIZ,AIZ
JNPR.K,JNPR
MHK,MHK
EBR,EBR
ST,ST
VER,VER
ACM,ACM
HLF,HLF
MOS,MOS
RGA,RGA
CGC,CGC
UGI,UGI
IPG,IPG
ARMK.K,ARMK
GPS,GPS
ATH,ATH
RS,RS
BG,BG
ALV,ALV
LAD,LAD
RBA,RBA
NYT,NYT
RH,RH
OHI,OHI
STOR.K,STOR
DECK.K,DECK
DLB,DLB
GRUB.K,GRUB
EV,EV
GFL,GFL
CSL,CSL
DAR,DAR
TECK.K,TECK
TAP,TAP
ACI,ACI
WEX,WEX
KNX,KNX
LNC,LNC
VNO,VNO
SWI,SWI
RHI,RHI
CUBE.K,CUBE
AFG,AFG
EHC,EHC
CIEN.K,CIEN
SMAR.K,SMAR
SEE,SEE
ARW,ARW
DCI,DCI
BERY.K,BERY
BSAC.K,BSAC
REXR.K,REXR
OGE,OGE
ADT,ADT
IPHI.K,IPHI
SC,SC
PRGO.K,PRGO
AEG,AEG
BLD,BLD
CF,CF
TOL,TOL
VOYA.K,VOYA
LEVI.K,LEVI
NNN,NNN
POST.K,POST
PTR,PTR
KRC,KRC
IVZ,IVZ
BHC,BHC
HRC,HRC
AXTA.K,AXTA
TS,TS
HII,HII
AGCO.K,AGCO
CX,CX
FHN,FHN
HBI,HBI
SITE.K,SITE
HEI,HEI
PII,PII
FAF,FAF
FRT,FRT
LEG,LEG
CMA,CMA
TSU,TSU
PLNT.K,PLNT
VRT,VRT
EBS,EBS
AUY,AUY
H,H
TMX,TMX
FVRR.K,FVRR
EGP,EGP
AZEK.K,AZEK
TTM,TTM
PHI,PHI
HTA,HTA
SBS,SBS
PSO,PSO
FR,FR
MSA,MSA
JLL,JLL
BWXT.K,BWXT
PSXP.K,PSXP
BJ,BJ
USFD.K,USFD
JBL,JBL
ITT,ITT
WF,WF
COR,COR
CLGX.K,CLGX
AIV,AIV
CACI.K,CACI
GMED.K,GMED
HUN,HUN
OSK,OSK
DKS,DKS
SON,SON
WFC_pl,WFC$L
RL,RL
LSI,LSI
TPR,TPR
FLO,FLO
AN,AN
QTWO.K,QTWO
ELC,ELC
THO,THO
PB,PB
PFGC.K,PFGC
NVRO.K,NVRO
SKX,SKX
INGR.K,INGR
JEF,JEF
ACC,ACC
NOMD.K,NOMD
DXC,DXC
CHH,CHH
HUYA.K,HUYA
JHG,JHG
KIM,KIM
STAG.K,STAG
NCLH.K,NCLH
NLSN.K,NLSN
WMS,WMS
CVE,CVE
LPL,LPL
HAE,HAE
ESNT.K,ESNT
BBU,BBU
ORI,ORI
CLR,CLR
BC,BC
OMF,OMF
KT,KT
VEDL.K,VEDL
ENIC.K,ENIC
SPCE.K,SPCE
FOUR.K,FOUR
ICL,ICL
HESM.K,HESM
WH,WH
SAIC.K,SAIC
PFSI.K,PFSI
MDU,MDU
ALK,ALK
TPX,TPX
PSTG.K,PSTG
ORCC.K,ORCC
PAA,PAA
BHVN.K,BHVN
PVH,PVH
PSTH.K,PSTH
MDLA.K,MDLA
SSL,SSL
PRI,PRI
BAC_pl,BAC$L
ALSN.K,ALSN
TFII.K,TFII
DEI,DEI
ENV,ENV
TNET.K,TNET
ASH,ASH
STWD.K,STWD
GIL,GIL
TKR,TKR
TKC,TKC
KMPR.K,KMPR
HLI,HLI
IDA,IDA
GGB,GGB
HYLN.K,HYLN
NAV,NAV
PAG,PAG
HOG,HOG
CFR,CFR
MAN,MAN
CUZ,CUZ
SID,SID
SNDR.K,SNDR
STZb,STZ.B
YETI.K,YETI
MMS,MMS
MTH,MTH
NEP,NEP
XRX,XRX
PAC,PAC
NVST.K,NVST
CAE,CAE
SQM,SQM
TRNO.K,TRNO
FCN,FCN
LAZ,LAZ
PE,PE
SSD,SSD
HR,HR
QTS,QTS
JBGS.K,JBGS
CW,CW
SAIL.K,SAIL
RBC,RBC
GPK,GPK
TV,TV
EME,EME
NEA,NEA
VAC,VAC
TX,TX
AAN,AAN
SF,SF
RLI,RLI
KCAC_u.K,KCAC.U
WES,WES
PRLB.K,PRLB
SWCH.K,SWCH
EQT,EQT
RXN,RXN
FL,FL
RYN,RYN
TRGP.K,TRGP
OGS,OGS
EXP,EXP
GOOS.K,GOOS
NYCB.K,NYCB
NEU,NEU
UNM,UNM
FLS,FLS
AYI,AYI
NEWR.K,NEWR
NFG,NFG
AXS,AXS
ASAN.K,ASAN
DOC,DOC
MUSA.K,MUSA
CC,CC
ORA,ORA
CCJ,CCJ
HE,HE
WAL,WAL
CFX,CFX
SWX,SWX
CRI,CRI
UNF,UNF
DVN,DVN
RAMP.K,RAMP
VNT,VNT
UGP,UGP
MSM,MSM
LMND.K,LMND
KBH,KBH
SHLX.K,SHLX
CNNE.K,CNNE
SLG,SLG
HIW,HIW
WTS,WTS
CWEN.K,CWEN
ETRN.K,ETRN
THG,THG
ASGN.K,ASGN
BKH,BKH
CLDR.K,CLDR
VVNT.K,VVNT
SNV,SNV
TPL,TPL
AGI,AGI
DAVA.K,DAVA
BRX,BRX
MTG,MTG
ADC,ADC
PNM,PNM
VVV,VVV
BYD,BYD
SRC,SRC
MTZ,MTZ
MSGS.K,MSGS
AMG,AMG
LPX,LPX
PSB,PSB
ASR,ASR
AER,AER
IBP,IBP
TMHC.K,TMHC
KBR,KBR
APAM.K,APAM
EVR,EVR
HMY,HMY
AL,AL
NOV,NOV
KWR,KWR
GRP_u,GRP.U
RDN,RDN
NRZ,NRZ
GTES.K,GTES
HPP,HPP
STN,STN
HHC,HHC
SOGO.K,SOGO
BXMT.K,BXMT
PSN,PSN
CZZ,CZZ
HASI.K,HASI
HRB,HRB
POR,POR
LSPD.K,LSPD
DAO,DAO
WNS,WNS
MRO,MRO
GDOT.K,GDOT
NVG,NVG
HFC,HFC
SAFE.K,SAFE
KSS,KSS
INSP.K,INSP
EQC,EQC
CLH,CLH
ARD,ARD
CBD,CBD
AWI,AWI
NVT,NVT
AJRD.K,AJRD
CPRI.K,CPRI
MDC,MDC
BVN,BVN
SLQT.K,SLQT
PRSP.K,PRSP
FTI,FTI
CBU,CBU
HXL,HXL
ENS,ENS
WWE,WWE
DNP,DNP
UNVR.K,UNVR
CR,CR
NAD,NAD
AMN,AMN
AB,AB
ESI,ESI
LXP,LXP
VMI,VMI
CLF,CLF
SEM,SEM
NCR,NCR
LCII.K,LCII
THC,THC
HL,HL
AWR,AWR
CIB,CIB
AVNT.K,AVNT
IIPR.K,IIPR
BE,BE
AM,AM
AEL,AEL
SR,SR
JBT,JBT
WK,WK
AQUA.K,AQUA
OFC,OFC
KMT,KMT
WPX,WPX
CNS,CNS
WTM,WTM
ALE,ALE
PING.K,PING
UAA,UAA
ENR,ENR
NSP,NSP
BOX,BOX
NUS,NUS
BMEZ.K,BMEZ
IFS,IFS
WYND.K,WYND
PCI,PCI
NJR,NJR
CMC,CMC
NHI,NHI
WBS,WBS
SPB,SPB
ADSW.K,ADSW
ALLY_pa.K,ALLY$A
DQ,DQ
SHAK.K,SHAK
SXT,SXT
CWK,CWK
CWH,CWH
GRA,GRA
BIOb,BIO.B
USM,USM
TGNA.K,TGNA
BNL,BNL
BB,BB
ADCT.K,ADCT
JKS,JKS
TRTN.K,TRTN
GOLF.K,GOLF
BIPC.K,BIPC
FSKR.K,FSKR
R,R
WOR,WOR
FHI,FHI
JELD.K,JELD
CNO,CNO
DOOR.K,DOOR
DCP,DCP
EVTC.K,EVTC
COTY.K,COTY
SCL,SCL
BRFS.K,BRFS
CCIV_u.K,CCIV.U
VSH,VSH
NNI,NNI
PK,PK
UA,UA
LENb,LEN.B
OSB,OSB
FUL,FUL
APG,APG
DHR_pa,DHR$A
BSMX.K,BSMX
NEE_pp,NEE$P
XEC,XEC
PVG,PVG
CCIV.K,CCIV
C_pn,C$N
NOVA.K,NOVA
PJT,PJT
FNB,FNB
TPH,TPH
AEO,AEO
BCO,BCO
CNMD.K,CNMD
OLN,OLN
MC,MC
ABM,ABM
NGVT.K,NGVT
TRN,TRN
OVV,OVV
ARNC.K,ARNC
AVA,AVA
CNX,CNX
APLE.K,APLE
STL,STL
GKOS.K,GKOS
PD,PD
WCC,WCC
FN,FN
EXG,EXG
TDC,TDC
GATX.K,GATX
NSA,NSA
MANU.K,MANU
AGO,AGO
ACA,ACA
BXS,BXS
AIT,AIT
ZNH,ZNH
AA,AA
MIC,MIC
TARO.K,TARO
KEX,KEX
PRMW.K,PRMW
RHP,RHP
AG,AG
THS,THS
CBT,CBT
HI,HI
ADS,ADS
ATCO.K,ATCO
MCY,MCY
CCU,CCU
CWT,CWT
BKU,BKU
WWW,WWW
IGT,IGT
SPXC.K,SPXC
EGO,EGO
CEA,CEA
ESE,ESE
GPI,GPI
BOH,BOH
KAR,KAR
KOF,KOF
NUV,NUV
SUM,SUM
TCO,TCO
BSTZ.K,BSTZ
WRI,WRI
CPA,CPA
MATX.K,MATX
ABG,ABG
UTF,UTF
ITGR.K,ITGR
BRC,BRC
ASB,ASB
CMP,CMP
DAN,DAN
RRC,RRC
GNW,GNW
OUT,OUT
SSTK.K,SSTK
TCP,TCP
CWENa.K,CWEN.A
DY,DY
JWN,JWN
NAC,NAC
NZF,NZF
FIX,FIX
KW,KW
BMI,BMI
ZYME.K,ZYME
SUN,SUN
CIG,CIG
ENBL.K,ENBL
JPM_pc,JPM$C
EAT,EAT
SPR,SPR
DHR_pb,DHR$B
CUK,CUK
SJI,SJI
OR,OR
VNE,VNE
BCAT.K,BCAT
NEE_pq,NEE$Q
TDS,TDS
ADNT.K,ADNT
EPRT.K,EPRT
CIM,CIM
MOGa,MOG.A
YEXT.K,YEXT
MTX,MTX
CDE,CDE
B,B
CIT,CIT
MAIN.K,MAIN
CMD,CMD
BIG,BIG
IBA,IBA
ROG,ROG
EAF,EAF
FSK,FSK
FCPT.K,FCPT
IAG,IAG
HTH,HTH
FLOW.K,FLOW
EURN.K,EURN
HGV,HGV
M,M
MED,MED
FSS,FSS
JPM_pd,JPM$D
RF_pa,RF$A
MXL,MXL
OMI,OMI
PBH,PBH
FBC,FBC
FIT,FIT
MTOR.K,MTOR
BGS,BGS
WD,WD
ELY,ELY
AVNS.K,AVNS
HNP,HNP
WFC_pq,WFC$Q
CUB,CUB
EPR,EPR
X,X
ADX,ADX
JPS,JPS
DEA,DEA
JWa,JW.A
CTB,CTB
T_pc,T$C
MKCv,MKC.V
AMRC.K,AMRC
PDM,PDM
BDN,BDN
PEB,PEB
SWN,SWN
AIN,AIN
SIX,SIX
SJW,SJW
WGO,WGO
SRE_pa,SRE$A
WFC_pz,WFC$Z
OI,OI
BCC,BCC
SEAS.K,SEAS
NEE_po,NEE$O
KFY,KFY
WRE,WRE
TAC,TAC
EGHT.K,EGHT
MAXR.K,MAXR
GDV,GDV
OIBRc.K,OIBR.C
BTT,BTT
MWA,MWA
SHO,SHO
SAH,SAH
TEX,TEX
HKIB.K,HKIB
SOLN.K,SOLN
ONTO.K,ONTO
NOAH.K,NOAH
PMT,PMT
CHX,CHX
ETY,ETY
MLI,MLI
GHC,GHC
PCGU.K,PCGU
DSL,DSL
EVA,EVA
SKY,SKY
C_pk,C$K
VGR,VGR
SAND.K,SAND
EPC,EPC
PGRE.K,PGRE
AMK,AMK
AVTR_pa.K,AVTR$A
EBRb,EBR.B
USNA.K,USNA
GCP,GCP
AVAL.K,AVAL
PTY,PTY
SAVE.K,SAVE
JHI,JHI
PDI,PDI
KRO,KRO
PNC_pp,PNC$P
LTHM.K,LTHM
HP,HP
BDXB.K,BDXB
BFT,BFT
AX,AX
LZB,LZB
JOE,JOE
AAT,AAT
KTB,KTB
FUN,FUN
RQI,RQI
AZUL.K,AZUL
MSC,MSC
TRQ,TRQ
FLR,FLR
PRO,PRO
AVYA.K,AVYA
CCS,CCS
BDC,BDC
HNI,HNI
WHD,WHD
UFS,UFS
CLNY.K,CLNY
COF_pi,COF$I
BFT_u,BFT.U
YELP.K,YELP
PQG,PQG
ELP,ELP
KN,KN
HSBC_pa.K,HSBC$A
PIPR.K,PIPR
BAC_pb,BAC$B
SITC.K,SITC
BEST.K,BEST
YPF,YPF
EVT,EVT
INT,INT
HMN,HMN
DCUE.K,DCUE
FTAI.K,FTAI
CPK,CPK
RLJ,RLJ
TWO,TWO
BBN,BBN
GNL,GNL
REZI.K,REZI
BAC_pm,BAC$M
TY,TY
JPM_pg,JPM$G
MNR,MNR
AMRX.K,AMRX
GB,GB
GHG,GHG
NWN,NWN
BDJ,BDJ
AZRE.K,AZRE
LTC,LTC
BV,BV
BAC_pn,BAC$N
ALG,ALG
MYOV.K,MYOV
APTV_pa.K,APTV$A
GAB,GAB
RVT,RVT
MD,MD
MHO,MHO
ARI,ARI
ATGE.K,ATGE
HEP,HEP
BRMK.K,BRMK
FBP,FBP
WMK,WMK
HTGC.K,HTGC
KAI,KAI
HYT,HYT
CXP,CXP
MSGE.K,MSGE
FTV_pa,FTV$A
SCS,SCS
GEO,GEO
CBZ,CBZ
VERT_u.K,VERT.U
BSM,BSM
FRO,FRO
ABR,ABR
CADE.K,CADE
WPF,WPF
HRI,HRI
FBK,FBK
WSOb,WSO.B
SA,SA
CRK,CRK
MUR,MUR
USA,USA
RLGY.K,RLGY
GFF,GFF
FPF,FPF
ITCB.K,ITCB
MFA,MFA
TROX.K,TROX
ENLC.K,ENLC
BAK,BAK
BTZ,BTZ
DKL,DKL
GS_pd,GS$D
ALX,ALX
T_pa,T$A
ZUO,ZUO
NTB,NTB
CVI,CVI
ARGO.K,ARGO
MGY,MGY
ETV,ETV
RPAI.K,RPAI
KEN,KEN
HOME.K,HOME
FSM,FSM
TR,TR
ALL_ph,ALL$H
RCUS.K,RCUS
RVLV.K,RVLV
LRN,LRN
CODI.K,CODI
NS,NS
UE,UE
KKR_pc,KKR$C
COF_pj,COF$J
GTN,GTN
MPLN.K,MPLN
STC,STC
FFG,FFG
NFH,NFH
NPO,NPO
PAGP.K,PAGP
BXMX.K,BXMX
PHR,PHR
CALX.K,CALX
MODN.K,MODN
BSIG.K,BSIG
YALA.K,YALA
HSC,HSC
CSTM.K,CSTM
CNR,CNR
MMI,MMI
MAC,MAC
FEAC.K,FEAC
WFC_px,WFC$X
VSTO.K,VSTO
DDS,DDS
MFGP.K,MFGP
TNC,TNC
ETG,ETG
KAMN.K,KAMN
EPAC.K,EPAC
NFJ,NFJ
JPM_ph,JPM$H
USB_pm,USB$M
IH,IH
MTRN.K,MTRN
ESRT.K,ESRT
LNN,LNN
TSLX.K,TSLX
ATI,ATI
ATKR.K,ATKR
GMS,GMS
CLI,CLI
BKE,BKE
CHCT.K,CHCT
RGR,RGR
LAC,LAC
LINX.K,LINX
GEF,GEF
IRT,IRT
TSE,TSE
FDP,FDP
WPF_u,WPF.U
NRK,NRK
MEI,MEI
DUK_pa,DUK$A
CIGc,CIG.C
GTY,GTY
HBM,HBM
PGTI.K,PGTI
BITA.K,BITA
BAC_pc,BAC$C
MS_pk,MS$K
FOE,FOE
LGFb,LGF.B
USPH.K,USPH
MS_pi,MS$I
NXRT.K,NXRT
PRPB_u.K,PRPB.U
ELF,ELF
BST,BST
SIG,SIG
GBX,GBX
DTP,DTP
WDR,WDR
GS_pj,GS$J
PRPB.K,PRPB
C_pj,C$J
SPH,SPH
NMZ,NMZ
SMP,SMP
XHR,XHR
CVA,CVA
C_ps,C$S
TUP,TUP
MET_pf,MET$F
UVV,UVV
DRD,DRD
SBH,SBH
IPOB_u.K,IPOB.U
UTZ,UTZ
DRH,DRH
CEQP.K,CEQP
MS_pa,MS$A
PBI,PBI
PFS,PFS
DLX,DLX
BSX_pa,BSX$A
MTDR.K,MTDR
BPMP.K,BPMP
FEAC_u.K,FEAC.U
COF_pg,COF$G
USAC.K,USAC
GEFb,GEF.B
VCRA.K,VCRA
ANF,ANF
KREF.K,KREF
IPOF_u.K,IPOF.U
WFC_pw,WFC$W
RNP,RNP
SWM,SWM
WFC_pv,WFC$V
ACEL.K,ACEL
BIF,BIF
CNK,CNK
WBT,WBT
AKOb,AKO.B
AR,AR
KRG,KRG
TFC_pr,TFC$R
VER_pf,VER$F
GSAH.K,GSAH
AZZ,AZZ
BOOT.K,BOOT
MS_pe,MS$E
SPAQ.K,SPAQ
IRET.K,IRET
DIN,DIN
JPM_pj,JPM$J
EVH,EVH
GOL,GOL
EOS,EOS
WFC_pr,WFC$R
JMIA.K,JMIA
UNFI.K,UNFI
ATH_pa,ATH$A
ETW,ETW
GVA,GVA
FFC,FFC
TGP,TGP
BAC_pk,BAC$K
MS_pf,MS$F
CXW,CXW
CLS,CLS
IPOC_u.K,IPOC.U
EIG,EIG
BAC_pa,BAC$A
EB,EB
USB_ph,USB$H
HQH,HQH
LBRT.K,LBRT
SFL,SFL
NBHC.K,NBHC
RWT,RWT
FOR,FOR
MYI,MYI
AKR,AKR
TEO,TEO
AWF,AWF
STAR.K,STAR
SYX,SYX
CRS,CRS
MET_pe,MET$E
OEC,OEC
PRA,PRA
JPC,JPC
ARCO.K,ARCO
ALEX.K,ALEX
AROC.K,AROC
DHT,DHT
LADR.K,LADR
GRC,GRC
ACH,ACH
CCX,CCX
JWS,JWS
ERJ,ERJ
BRBR.K,BRBR
SII,SII
GAM,GAM
DK,DK
BMA,BMA
GES,GES
FCF,FCF
AOD,AOD
DRQ,DRQ
AKOa,AKO.A
DGNR.K,DGNR
DLY,DLY
SPAQ_u.K,SPAQ.U
STT_pd,STT$D
DEN,DEN
PML,PML
PLOW.K,PLOW
DGNR_u.K,DGNR.U
BHK,BHK
JQC,JQC
VMO,VMO
CRHC_u.K,CRHC.U
HCC,HCC
NEXA.K,NEXA
UHT,UHT
KRA,KRA
GWB,GWB
CTS,CTS
HMI,HMI
DDD,DDD
GS_pk,GS$K
BHE,BHE
CMRE.K,CMRE
GOF,GOF
GSAH_u.K,GSAH.U
EVRI.K,EVRI
PACK.K,PACK
AIO,AIO
SXI,SXI
CANG.K,CANG
CYD,CYD
AC,AC
