BABA.K,BABA
WTRG.K,WTRG
BSAC.K,BSAC
FND,FND
BG,BG
LEVI.K,LEVI
IRM,IRM
DAR,DAR
BAH,BAH
BKI,BKI
ATHM.K,ATHM
TECK.K,TECK
TPL,TPL
CX,CX
AMH,AMH
RDY,RDY
TEVA.K,TEVA
AGCO.K,AGCO
CABO.K,CABO
ESTC.K,ESTC
GME,GME
VEDL.K,VEDL
BEP,BEP
AOS,AOS
GFL,GFL
NCLH.K,NCLH
GL,GL
ATH,ATH
LEA,LEA
WU,WU
PNR,PNR
TAP,TAP
SSL,SSL
KL,KL
BHC,BHC
WAL,WAL
AFG,AFG
PEN,PEN
MMP,MMP
HUBB.K,HUBB
LAD,LAD
CF,CF
NI,NI
DNB,DNB
DLB,DLB
OC,OC
HEIa,HEI.A
ATR,ATR
WEX,WEX
BFAM.K,BFAM
ARMK.K,ARMK
TUYA.K,TUYA
COLD.K,COLD
RS,RS
ACM,ACM
FHN,FHN
AQN,AQN
KGC,KGC
CMA,CMA
PNW,PNW
Y,Y
STOR.K,STOR
VER,VER
SC,SC
CSL,CSL
CLR,CLR
AIZ,AIZ
DECK.K,DECK
WSO,WSO
KSS,KSS
RHI,RHI
WFG,WFG
AU,AU
AEG,AEG
UGI,UGI
NRG,NRG
ST,ST
JLL,JLL
ACI,ACI
NLSN.K,NLSN
GFI,GFI
GLOB.K,GLOB
RL,RL
RGA,RGA
LSPD.K,LSPD
PII,PII
OHI,OHI
SCI,SCI
KIM,KIM
VNO,VNO
GWRE.K,GWRE
EHC,EHC
ARW,ARW
USFD.K,USFD
RNR,RNR
ALK,ALK
VST,VST
ALV,ALV
CIEN.K,CIEN
CLF,CLF
FRT,FRT
BERY.K,BERY
HII,HII
OSK,OSK
G,G
PLAN.K,PLAN
IAA,IAA
JNPR.K,JNPR
CAE,CAE
PSO,PSO
CUBE.K,CUBE
H,H
EBR,EBR
NNN,NNN
ICL,ICL
MRO,MRO
VOYA.K,VOYA
AER,AER
DXC,DXC
WES,WES
NYT,NYT
JBL,JBL
BC,BC
ITT,ITT
MNSO.K,MNSO
JEF,JEF
WMS,WMS
FOUR.K,FOUR
KRC,KRC
TPX,TPX
CPRI.K,CPRI
PSXP.K,PSXP
AN,AN
FVRR.K,FVRR
TX,TX
DCI,DCI
SITE.K,SITE
KNX,KNX
TIXT.K,TIXT
CHE,CHE
VRT,VRT
PVH,PVH
FSLY.K,FSLY
HRC,HRC
THO,THO
TV,TV
PFGC.K,PFGC
GSX,GSX
DKS,DKS
SEE,SEE
PLNT.K,PLNT
YETI.K,YETI
TRGP.K,TRGP
AXTA.K,AXTA
AZEK.K,AZEK
BLD,BLD
HST,HST
REXR.K,REXR
PTR,PTR
ADT,ADT
TOL,TOL
MTZ,MTZ
BYD,BYD
HEI,HEI
VAC,VAC
ORI,ORI
HOG,HOG
STWD.K,STWD
POST.K,POST
LSI,LSI
SMAR.K,SMAR
OMF,OMF
TFII.K,TFII
MBT,MBT
HBI,HBI
CFR,CFR
NVTA.K,NVTA
GMED.K,GMED
SF,SF
PAG,PAG
NVST.K,NVST
SKX,SKX
PB,PB
COTY.K,COTY
WH,WH
RBA,RBA
AIRC.K,AIRC
COMP.K,COMP
SNV,SNV
FAF,FAF
LPX,LPX
GIL,GIL
MDU,MDU
AI,AI
GGB,GGB
LEG,LEG
OGE,OGE
WF,WF
EVR,EVR
SKLZ.K,SKLZ
AMG,AMG
SON,SON
GRUB.K,GRUB
OLN,OLN
COG,COG
CCJ,CCJ
EME,EME
BWXT.K,BWXT
CACI.K,CACI
FR,FR
ARD,ARD
TKR,TKR
SQM,SQM
HTA,HTA
SNX,SNX
HESM.K,HESM
INSP.K,INSP
BRX,BRX
AA,AA
HUN,HUN
PRI,PRI
ACC,ACC
CHPT.K,CHPT
KT,KT
MAN,MAN
XEC,XEC
TMX,TMX
EGP,EGP
INGR.K,INGR
MSA,MSA
CHH,CHH
AYI,AYI
AEO,AEO
BJ,BJ
X,X
CFX,CFX
RXN,RXN
EXP,EXP
FL,FL
RBC,RBC
BBU,BBU
UNM,UNM
CLGX.K,CLGX
DEI,DEI
STAG.K,STAG
SHLX.K,SHLX
JWN,JWN
WFC_pl,WFC$L
THC,THC
PSTG.K,PSTG
MMS,MMS
JHG,JHG
HHC,HHC
PHI,PHI
LDI,LDI
OVV,OVV
SWI,SWI
PRGO.K,PRGO
QTWO.K,QTWO
OCFT.K,OCFT
ESNT.K,ESNT
ASGN.K,ASGN
KBR,KBR
ENIC.K,ENIC
AYX,AYX
HFC,HFC
DV,DV
NVRO.K,NVRO
ORCC.K,ORCC
NYCB.K,NYCB
HLF,HLF
ASH,ASH
STZb,STZ.B
CUZ,CUZ
CR,CR
TNET.K,TNET
LMND.K,LMND
CCIV_u.K,CCIV.U
COR,COR
COUR.K,COUR
KMPR.K,KMPR
ELY,ELY
NEP,NEP
TNL,TNL
NCR,NCR
ZH,ZH
AL,AL
ASR,ASR
SRC,SRC
GPK,GPK
RLI,RLI
SPCE.K,SPCE
STN,STN
FLS,FLS
ADS,ADS
LAZ,LAZ
SBS,SBS
DQ,DQ
ASAN.K,ASAN
CIT,CIT
TIMB.K,TIMB
NOMD.K,NOMD
M,M
FLO,FLO
VNT,VNT
CW,CW
VVV,VVV
CCIV.K,CCIV
IDA,IDA
ELC,ELC
NOV,NOV
PK,PK
SAIC.K,SAIC
VMI,VMI
BIGZ.K,BIGZ
MSM,MSM
RYN,RYN
SEM,SEM
UAA,UAA
GTES.K,GTES
FCN,FCN
MP,MP
SLG,SLG
NVT,NVT
GTLS.K,GTLS
ALSN.K,ALSN
THG,THG
CC,CC
BB,BB
MTG,MTG
ESI,ESI
SLQT.K,SLQT
HXL,HXL
EQT,EQT
SPR,SPR
CLH,CLH
PSTH.K,PSTH
NRZ,NRZ
AUY,AUY
BXMT.K,BXMT
DCP,DCP
BHVN.K,BHVN
HE,HE
PAC,PAC
WK,WK
AWI,AWI
PRSP.K,PRSP
HLI,HLI
XRX,XRX
TGNA.K,TGNA
NFG,NFG
AXS,AXS
RDN,RDN
HR,HR
WBS,WBS
HIW,HIW
POR,POR
SSD,SSD
SHAK.K,SHAK
OSCR.K,OSCR
GOOS.K,GOOS
ADC,ADC
AVNT.K,AVNT
STL,STL
SGFY.K,SGFY
NEA,NEA
PSB,PSB
SAIL.K,SAIL
MDLA.K,MDLA
PSN,PSN
BKH,BKH
AMC,AMC
KBH,KBH
NAV,NAV
BAC_pl,BAC$L
FSR,FSR
ATC,ATC
TDC,TDC
DOCN.K,DOCN
TRNO.K,TRNO
JBT,JBT
WWE,WWE
QTS,QTS
UA,UA
KWR,KWR
MPLN.K,MPLN
MSGS.K,MSGS
SWCH.K,SWCH
SNDR.K,SNDR
CRI,CRI
APG,APG
WCC,WCC
SEAS.K,SEAS
IIPR.K,IIPR
OGS,OGS
ADNT.K,ADNT
PNM,PNM
APAM.K,APAM
JBGS.K,JBGS
GRA,GRA
HASI.K,HASI
UNF,UNF
ORA,ORA
RHP,RHP
AM,AM
HPP,HPP
VZIO.K,VZIO
HUYA.K,HUYA
MDC,MDC
NEU,NEU
SIX,SIX
SWX,SWX
UGP,UGP
CBU,CBU
GKOS.K,GKOS
REZI.K,REZI
NJR,NJR
AMWL.K,AMWL
WTS,WTS
DAVA.K,DAVA
NOVA.K,NOVA
BE,BE
FNB,FNB
TMHC.K,TMHC
DOC,DOC
OLO,OLO
BKU,BKU
HRB,HRB
TKC,TKC
SR,SR
NEWR.K,NEWR
AB,AB
ABG,ABG
R,R
WRI,WRI
ENV,ENV
ENS,ENS
PFSI.K,PFSI
ASAI.K,ASAI
GRP_u,GRP.U
DAN,DAN
AJRD.K,AJRD
IBP,IBP
BCO,BCO
HAYW.K,HAYW
MSP,MSP
CNMD.K,CNMD
UNVR.K,UNVR
CWK,CWK
SPB,SPB
MUSA.K,MUSA
SAFE.K,SAFE
CNNE.K,CNNE
VSH,VSH
WTM,WTM
KEX,KEX
ROG,ROG
CMD,CMD
AG,AG
ALE,ALE
CIB,CIB
TRQ,TRQ
CUK,CUK
AIT,AIT
HGV,HGV
NVG,NVG
KTB,KTB
CWH,CWH
HI,HI
WNS,WNS
MC,MC
TRTN.K,TRTN
AMN,AMN
EGHT.K,EGHT
BOH,BOH
MCY,MCY
LCII.K,LCII
CLDR.K,CLDR
EPR,EPR
CWEN.K,CWEN
MTH,MTH
HAE,HAE
EBS,EBS
CCU,CCU
SAVE.K,SAVE
FUL,FUL
BOX,BOX
AGI,AGI
HL,HL
AGO,AGO
ATCO.K,ATCO
BRFS.K,BRFS
EQC,EQC
KFY,KFY
WOR,WOR
ABM,ABM
CMC,CMC
ENR,ENR
RVLV.K,RVLV
SSTK.K,SSTK
ATKR.K,ATKR
KMT,KMT
PCI,PCI
FSKR.K,FSKR
ZIM,ZIM
SXT,SXT
CNO,CNO
APLE.K,APLE
ONTO.K,ONTO
ETRN.K,ETRN
SUM,SUM
NHI,NHI
AQUA.K,AQUA
PD,PD
NSP,NSP
GATX.K,GATX
LXP,LXP
NSA,NSA
IGT,IGT
YALA.K,YALA
OUT,OUT
BAK,BAK
BIPC.K,BIPC
WWW,WWW
CNS,CNS
WD,WD
FN,FN
GOLF.K,GOLF
SOGO.K,SOGO
CPA,CPA
DAO,DAO
TEX,TEX
ASB,ASB
AVA,AVA
NAD,NAD
GHC,GHC
FTI,FTI
EAF,EAF
PEB,PEB
CIXX.K,CIXX
WBT,WBT
IFS,IFS
CLNY.K,CLNY
SI,SI
OFC,OFC
RAMP.K,RAMP
DNP,DNP
SIG,SIG
DM,DM
TRN,TRN
CBT,CBT
CWT,CWT
BXS,BXS
USM,USM
BMEZ.K,BMEZ
ITGR.K,ITGR
TROX.K,TROX
DOOR.K,DOOR
NGVT.K,NGVT
SITC.K,SITC
BIOb,BIO.B
EAT,EAT
ZNH,ZNH
FLR,FLR
EPRT.K,EPRT
LENb,LEN.B
ACA,ACA
AWR,AWR
AEL,AEL
JELD.K,JELD
HMY,HMY
ENBL.K,ENBL
FHI,FHI
BSTZ.K,BSTZ
PRLB.K,PRLB
LITB.K,LITB
MATX.K,MATX
CNX,CNX
GPI,GPI
YELP.K,YELP
TARO.K,TARO
SCL,SCL
PRG,PRG
FIX,FIX
ARNC.K,ARNC
EVTC.K,EVTC
CIM,CIM
MAIN.K,MAIN
CTB,CTB
BRC,BRC
MIC,MIC
KW,KW
ATI,ATI
EXG,EXG
NNI,NNI
ESE,ESE
FLOW.K,FLOW
CGAU.K,CGAU
HRI,HRI
THS,THS
FUN,FUN
BNL,BNL
DY,DY
SUN,SUN
AIN,AIN
MED,MED
MXL,MXL
RSI,RSI
OMI,OMI
HP,HP
BMI,BMI
FUBO.K,FUBO
SPXC.K,SPXC
HTH,HTH
DHR_pa,DHR$A
NUS,NUS
SHO,SHO
AR,AR
ALLY_pa.K,ALLY$A
JMIA.K,JMIA
DDD,DDD
CALX.K,CALX
VNE,VNE
MANU.K,MANU
UTF,UTF
MTDR.K,MTDR
CADE.K,CADE
MAXR.K,MAXR
PRMW.K,PRMW
BVN,BVN
VVNT.K,VVNT
JWa,JW.A
TAC,TAC
TPH,TPH
BFLY.K,BFLY
SWN,SWN
AX,AX
MTX,MTX
MGY,MGY
PJT,PJT
BCC,BCC
JOE,JOE
KOF,KOF
MLI,MLI
NOAH.K,NOAH
FBP,FBP
RLJ,RLJ
TDS,TDS
NEE_pp,NEE$P
WGO,WGO
FSK,FSK
SKY,SKY
SJI,SJI
B,B
LTHM.K,LTHM
FSS,FSS
CNK,CNK
MOGa,MOG.A
C_pn,C$N
RPAI.K,RPAI
FTAI.K,FTAI
TSE,TSE
BALY.K,BALY
DEN,DEN
AMRC.K,AMRC
BSBR.K,BSBR
MUR,MUR
CTOS.K,CTOS
MYTE.K,MYTE
GDOT.K,GDOT
BUR,BUR
CDE,CDE
RCUS.K,RCUS
MFGP.K,MFGP
ANF,ANF
CIG,CIG
CUB,CUB
AVYA.K,AVYA
PSFE.K,PSFE
CEA,CEA
DHR_pb,DHR$B
OI,OI
NZF,NZF
UTZ,UTZ
NUV,NUV
ETWO.K,ETWO
NUVB.K,NUVB
CMP,CMP
PHR,PHR
BIG,BIG
MD,MD
PGRE.K,PGRE
FBC,FBC
PBH,PBH
PDM,PDM
IBA,IBA
AZUL.K,AZUL
PQG,PQG
GDV,GDV
BDN,BDN
RRC,RRC
MWA,MWA
SEMR.K,SEMR
AVAL.K,AVAL
SBH,SBH
DNMR.K,DNMR
FCPT.K,FCPT
ABR,ABR
NAC,NAC
AVNS.K,AVNS
CEQP.K,CEQP
PVG,PVG
USNA.K,USNA
EPC,EPC
DDS,DDS
CSTM.K,CSTM
BCAT.K,BCAT
ENLC.K,ENLC
WHD,WHD
GB,GB
ITCB.K,ITCB
BSM,BSM
INT,INT
ADX,ADX
VGR,VGR
CCS,CCS
PIPR.K,PIPR
UE,UE
MAC,MAC
BKE,BKE
CPK,CPK
OR,OR
CXP,CXP
XHR,XHR
HEP,HEP
KAI,KAI
ARI,ARI
AVTR_pa.K,AVTR$A
NAPA.K,NAPA
MSGE.K,MSGE
JPM_pc,JPM$C
PTY,PTY
HIMS.K,HIMS
DRH,DRH
EGO,EGO
CWENa.K,CWEN.A
SAH,SAH
AAT,AAT
NEE_pq,NEE$Q
MAX,MAX
TWO,TWO
NS,NS
ETY,ETY
ONTF.K,ONTF
ERJ,ERJ
KAR,KAR
MTOR.K,MTOR
RIG,RIG
GSBD.K,GSBD
KRO,KRO
UNFI.K,UNFI
JPS,JPS
LZB,LZB
EVT,EVT
HTGC.K,HTGC
PRO,PRO
RQI,RQI
ZUO,ZUO
FBK,FBK
BOOT.K,BOOT
BGS,BGS
FINV.K,FINV
ACH,ACH
HOME.K,HOME
AEVA.K,AEVA
BDXB.K,BDXB
KN,KN
HBM,HBM
CRC,CRC
WRE,WRE
SJW,SJW
EB,EB
UFS,UFS
BDC,BDC
ESRT.K,ESRT
CPG,CPG
ATGE.K,ATGE
CRS,CRS
PDI,PDI
NTB,NTB
GNW,GNW
EVA,EVA
MFA,MFA
BV,BV
GMS,GMS
ARGO.K,ARGO
PMT,PMT
CVI,CVI
JPM_pd,JPM$D
EURN.K,EURN
VSTO.K,VSTO
RVT,RVT
GCP,GCP
WFC_pq,WFC$Q
ALG,ALG
CBD,CBD
SM,SM
PAR,PAR
BDJ,BDJ
SOLN.K,SOLN
GAB,GAB
DLX,DLX
BSIG.K,BSIG
ADCT.K,ADCT
DSL,DSL
APTV_pa.K,APTV$A
PING.K,PING
KEN,KEN
LBRT.K,LBRT
BTT,BTT
DEA,DEA
USA,USA
WFC_pz,WFC$Z
GES,GES
CVA,CVA
MNR,MNR
HNI,HNI
TY,TY
JKS,JKS
CBZ,CBZ
PFS,PFS
LNN,LNN
RAAS.K,RAAS
T_pc,T$C
GVA,GVA
RLGY.K,RLGY
AKR,AKR
GTN,GTN
YEXT.K,YEXT
EBRb,EBR.B
NEE_po,NEE$O
PCGU.K,PCGU
CNR,CNR
NPO,NPO
LGFb,LGF.B
AMRX.K,AMRX
EVH,EVH
GWB,GWB
GNL,GNL
MYOV.K,MYOV
HMN,HMN
SPNT.K,SPNT
NWN,NWN
LTC,LTC
KRG,KRG
MHO,MHO
SYX,SYX
C_pk,C$K
IRT,IRT
ASZ,ASZ
DKL,DKL
OIBRc.K,OIBR.C
MKCv,MKC.V
HKIB.K,HKIB
MEI,MEI
HNP,HNP
SKT,SKT
UIS,UIS
SCS,SCS
IAG,IAG
KKR_pc,KKR$C
VLRS.K,VLRS
TSLX.K,TSLX
AMK,AMK
EPAC.K,EPAC
PLT,PLT
NFH,NFH
CPE,CPE
PNC_pp,PNC$P
COF_pi,COF$I
GEF,GEF
CODI.K,CODI
LAC,LAC
WSOb,WSO.B
PBF,PBF
JPM_pk,JPM$K
USAC.K,USAC
WDR,WDR
PGTI.K,PGTI
DIN,DIN
SAND.K,SAND
IPOF.K,IPOF
IPOE.K,IPOE
ELF,ELF
GFF,GFF
ETG,ETG
YPF,YPF
STC,STC
DK,DK
BAC_pb,BAC$B
OXM,OXM
CLI,CLI
FPF,FPF
ETV,ETV
HYLN.K,HYLN
TNC,TNC
SWM,SWM
QUOT.K,QUOT
USPH.K,USPH
FRO,FRO
CVII.K,CVII
BAC_pm,BAC$M
FSM,FSM
ALX,ALX
PRA,PRA
MS_pf,MS$F
BXMX.K,BXMX
OUST.K,OUST
DCUE.K,DCUE
MMI,MMI
JPM_pg,JPM$G
ELP,ELP
LADR.K,LADR
HYT,HYT
PBI,PBI
KAMN.K,KAMN
BBN,BBN
FOE,FOE
WMK,WMK
BRMK.K,BRMK
BAC_pn,BAC$N
MODN.K,MODN
HSC,HSC
AROC.K,AROC
UVV,UVV
CIGc,CIG.C
GBX,GBX
FDP,FDP
AIR,AIR
BST,BST
FTV_pa,FTV$A
KAHC_u.K,KAHC.U
FFG,FFG
HY,HY
CVII_u.K,CVII.U
NEXA.K,NEXA
BTZ,BTZ
MTRN.K,MTRN
NFJ,NFJ
PACK.K,PACK
MEG,MEG
STAR.K,STAR
LC,LC
FCF,FCF
WLL,WLL
BPMP.K,BPMP
GTY,GTY
GHG,GHG
SA,SA
CYH,CYH
AZZ,AZZ
GS_pd,GS$D
ERF,ERF
IPOE_u.K,IPOE.U
VCRA.K,VCRA
REVG.K,REVG
TGH,TGH
IPOF_u.K,IPOF.U
GEFb,GEF.B
TGP,TGP
BIF,BIF
TR,TR
WPF,WPF
ALEX.K,ALEX
ZYME.K,ZYME
COF_pj,COF$J
TBA,TBA
T_pa,T$A
ALL_ph,ALL$H
MDP,MDP
PTA,PTA
NXRT.K,NXRT
RFP,RFP
CLB,CLB
OFG,OFG
IMAX.K,IMAX
LRN,LRN
EVRI.K,EVRI
NMZ,NMZ
RGR,RGR
SCU,SCU
AKOb,AKO.B
TUP,TUP
DBI,DBI
LGFa,LGF.A
CHCT.K,CHCT
ASZ_u,ASZ.U
BKD,BKD
FOR,FOR
WFC_pa,WFC$A
NBHC.K,NBHC
MSC,MSC
ENVA.K,ENVA
MX,MX
RNP,RNP
NRK,NRK
CMRE.K,CMRE
KNL,KNL
AZRE.K,AZRE
LINX.K,LINX
WFC_px,WFC$X
SXI,SXI
JPM_ph,JPM$H
RWT,RWT
DTP,DTP
WOW,WOW
BSX_pa,BSX$A
EIG,EIG
ACB,ACB
GEL,GEL
MS_pk,MS$K
OEC,OEC
USB_pm,USB$M
ETW,ETW
AKOa,AKO.A
KRA,KRA
MS_pi,MS$I
STPK.K,STPK
EOS,EOS
DUK_pa,DUK$A
