BABA.K,BABA
RNR,RNR
MMP,MMP
SBSW.K,SBSW
AOS,AOS
ESTC.K,ESTC
CGC,CGC
TAP,TAP
FSLY.K,FSLY
PLAN.K,PLAN
DLB,DLB
MHK,MHK
PNR,PNR
WU,WU
Y,Y
ARMK.K,ARMK
SCI,SCI
SJR,SJR
BSAC.K,BSAC
HUBB.K,HUBB
TREX.K,TREX
IAA,IAA
NVTA.K,NVTA
LEA,LEA
BG,BG
STOR.K,STOR
IPG,IPG
GPS,GPS
ATR,ATR
TS,TS
LNC,LNC
VER,VER
OCFT.K,OCFT
OHI,OHI
ATH,ATH
RH,RH
ACM,ACM
FND,FND
NRG,NRG
AIZ,AIZ
SNX,SNX
EBR,EBR
BILL.K,BILL
CHE,CHE
RGA,RGA
OC,OC
DAR,DAR
TECK.K,TECK
G,G
ALV,ALV
WSO,WSO
UGI,UGI
COLD.K,COLD
RS,RS
AFG,AFG
CSL,CSL
GFL,GFL
EV,EV
HST,HST
GLOB.K,GLOB
AYX,AYX
VNO,VNO
WEX,WEX
IRM,IRM
MBT,MBT
TPR,TPR
ST,ST
WSM,WSM
JNPR.K,JNPR
RHI,RHI
EHC,EHC
ACI,ACI
IVZ,IVZ
BERY.K,BERY
LAD,LAD
DECK.K,DECK
HEI,HEI
COG,COG
CMA,CMA
RBA,RBA
H,H
VOYA.K,VOYA
KRC,KRC
SWI,SWI
BHC,BHC
POST.K,POST
KNX,KNX
SC,SC
AGCO.K,AGCO
AEG,AEG
NNN,NNN
GRUB.K,GRUB
MOS,MOS
LEVI.K,LEVI
JLL,JLL
OGE,OGE
DCI,DCI
CX,CX
CIEN.K,CIEN
PRGO.K,PRGO
FRT,FRT
SEE,SEE
NYT,NYT
HII,HII
CUBE.K,CUBE
USFD.K,USFD
CF,CF
PTR,PTR
ARW,ARW
TMX,TMX
AXTA.K,AXTA
FHN,FHN
WF,WF
HRC,HRC
PHI,PHI
SMAR.K,SMAR
REXR.K,REXR
TTM,TTM
HTA,HTA
ADT,ADT
KIM,KIM
MNSO.K,MNSO
FVRR.K,FVRR
HLF,HLF
CLGX.K,CLGX
CAE,CAE
ITT,ITT
PLNT.K,PLNT
CACI.K,CACI
JEF,JEF
PSO,PSO
VRT,VRT
SITE.K,SITE
PFGC.K,PFGC
EGP,EGP
TIMB.K,TIMB
PII,PII
NVRO.K,NVRO
TOL,TOL
RL,RL
PB,PB
LSI,LSI
BHVN.K,BHVN
SON,SON
JBL,JBL
QTWO.K,QTWO
NLSN.K,NLSN
CHH,CHH
ACC,ACC
GMED.K,GMED
AMWL.K,AMWL
PSXP.K,PSXP
WFC_pl,WFC$L
PAA,PAA
BJ,BJ
SBS,SBS
LEG,LEG
ORI,ORI
NCLH.K,NCLH
FR,FR
ALK,ALK
MSA,MSA
BC,BC
BLD,BLD
COR,COR
HAE,HAE
AZEK.K,AZEK
VEDL.K,VEDL
HOG,HOG
HUN,HUN
BWXT.K,BWXT
TKR,TKR
AN,AN
FAF,FAF
DEI,DEI
OMF,OMF
VAC,VAC
CVE,CVE
ELC,ELC
WAL,WAL
SQM,SQM
ORCC.K,ORCC
AUY,AUY
SPCE.K,SPCE
DXC,DXC
KT,KT
SAIC.K,SAIC
MSP,MSP
OSK,OSK
CLR,CLR
ICL,ICL
CFR,CFR
WH,WH
BBU,BBU
HUYA.K,HUYA
KCAC_u.K,KCAC.U
SKX,SKX
MAN,MAN
TNET.K,TNET
PRI,PRI
MDU,MDU
PVH,PVH
YETI.K,YETI
ASH,ASH
ENIC.K,ENIC
INGR.K,INGR
SID,SID
JHG,JHG
TPX,TPX
FSR,FSR
HESM.K,HESM
PSTG.K,PSTG
VNT,VNT
THO,THO
ESNT.K,ESNT
PAG,PAG
NVST.K,NVST
FOUR.K,FOUR
NEP,NEP
LPL,LPL
STWD.K,STWD
GIL,GIL
IDA,IDA
FLO,FLO
AER,AER
INSP.K,INSP
TX,TX
WES,WES
TRGP.K,TRGP
PAC,PAC
TFII.K,TFII
PE,PE
CUZ,CUZ
SF,SF
STAG.K,STAG
RBC,RBC
STZb,STZ.B
TV,TV
AIV,AIV
PSTH.K,PSTH
TKC,TKC
NOMD.K,NOMD
EBS,EBS
BAC_pl,BAC$L
KMPR.K,KMPR
MMS,MMS
ASR,ASR
MDLA.K,MDLA
ALSN.K,ALSN
MSM,MSM
DKS,DKS
HBI,HBI
BRX,BRX
HLI,HLI
RLI,RLI
DVN,DVN
WMS,WMS
KWR,KWR
RXN,RXN
MPLN.K,MPLN
EME,EME
CW,CW
CPRI.K,CPRI
NAV,NAV
SNV,SNV
HR,HR
GGB,GGB
XRX,XRX
TPL,TPL
SSL,SSL
NOV,NOV
UNM,UNM
FLS,FLS
ASGN.K,ASGN
THG,THG
TRNO.K,TRNO
EQT,EQT
MSGS.K,MSGS
LAZ,LAZ
ENV,ENV
VVV,VVV
QTS,QTS
UGP,UGP
NEU,NEU
AXS,AXS
ORA,ORA
HE,HE
EVR,EVR
NEA,NEA
ARD,ARD
OGS,OGS
AAN,AAN
PFSI.K,PFSI
NYCB.K,NYCB
AL,AL
CFX,CFX
CZZ,CZZ
SSD,SSD
MRO,MRO
RAMP.K,RAMP
MTZ,MTZ
SLG,SLG
SWX,SWX
WTS,WTS
SRC,SRC
SAIL.K,SAIL
CLH,CLH
GPK,GPK
JBGS.K,JBGS
AMG,AMG
BKH,BKH
POR,POR
VVNT.K,VVNT
PNM,PNM
AYI,AYI
DOC,DOC
FL,FL
BYD,BYD
HPP,HPP
SNDR.K,SNDR
MUSA.K,MUSA
KSS,KSS
CCJ,CCJ
NFG,NFG
HHC,HHC
MTG,MTG
HXL,HXL
PSB,PSB
FCN,FCN
HASI.K,HASI
HIW,HIW
GOOS.K,GOOS
RYN,RYN
KBR,KBR
ADC,ADC
CWEN.K,CWEN
GTES.K,GTES
BXMT.K,BXMT
CRI,CRI
EXP,EXP
COTY.K,COTY
CC,CC
SWCH.K,SWCH
SHLX.K,SHLX
DAVA.K,DAVA
CNNE.K,CNNE
GRA,GRA
PRSP.K,PRSP
HFC,HFC
WYND.K,WYND
CR,CR
LSPD.K,LSPD
SAFE.K,SAFE
AGI,AGI
RDN,RDN
AWI,AWI
NJR,NJR
UNF,UNF
PRLB.K,PRLB
ASAN.K,ASAN
NRZ,NRZ
APAM.K,APAM
SOGO.K,SOGO
NVT,NVT
HYLN.K,HYLN
MFG,MFG
GRP_u,GRP.U
NVG,NVG
CBU,CBU
LPX,LPX
NSP,NSP
WPX,WPX
CLF,CLF
ENS,ENS
CBD,CBD
LMND.K,LMND
WBS,WBS
CIT,CIT
MTH,MTH
WNS,WNS
IIPR.K,IIPR
NEWR.K,NEWR
HRB,HRB
WK,WK
PK,PK
CLDR.K,CLDR
PSN,PSN
VMI,VMI
STN,STN
UAA,UAA
SEM,SEM
OLN,OLN
EQC,EQC
CIB,CIB
THC,THC
FTI,FTI
SHAK.K,SHAK
XEC,XEC
SR,SR
RHP,RHP
AVNT.K,AVNT
SLQT.K,SLQT
AQUA.K,AQUA
SPR,SPR
WWE,WWE
TMHC.K,TMHC
ADS,ADS
ESI,ESI
DNP,DNP
CWK,CWK
TGNA.K,TGNA
JBT,JBT
BSMX.K,BSMX
NAD,NAD
DCP,DCP
ARNC.K,ARNC
AA,AA
SXT,SXT
NOVA.K,NOVA
KBH,KBH
CPA,CPA
UA,UA
ETRN.K,ETRN
AB,AB
AM,AM
CNS,CNS
BIOb,BIO.B
MDC,MDC
DQ,DQ
NCR,NCR
R,R
STL,STL
BE,BE
LCII.K,LCII
GKOS.K,GKOS
BRFS.K,BRFS
NHI,NHI
BIPC.K,BIPC
DAO,DAO
BMEZ.K,BMEZ
WCC,WCC
LXP,LXP
UNVR.K,UNVR
AMN,AMN
PCI,PCI
HMY,HMY
ALE,ALE
IBP,IBP
GDOT.K,GDOT
ENR,ENR
BOH,BOH
BVN,BVN
OVV,OVV
OFC,OFC
JKS,JKS
WOR,WOR
WTM,WTM
AWR,AWR
BB,BB
CNO,CNO
HL,HL
SPB,SPB
SCL,SCL
AJRD.K,AJRD
NGVT.K,NGVT
BXS,BXS
ALLY_pa.K,ALLY$A
FNB,FNB
APLE.K,APLE
GATX.K,GATX
AIT,AIT
TRTN.K,TRTN
NNI,NNI
FHI,FHI
BCO,BCO
KMT,KMT
USM,USM
ATCO.K,ATCO
JWN,JWN
CNMD.K,CNMD
KEX,KEX
GOLF.K,GOLF
WRI,WRI
BOX,BOX
FUL,FUL
MIC,MIC
DHR_pa,DHR$A
VSH,VSH
NUS,NUS
BKU,BKU
APG,APG
OUT,OUT
TRN,TRN
CCU,CCU
CWT,CWT
OSB,OSB
FSKR.K,FSKR
AVA,AVA
EVTC.K,EVTC
ROG,ROG
ADCT.K,ADCT
FN,FN
NEE_pp,NEE$P
HI,HI
ABM,ABM
CCIV_u.K,CCIV.U
ZNH,ZNH
IFS,IFS
ADNT.K,ADNT
MANU.K,MANU
NSA,NSA
AEO,AEO
ESE,ESE
CCIV.K,CCIV
PJT,PJT
CMC,CMC
WD,WD
MCY,MCY
AGO,AGO
CWH,CWH
TARO.K,TARO
SSTK.K,SSTK
C_pn,C$N
MATX.K,MATX
BNL,BNL
ACA,ACA
EXG,EXG
AEL,AEL
UTF,UTF
TCO,TCO
AG,AG
SIX,SIX
REZI.K,REZI
MAX,MAX
MC,MC
PD,PD
PRMW.K,PRMW
DAN,DAN
DHR_pb,DHR$B
JELD.K,JELD
EGO,EGO
ASB,ASB
KOF,KOF
SJI,SJI
CMD,CMD
KAR,KAR
CIM,CIM
X,X
CEA,CEA
ABG,ABG
CBT,CBT
LENb,LEN.B
TDC,TDC
BRC,BRC
ITGR.K,ITGR
HGV,HGV
M,M
BSTZ.K,BSTZ
GNW,GNW
PVG,PVG
NUV,NUV
EPR,EPR
DY,DY
CUK,CUK
CIG,CIG
PEB,PEB
SUN,SUN
GHC,GHC
TPH,TPH
MOGa,MOG.A
BMI,BMI
CNX,CNX
B,B
THS,THS
WWW,WWW
IGT,IGT
FLOW.K,FLOW
ENBL.K,ENBL
KTB,KTB
BUR,BUR
NZF,NZF
DOOR.K,DOOR
YEXT.K,YEXT
HTH,HTH
GPI,GPI
KW,KW
CWENa.K,CWEN.A
YELP.K,YELP
SHO,SHO
EAT,EAT
NAC,NAC
FCPT.K,FCPT
CMP,CMP
KFY,KFY
LTHM.K,LTHM
SPXC.K,SPXC
JPM_pc,JPM$C
EAF,EAF
CHX,CHX
TCP,TCP
AIN,AIN
AMRC.K,AMRC
CUB,CUB
MAIN.K,MAIN
SEAS.K,SEAS
SWN,SWN
FSK,FSK
BCAT.K,BCAT
NEE_pq,NEE$Q
EPRT.K,EPRT
TDS,TDS
CTB,CTB
MTX,MTX
SUM,SUM
MXL,MXL
AVNS.K,AVNS
TEX,TEX
MED,MED
EGHT.K,EGHT
CDE,CDE
ONTO.K,ONTO
IBA,IBA
FIT,FIT
FSS,FSS
BFT,BFT
AX,AX
VNE,VNE
RLJ,RLJ
RF_pa,RF$A
SAVE.K,SAVE
OIBRc.K,OIBR.C
EPC,EPC
CLNY.K,CLNY
MSGE.K,MSGE
MTOR.K,MTOR
FUN,FUN
CPK,CPK
OR,OR
ZYME.K,ZYME
PDM,PDM
SJW,SJW
JWa,JW.A
FLR,FLR
NOAH.K,NOAH
ADX,ADX
HNP,HNP
JPM_pd,JPM$D
JPS,JPS
BIG,BIG
WRE,WRE
HP,HP
MWA,MWA
MLI,MLI
SRE_pa,SRE$A
RRC,RRC
BDN,BDN
FIX,FIX
T_pc,T$C
GDV,GDV
PCGU.K,PCGU
PBH,PBH
ETY,ETY
SOLN.K,SOLN
YPF,YPF
WFC_pq,WFC$Q
MYOV.K,MYOV
AVAL.K,AVAL
WFC_pz,WFC$Z
NEE_po,NEE$O
PHR,PHR
SITC.K,SITC
BTT,BTT
AMK,AMK
DEA,DEA
TRQ,TRQ
EURN.K,EURN
GCP,GCP
CADE.K,CADE
TAC,TAC
AZUL.K,AZUL
AVTR_pa.K,AVTR$A
BGS,BGS
JOE,JOE
FBP,FBP
WHD,WHD
FBC,FBC
EVA,EVA
EBRb,EBR.B
GSBD.K,GSBD
OI,OI
PQG,PQG
GB,GB
VGR,VGR
INT,INT
PGRE.K,PGRE
BEST.K,BEST
TWO,TWO
OMI,OMI
SAH,SAH
C_pk,C$K
LZB,LZB
PING.K,PING
IAG,IAG
PDI,PDI
MKCv,MKC.V
WGO,WGO
PTY,PTY
MD,MD
HKIB.K,HKIB
DSL,DSL
RPAI.K,RPAI
SKY,SKY
PIPR.K,PIPR
PMT,PMT
HMN,HMN
BFT_u,BFT.U
JHI,JHI
CNK,CNK
BCC,BCC
PRO,PRO
TROX.K,TROX
AAT,AAT
ELP,ELP
PNC_pp,PNC$P
KRO,KRO
ALG,ALG
ATI,ATI
BDXB.K,BDXB
NTB,NTB
BDC,BDC
EVT,EVT
USNA.K,USNA
ELY,ELY
RQI,RQI
GAB,GAB
BAK,BAK
ABR,ABR
HNI,HNI
CSTM.K,CSTM
AVYA.K,AVYA
KN,KN
APTV_pa.K,APTV$A
HSBC_pa.K,HSBC$A
COF_pi,COF$I
CALX.K,CALX
MAXR.K,MAXR
GTN,GTN
DCUE.K,DCUE
MFA,MFA
BV,BV
NWN,NWN
CVA,CVA
HRI,HRI
FBK,FBK
KAI,KAI
ENLC.K,ENLC
UFS,UFS
ATGE.K,ATGE
FTAI.K,FTAI
LTC,LTC
GNL,GNL
TSE,TSE
TY,TY
BAC_pb,BAC$B
BBN,BBN
SAND.K,SAND
RCUS.K,RCUS
MS_pf,MS$F
BSM,BSM
TUP,TUP
PAGP.K,PAGP
RVT,RVT
BDJ,BDJ
JPM_pg,JPM$G
CXP,CXP
ARI,ARI
UE,UE
MSC,MSC
BAC_pm,BAC$M
MNR,MNR
HTGC.K,HTGC
CCS,CCS
ARGO.K,ARGO
MAC,MAC
RVLV.K,RVLV
BSIG.K,BSIG
FTV_pa,FTV$A
ALX,ALX
SCS,SCS
VERT_u.K,VERT.U
USPH.K,USPH
HBM,HBM
KAMN.K,KAMN
BAC_pn,BAC$N
NPO,NPO
MMI,MMI
SIG,SIG
CBZ,CBZ
MGY,MGY
AZRE.K,AZRE
FPF,FPF
BKE,BKE
HYT,HYT
MEI,MEI
USA,USA
ITCB.K,ITCB
BRMK.K,BRMK
CVI,CVI
MUR,MUR
GHG,GHG
BTZ,BTZ
XHR,XHR
SA,SA
ESRT.K,ESRT
ETV,ETV
DRH,DRH
TSLX.K,TSLX
FSM,FSM
WSOb,WSO.B
GS_pd,GS$D
KKR_pc,KKR$C
WPF,WPF
IRT,IRT
YALA.K,YALA
EB,EB
T_pa,T$A
VSTO.K,VSTO
WMK,WMK
ATKR.K,ATKR
MHO,MHO
ALL_ph,ALL$H
CIGc,CIG.C
IH,IH
HEP,HEP
ETG,ETG
FFG,FFG
LNN,LNN
TR,TR
FRO,FRO
NS,NS
COF_pj,COF$J
AMRX.K,AMRX
BXMX.K,BXMX
RLGY.K,RLGY
GMS,GMS
NFH,NFH
CODI.K,CODI
ZUO,ZUO
LGFb,LGF.B
GTY,GTY
KEN,KEN
EPAC.K,EPAC
HSC,HSC
CLI,CLI
GEF,GEF
NFJ,NFJ
WFC_px,WFC$X
MTRN.K,MTRN
WBT,WBT
TNC,TNC
IPOF_u.K,IPOF.U
WFC_pa,WFC$A
USB_pa,USB$A
JPM_ph,JPM$H
USB_pm,USB$M
AKR,AKR
SBH,SBH
CRC,CRC
DKL,DKL
KRG,KRG
SWM,SWM
JMIA.K,JMIA
MS_pk,MS$K
LINX.K,LINX
PFS,PFS
MFGP.K,MFGP
MS_pi,MS$I
FOE,FOE
CRK,CRK
DTP,DTP
STC,STC
ACB,ACB
NRK,NRK
EVH,EVH
DUK_pa,DUK$A
RGR,RGR
MODN.K,MODN
ANF,ANF
BSX_pa,BSX$A
BOOT.K,BOOT
BPMP.K,BPMP
BAC_pc,BAC$C
BAC_po,BAC$O
ALEX.K,ALEX
CRS,CRS
CHCT.K,CHCT
BST,BST
UVV,UVV
GFF,GFF
UTZ,UTZ
PRPB_u.K,PRPB.U
FDP,FDP
DLX,DLX
FEAC.K,FEAC
ELF,ELF
CEQP.K,CEQP
NXRT.K,NXRT
WPF_u,WPF.U
GEO,GEO
C_pj,C$J
NMZ,NMZ
MS_pa,MS$A
MET_pf,MET$F
AR,AR
PRPB.K,PRPB
SYX,SYX
VCRA.K,VCRA
GS_pj,GS$J
C_ps,C$S
AROC.K,AROC
DDS,DDS
GVA,GVA
ACH,ACH
SMP,SMP
WDR,WDR
USAC.K,USAC
FUBO.K,FUBO
BIF,BIF
PAR,PAR
GBX,GBX
JWS,JWS
COF_pg,COF$G
SPH,SPH
GEFb,GEF.B
TGP,TGP
PGTI.K,PGTI
WFC_pw,WFC$W
ACEL.K,ACEL
RNP,RNP
NBHC.K,NBHC
LADR.K,LADR
DK,DK
WFC_pv,WFC$V
AKOb,AKO.B
AZZ,AZZ
DRQ,DRQ
CTS,CTS
STAR.K,STAR
PBI,PBI
ERJ,ERJ
EIG,EIG
NEXA.K,NEXA
MS_pe,MS$E
CNR,CNR
ETW,ETW
KREF.K,KREF
FFC,FFC
GOL,GOL
RWT,RWT
DIN,DIN
CYH,CYH
LAC,LAC
EOS,EOS
TFC_pr,TFC$R
ATH_pa,ATH$A
CANG.K,CANG
ARCO.K,ARCO
BMA,BMA
LRN,LRN
MTDR.K,MTDR
WFC_pr,WFC$R
DRD,DRD
JPM_pj,JPM$J
USB_ph,USB$H
GSAH.K,GSAH
LBRT.K,LBRT
FCF,FCF
IRET.K,IRET
MYI,MYI
EVRI.K,EVRI
BAC_pk,BAC$K
BAC_pa,BAC$A
HQH,HQH
FEAC_u.K,FEAC.U
GWB,GWB
SXI,SXI
RTP,RTP
AWF,AWF
UNFI.K,UNFI
JPC,JPC
CLS,CLS
HOME.K,HOME
DHT,DHT
FOR,FOR
DEN,DEN
DDD,DDD
MET_pe,MET$E
PLT,PLT
HCC,HCC
CLNC.K,CLNC
VLRS.K,VLRS
GHLD.K,GHLD
WNC,WNC
AKOa,AKO.A
TGH,TGH
BALY.K,BALY
JWS_u,JWS.U
GRC,GRC
AOD,AOD
AIR,AIR
TEO,TEO
AXL,AXL
IPOC_u.K,IPOC.U
OEC,OEC
PML,PML
IPOB_u.K,IPOB.U
DGNR.K,DGNR
CCX,CCX
BHE,BHE
UIS,UIS
KRA,KRA
GES,GES
PAM,PAM
OFG,OFG
PLOW.K,PLOW
BHK,BHK
EQH_pa,EQH$A
PRA,PRA
