BABA.K,BABA
TSM,TSM
V,V
WMT,WMT
JNJ,JNJ
JPM,JPM
PG,PG
MA,MA
BRKb,BRK.B
UNH,UNH
HD,HD
DIS,DIS
BAC,BAC
VZ,VZ
BRKa,BRK.A
KO,KO
CRM,CRM
NKE,NKE
T,T
PFE,PFE
NVS,NVS
MRK,MRK
TM,TM
ABT,ABT
ABBV.K,ABBV
TMO,TMO
CVX,CVX
ORCL.K,ORCL
XOM,XOM
ACN,ACN
MCD,MCD
DHR,DHR
MDT,MDT
NEE,NEE
UPS,UPS
HON,HON
BMY,BMY
SAP,SAP
UNP,UNP
LLY,LLY
LIN,LIN
HDB,HDB
CHL,CHL
SHOP.K,SHOP
BA,BA
PM,PM
C,C
WFC,WFC
RY,RY
TOT,TOT
NVO,NVO
SNE,SNE
MS,MS
LOW,LOW
RTX,RTX
BUD,BUD
IBM,IBM
HSBC.K,HSBC
BLK,BLK
LMT,LMT
AMT,AMT
MMM,MMM
NOW,NOW
TD,TD
AXP,AXP
SQ,SQ
CAT,CAT
GSK,GSK
SCHW.K,SCHW
DEO,DEO
GE,GE
FIS,FIS
TGT,TGT
UBER.K,UBER
UN,UN
EL,EL
CVS,CVS
SYK,SYK
SE,SE
BHP,BHP
SNOW.K,SNOW
RIO,RIO
BTI,BTI
GS,GS
SPGI.K,SPGI
DE,DE
CNI,CNI
ANTM.K,ANTM
ZTS,ZTS
FDX,FDX
TJX,TJX
MO,MO
CI,CI
RDSa,RDS.A
VALE.K,VALE
PLD,PLD
NIO,NIO
CL,CL
BP,BP
BX,BX
UL,UL
BEKE.K,BEKE
CCI,CCI
DUK,DUK
CB,CB
SNAP.K,SNAP
USB,USB
ITW,ITW
SHW,SHW
BDX,BDX
TFC,TFC
GM,GM
D,D
RDSb,RDS.B
ENB,ENB
SO,SO
INFY.K,INFY
BAM,BAM
ECL,ECL
APD,APD
NSC,NSC
BNS,BNS
PNC,PNC
VMW,VMW
GPN,GPN
MMC,MMC
MUFG.K,MUFG
ICE,ICE
UBS,UBS
ABB,ABB
TAK,TAK
WBK,WBK
CEO,CEO
DG,DG
EQNR.K,EQNR
HUM,HUM
EW,EW
PGR,PGR
HCA,HCA
MCO,MCO
NOC,NOC
DELL.K,DELL
HMC,HMC
PLTR.K,PLTR
SPOT.K,SPOT
WM,WM
BBL,BBL
TWLO.K,TWLO
ETN,ETN
SAN,SAN
BMO,BMO
BSX,BSX
KMB,KMB
DD,DD
AON,AON
XPEV.K,XPEV
EMR,EMR
COP,COP
NEM,NEM
SCCO.K,SCCO
PHG,PHG
RELX.K,RELX
IBN,IBN
EPD,EPD
TAL,TAL
ROP,ROP
CP,CP
GD,GD
ABEV.K,ABEV
LVS,LVS
MET,MET
PUK,PUK
TRP,TRP
NGG,NGG
SMFG.K,SMFG
PINS.K,PINS
DOW,DOW
RACE.K,RACE
COF,COF
LHX,LHX
CVNA.K,CVNA
RKT,RKT
VEEV.K,VEEV
GOLD.K,GOLD
TRI,TRI
BCE,BCE
APH,APH
PSA,PSA
ING,ING
BAX,BAX
CM,CM
SRE,SRE
DLR,DLR
TEL,TEL
PBR,PBR
U,U
TWTR.K,TWTR
E,E
INFO.K,INFO
GIS,GIS
SYY,SYY
CNC,CNC
BK,BK
CMG,CMG
F,F
LYG,LYG
PH,PH
A,A
TT,TT
STZ,STZ
PPG,PPG
AIG,AIG
TRV,TRV
LU,LU
STM,STM
FCX,FCX
VFC,VFC
CMI,CMI
KMI,KMI
JCI,JCI
MSCI.K,MSCI
CARR.K,CARR
CRH,CRH
AMX,AMX
KKR,KKR
MFC,MFC
BCS,BCS
ORAN.K,ORAN
TDG,TDG
IQV,IQV
YUM,YUM
AFL,AFL
APTV.K,APTV
BLL,BLL
ALL,ALL
CS,CS
PRU,PRU
ALC,ALC
RSG,RSG
ZBH,ZBH
EOG,EOG
HSY,HSY
SLB,SLB
ZTO,ZTO
HPQ,HPQ
PEG,PEG
ES,ES
WEC,WEC
SWK,SWK
RMD,RMD
ROK,ROK
BBVA.K,BBVA
CHT,CHT
HLT,HLT
BBY,BBY
LYB,LYB
OTIS.K,OTIS
MSI,MSI
PSX,PSX
WIT,WIT
MCK,MCK
CTVA.K,CTVA
EDU,EDU
BSBR.K,BSBR
SPG,SPG
CHWY.K,CHWY
GLW,GLW
LUV,LUV
PANW.K,PANW
ADM,ADM
TME,TME
CNQ,CNQ
QSR,QSR
AWK,AWK
DHI,DHI
PBRa,PBR.A
NTR,NTR
TDOC.K,TDOC
AME,AME
WCN,WCN
WELL.K,WELL
MPC,MPC
SU,SU
MTD,MTD
ITUB.K,ITUB
SLF,SLF
NWG,NWG
ED,ED
DAL,DAL
WMB,WMB
AZO,AZO
RNG,RNG
EC,EC
DTE,DTE
STT,STT
CLX,CLX
HRL,HRL
BFb,BF.B
PCG,PCG
CHA,CHA
KR,KR
W,W
FNV,FNV
YUMC.K,YUMC
TU,TU
FMS,FMS
FCAU.K,FCAU
DFS,DFS
FTV,FTV
EIX,EIX
AVB,AVB
PAYC.K,PAYC
TSN,TSN
DB,DB
TEF,TEF
WORK.K,WORK
NOK,NOK
MPLX.K,MPLX
FRC,FRC
MKC,MKC
VLO,VLO
TLK,TLK
PPL,PPL
EQR,EQR
FLT,FLT
ETR,ETR
AMP,AMP
AJG,AJG
GWW,GWW
KEYS.K,KEYS
O,O
ARE,ARE
WY,WY
K,K
NET,NET
BIP,BIP
CHD,CHD
LEN,LEN
BBD,BBD
ABC,ABC
CBRE.K,CBRE
BKR,BKR
ANET.K,ANET
CCEP.K,CCEP
EFX,EFX
MT,MT
IP,IP
AEE,AEE
WST,WST
CAJ,CAJ
BEP,BEP
IX,IX
APO,APO
ATUS.K,ATUS
LH,LH
VMC,VMC
CHU,CHU
BEPC.K,BEPC
CCL,CCL
FTS,FTS
IR,IR
BBDO.K,BBDO
MGA,MGA
VTR,VTR
RCI,RCI
ROL,ROL
SYF,SYF
FTCH.K,FTCH
AMCR.K,AMCR
PXD,PXD
RCL,RCL
CMS,CMS
EPAM.K,EPAM
TRU,TRU
DOV,DOV
KSU,KSU
COO,COO
VIPS.K,VIPS
ET,ET
CAG,CAG
HUBS.K,HUBS
PKX,PKX
XYL,XYL
TFX,TFX
WPM,WPM
MLM,MLM
BR,BR
LFC,LFC
KB,KB
GIB,GIB
UMC,UMC
DGX,DGX
TYL,TYL
HIG,HIG
OKE,OKE
URI,URI
SNN,SNN
ESS,ESS
NUE,NUE
CCC,CCC
PEAK.K,PEAK
FMX,FMX
INVH.K,INVH
STE,STE
HES,HES
SHG,SHG
KEY,KEY
TIF,TIF
BXP,BXP
VAR,VAR
PAGS.K,PAGS
HAL,HAL
CAH,CAH
NMR,NMR
ZEN,ZEN
MTB,MTB
KMX,KMX
CTLT.K,CTLT
OXY,OXY
CE,CE
AEM,AEM
CNHI.K,CNHI
NVR,NVR
UI,UI
FMC,FMC
SKM,SKM
RF,RF
DPZ,DPZ
AVTR.K,AVTR
ELAN.K,ELAN
GSX,GSX
LYV,LYV
CFG,CFG
CPB,CPB
BURL.K,BURL
LDOS.K,LDOS
IEX,IEX
AGR,AGR
EXR,EXR
HPE,HPE
PBA,PBA
FE,FE
DRE,DRE
DRI,DRI
ALB,ALB
TDY,TDY
BAP,BAP
MAA,MAA
BKI,BKI
GPC,GPC
PKI,PKI
MGP,MGP
CDAY.K,CDAY
MAS,MAS
WAB,WAB
AVLR.K,AVLR
WAT,WAT
MGM,MGM
AES,AES
MKL,MKL
FICO.K,FICO
OMC,OMC
J,J
SUI,SUI
VIV_w,VIVV
IT,IT
VICI.K,VICI
GNRC.K,GNRC
EMN,EMN
SJM,SJM
CNP,CNP
GDDY.K,GDDY
BRO,BRO
JHX,JHX
BIO,BIO
NTCO.K,NTCO
SUZ,SUZ
CCK,CCK
RJF,RJF
KEP,KEP
EVRG.K,EVRG
AVY,AVY
WHR,WHR
PKG,PKG
BFa,BF.A
WPC,WPC
CXO,CXO
ATO,ATO
WPP,WPP
NI_pb,NI$B
DVA,DVA
FDS,FDS
L,L
BAH,BAH
ATHM.K,ATHM
SNP,SNP
MOH,MOH
IFF,IFF
PHM,PHM
CABO.K,CABO
ENIA.K,ENIA
FBHS.K,FBHS
EQH,EQH
UDR,UDR
ARES.K,ARES
WRB,WRB
WRK,WRK
IHG,IHG
LUMN.K,LUMN
ALLY.K,ALLY
NLY,NLY
MTN,MTN
DNB,DNB
GGG,GGG
WTRG.K,WTRG
OSH,OSH
RPM,RPM
BEN,BEN
CRL,CRL
UHS,UHS
YSG,YSG
LII,LII
SAM,SAM
ASX,ASX
ELS,ELS
QGEN.K,QGEN
FNF,FNF
KL,KL
LB,LB
TXT,TXT
DT,DT
LW,LW
TEVA.K,TEVA
RDY,RDY
HWM,HWM
ALLE.K,ALLE
MPW,MPW
BFAM.K,BFAM
ESTC.K,ESTC
AAP,AAP
GL,GL
GWRE.K,GWRE
WLK,WLK
PLAN.K,PLAN
PNW,PNW
LNC,LNC
TTC,TTC
MMP,MMP
PWR,PWR
CNA,CNA
XPO,XPO
CPT,CPT
TS,TS
BWA,BWA
NI,NI
VST,VST
RE,RE
SNA,SNA
MHK,MHK
FSLY.K,FSLY
SMG,SMG
