BABA.K,BABA
TSM,TSM
V,V
WMT,WMT
JNJ,JNJ
PG,PG
MA,MA
UNH,UNH
JPM,JPM
HD,HD
BRKb,BRK.B
VZ,VZ
CRM,CRM
DIS,DIS
BAC,BAC
KO,KO
BRKa,BRK.A
T,T
MRK,MRK
PFE,PFE
NKE,NKE
NVS,NVS
ABT,ABT
SAP,SAP
TM,TM
ORCL.K,ORCL
TMO,TMO
MCD,MCD
DHR,DHR
ABBV.K,ABBV
UPS,UPS
NEE,NEE
XOM,XOM
ACN,ACN
MDT,MDT
LLY,LLY
UNP,UNP
CVX,CVX
CHL,CHL
BMY,BMY
SHOP.K,SHOP
LOW,LOW
NVO,NVO
LIN,LIN
PM,PM
HON,HON
IBM,IBM
AMT,AMT
LMT,LMT
RY,RY
WFC,WFC
HDB,HDB
NOW,NOW
BUD,BUD
MMM,MMM
C,C
GSK,GSK
SNE,SNE
BA,BA
FIS,FIS
RTX,RTX
TOT,TOT
UN,UN
BLK,BLK
MS,MS
TD,TD
SPGI.K,SPGI
CAT,CAT
AXP,AXP
BTI,BTI
HSBC.K,HSBC
DEO,DEO
SE,SE
TGT,TGT
SYK,SYK
EL,EL
SQ,SQ
PLD,PLD
ZTS,ZTS
CNI,CNI
CVS,CVS
BHP,BHP
RIO,RIO
MO,MO
BEKE.K,BEKE
UL,UL
ANTM.K,ANTM
DE,DE
CCI,CCI
GS,GS
SCHW.K,SCHW
BDX,BDX
D,D
FDX,FDX
TJX,TJX
SNOW.K,SNOW
DUK,DUK
CL,CL
APD,APD
BX,BX
UBER.K,UBER
CI,CI
SHW,SHW
ITW,ITW
VMW,VMW
SO,SO
INFY.K,INFY
ENB,ENB
MMC,MMC
BP,BP
ICE,ICE
USB,USB
BSX,BSX
ECL,ECL
PGR,PGR
ABB,ABB
HUM,HUM
TFC,TFC
TAK,TAK
NSC,NSC
MCO,MCO
GE,GE
VALE.K,VALE
CB,CB
DG,DG
MUFG.K,MUFG
GPN,GPN
RDSa,RDS.A
NOC,NOC
BAM,BAM
KMB,KMB
BNS,BNS
DELL.K,DELL
NEM,NEM
EW,EW
GOLD.K,GOLD
PNC,PNC
WM,WM
AON,AON
EQNR.K,EQNR
SPOT.K,SPOT
TAL,TAL
RDSb,RDS.B
UBS,UBS
WBK,WBK
TWLO.K,TWLO
BBL,BBL
GM,GM
RKT,RKT
HCA,HCA
CEO,CEO
VEEV.K,VEEV
RELX.K,RELX
PHG,PHG
HMC,HMC
NGG,NGG
ROP,ROP
ETN,ETN
DD,DD
DLR,DLR
CP,CP
GD,GD
BAX,BAX
EMR,EMR
TRI,TRI
PSA,PSA
SNAP.K,SNAP
SMFG.K,SMFG
TRP,TRP
BMO,BMO
PUK,PUK
ABEV.K,ABEV
LHX,LHX
BCE,BCE
GIS,GIS
CVNA.K,CVNA
CNC,CNC
TWTR.K,TWTR
IBN,IBN
EPD,EPD
COP,COP
DOW,DOW
LVS,LVS
SRE,SRE
SCCO.K,SCCO
CMG,CMG
MET,MET
COF,COF
RACE.K,RACE
CM,CM
TEL,TEL
SYY,SYY
APH,APH
SAN,SAN
CMI,CMI
MFG,MFG
A,A
BK,BK
ES,ES
WEC,WEC
JCI,JCI
INFO.K,INFO
STZ,STZ
IQV,IQV
TT,TT
ZTO,ZTO
KKR,KKR
CRH,CRH
RSG,RSG
HSY,HSY
ING,ING
PPG,PPG
ZBH,ZBH
BBY,BBY
MSCI.K,MSCI
VFC,VFC
STM,STM
ALL,ALL
CHT,CHT
ORAN.K,ORAN
PEG,PEG
TRV,TRV
ALC,ALC
W,W
NIO,NIO
AMX,AMX
E,E
MFC,MFC
KMI,KMI
YUM,YUM
OTIS.K,OTIS
AWK,AWK
BLL,BLL
DHI,DHI
CARR.K,CARR
F,F
WIT,WIT
PH,PH
ED,ED
ROK,ROK
QSR,QSR
WCN,WCN
PBR,PBR
MSI,MSI
SWK,SWK
AFL,AFL
CLX,CLX
AZO,AZO
FTV,FTV
ADM,ADM
HRL,HRL
KR,KR
EDU,EDU
TDG,TDG
HPQ,HPQ
PINS.K,PINS
PRU,PRU
FNV,FNV
GLW,GLW
APTV.K,APTV
LYB,LYB
CS,CS
FMS,FMS
RNG,RNG
AIG,AIG
HLT,HLT
CHA,CHA
LYG,LYG
SLF,SLF
TME,TME
RMD,RMD
AME,AME
MKC,MKC
PANW.K,PANW
MTD,MTD
MCK,MCK
WELL.K,WELL
BFb,BF.B
WMB,WMB
CHWY.K,CHWY
TU,TU
BCS,BCS
FCX,FCX
NTR,NTR
GSX,GSX
CTVA.K,CTVA
K,K
YUMC.K,YUMC
AVB,AVB
PSX,PSX
DTE,DTE
CHD,CHD
LEN,LEN
LUV,LUV
U,U
PPL,PPL
NOK,NOK
SLB,SLB
O,O
WY,WY
STT,STT
WST,WST
SPG,SPG
TSN,TSN
WPM,WPM
ETR,ETR
EOG,EOG
ARE,ARE
EQR,EQR
APO,APO
FRC,FRC
EC,EC
EIX,EIX
AJG,AJG
TEF,TEF
AEE,AEE
FLT,FLT
CHU,CHU
BIP,BIP
PBRa,PBR.A
PAYC.K,PAYC
DAL,DAL
CCC,CCC
PCG,PCG
GWW,GWW
ITUB.K,ITUB
ABC,ABC
BSBR.K,BSBR
FTS,FTS
AMP,AMP
CNQ,CNQ
FCAU.K,FCAU
EFX,EFX
AEM,AEM
BBVA.K,BBVA
MPC,MPC
EPAM.K,EPAM
DFS,DFS
VMC,VMC
DB,DB
KEYS.K,KEYS
LH,LH
ROL,ROL
SU,SU
COO,COO
CCEP.K,CCEP
TDOC.K,TDOC
TLK,TLK
CMS,CMS
CAG,CAG
NWG,NWG
CAJ,CAJ
LFC,LFC
AMCR.K,AMCR
VLO,VLO
SNN,SNN
KSU,KSU
MPLX.K,MPLX
DPZ,DPZ
BEP,BEP
AGR,AGR
TRU,TRU
VTR,VTR
FE,FE
INVH.K,INVH
PLTR.K,PLTR
CBRE.K,CBRE
WORK.K,WORK
IX,IX
SYF,SYF
IP,IP
DOV,DOV
ANET.K,ANET
BR,BR
BBD,BBD
VAR,VAR
TFX,TFX
DGX,DGX
XYL,XYL
GIB,GIB
RCI,RCI
MLM,MLM
STE,STE
NVR,NVR
KMX,KMX
ATUS.K,ATUS
PEAK.K,PEAK
IR,IR
SKM,SKM
TYL,TYL
BBDO.K,BBDO
MGA,MGA
CTLT.K,CTLT
CPB,CPB
ET,ET
XPEV.K,XPEV
SUI,SUI
PXD,PXD
EXR,EXR
DRE,DRE
MAS,MAS
RCL,RCL
TIF,TIF
NUE,NUE
PKI,PKI
MAA,MAA
NMR,NMR
BURL.K,BURL
BKI,BKI
URI,URI
GPC,GPC
IEX,IEX
MT,MT
ESS,ESS
PKX,PKX
CAH,CAH
HIG,HIG
MKL,MKL
AVTR.K,AVTR
FMC,FMC
SJM,SJM
HUBS.K,HUBS
ELAN.K,ELAN
BKR,BKR
DRI,DRI
CE,CE
MGP,MGP
BIO,BIO
GNRC.K,GNRC
KB,KB
KL,KL
BRO,BRO
NET,NET
BXP,BXP
VICI.K,VICI
PAGS.K,PAGS
LDOS.K,LDOS
FICO.K,FICO
MTB,MTB
GDDY.K,GDDY
CDAY.K,CDAY
OSH,OSH
QGEN.K,QGEN
PHM,PHM
AES,AES
J,J
NI_pb,NI$B
LN,LN
IFF,IFF
HPE,HPE
KEY,KEY
FMX,FMX
FDS,FDS
ZEN,ZEN
WAT,WAT
BAP,BAP
WAB,WAB
FBHS.K,FBHS
OKE,OKE
ATO,ATO
RF,RF
EVRG.K,EVRG
WHR,WHR
UMC,UMC
LYV,LYV
WPC,WPC
MOH,MOH
PBA,PBA
ELS,ELS
HES,HES
BFa,BF.A
AVLR.K,AVLR
TDY,TDY
SUZ,SUZ
CRL,CRL
ATHM.K,ATHM
CFG,CFG
RDY,RDY
UI,UI
SHG,SHG
BAH,BAH
DT,DT
CNP,CNP
KEP,KEP
CABO.K,CABO
IT,IT
OMC,OMC
RPM,RPM
DNB,DNB
WRB,WRB
SAM,SAM
CNHI.K,CNHI
EMN,EMN
ARES.K,ARES
LUMN.K,LUMN
KGC,KGC
DVA,DVA
AAP,AAP
LII,LII
JHX,JHX
CCL,CCL
FSLY.K,FSLY
AU,AU
AVY,AVY
NTCO.K,NTCO
CCK,CCK
GFI,GFI
SNP,SNP
HAL,HAL
MGM,MGM
PKG,PKG
BEN,BEN
UDR,UDR
GGG,GGG
RJF,RJF
WPP,WPP
LW,LW
VIPS.K,VIPS
NLY,NLY
WTRG.K,WTRG
TEVA.K,TEVA
IHG,IHG
ESTC.K,ESTC
ALB,ALB
ALLY.K,ALLY
L,L
MPW,MPW
FNF,FNF
AYX,AYX
ENIA.K,ENIA
CHGG.K,CHGG
CPT,CPT
OXY,OXY
UHS,UHS
WRK,WRK
ALLE.K,ALLE
MTN,MTN
TTC,TTC
PNW,PNW
AQN,AQN
BFAM.K,BFAM
FTCH.K,FTCH
NVTA.K,NVTA
LB,LB
AMH,AMH
WU,WU
GWRE.K,GWRE
SJR,SJR
TREX.K,TREX
VST,VST
ASX,ASX
RNR,RNR
XPO,XPO
VIV,VIV
EQH,EQH
AOS,AOS
PLAN.K,PLAN
GL,GL
NI,NI
CXO,CXO
SNA,SNA
