BABA.K,BABA
TSM,TSM
V,V
WMT,WMT
JNJ,JNJ
JPM,JPM
PG,PG
MA,MA
UNH,UNH
BRKb,BRK.B
HD,HD
DIS,DIS
VZ,VZ
BAC,BAC
PFE,PFE
BRKa,BRK.A
KO,KO
NKE,NKE
NVS,NVS
T,T
MRK,MRK
CRM,CRM
ABT,ABT
TM,TM
TMO,TMO
ABBV.K,ABBV
ORCL.K,ORCL
CVX,CVX
XOM,XOM
ACN,ACN
DHR,DHR
MCD,MCD
UL,UL
MDT,MDT
SAP,SAP
HON,HON
UPS,UPS
NEE,NEE
BMY,BMY
LLY,LLY
UNP,UNP
SHOP.K,SHOP
LIN,LIN
HDB,HDB
BA,BA
CHL,CHL
PM,PM
NVO,NVO
WFC,WFC
C,C
RY,RY
MS,MS
TOT,TOT
SNE,SNE
HSBC.K,HSBC
BUD,BUD
LOW,LOW
IBM,IBM
RTX,RTX
BLK,BLK
NOW,NOW
AMT,AMT
LMT,LMT
MMM,MMM
TD,TD
AXP,AXP
SCHW.K,SCHW
CAT,CAT
GSK,GSK
UBER.K,UBER
FIS,FIS
GE,GE
DEO,DEO
CVS,CVS
SQ,SQ
SE,SE
UN,UN
EL,EL
BHP,BHP
TGT,TGT
SYK,SYK
RIO,RIO
BTI,BTI
GS,GS
DE,DE
SNOW.K,SNOW
SPGI.K,SPGI
ANTM.K,ANTM
VALE.K,VALE
TJX,TJX
FDX,FDX
CI,CI
CNI,CNI
ZTS,ZTS
RDSa,RDS.A
MO,MO
BEKE.K,BEKE
BX,BX
CL,CL
PLD,PLD
CCI,CCI
BP,BP
SNAP.K,SNAP
BDX,BDX
CB,CB
DUK,DUK
USB,USB
INFY.K,INFY
SO,SO
NIO,NIO
ENB,ENB
SHW,SHW
D,D
ITW,ITW
RDSb,RDS.B
TFC,TFC
GM,GM
ECL,ECL
BNS,BNS
BAM,BAM
NSC,NSC
APD,APD
SPOT.K,SPOT
PNC,PNC
ICE,ICE
VMW,VMW
MMC,MMC
GPN,GPN
TAK,TAK
MUFG.K,MUFG
UBS,UBS
ABB,ABB
WBK,WBK
DG,DG
HUM,HUM
EQNR.K,EQNR
SAN,SAN
DELL.K,DELL
EW,EW
BBL,BBL
PGR,PGR
MCO,MCO
HCA,HCA
TWLO.K,TWLO
HMC,HMC
NOC,NOC
WM,WM
BSX,BSX
BMO,BMO
NEM,NEM
AON,AON
ETN,ETN
PHG,PHG
DD,DD
KMB,KMB
SCCO.K,SCCO
IBN,IBN
RELX.K,RELX
EMR,EMR
CEO,CEO
ABEV.K,ABEV
GD,GD
LVS,LVS
EPD,EPD
ROP,ROP
CP,CP
MET,MET
PUK,PUK
COP,COP
GOLD.K,GOLD
TRP,TRP
PINS.K,PINS
TAL,TAL
COF,COF
RACE.K,RACE
XPEV.K,XPEV
VEEV.K,VEEV
SMFG.K,SMFG
NGG,NGG
LHX,LHX
RKT,RKT
TRI,TRI
DOW,DOW
ING,ING
BCE,BCE
PSA,PSA
APH,APH
PLTR.K,PLTR
INFO.K,INFO
BAX,BAX
CVNA.K,CVNA
TEL,TEL
U,U
PBR,PBR
SRE,SRE
CM,CM
TWTR.K,TWTR
SYY,SYY
DLR,DLR
CNC,CNC
LU,LU
GIS,GIS
STM,STM
E,E
CMG,CMG
F,F
LYG,LYG
BK,BK
A,A
FCX,FCX
PH,PH
PPG,PPG
STZ,STZ
TT,TT
MSCI.K,MSCI
AIG,AIG
TRV,TRV
BCS,BCS
AMX,AMX
MFC,MFC
CMI,CMI
KKR,KKR
VFC,VFC
ORAN.K,ORAN
JCI,JCI
BBVA.K,BBVA
APTV.K,APTV
IQV,IQV
KMI,KMI
TDG,TDG
CARR.K,CARR
AFL,AFL
YUM,YUM
CRH,CRH
ALL,ALL
HPQ,HPQ
CS,CS
PRU,PRU
ALC,ALC
HSY,HSY
BLL,BLL
ZBH,ZBH
BSBR.K,BSBR
WIT,WIT
RSG,RSG
RMD,RMD
ZTO,ZTO
ES,ES
WEC,WEC
SLB,SLB
CHT,CHT
HLT,HLT
RNG,RNG
CHWY.K,CHWY
PEG,PEG
MCK,MCK
MSI,MSI
GLW,GLW
LYB,LYB
ROK,ROK
SPG,SPG
SWK,SWK
CTVA.K,CTVA
OTIS.K,OTIS
TDOC.K,TDOC
PSX,PSX
AWK,AWK
LUV,LUV
PANW.K,PANW
EOG,EOG
NTR,NTR
BBY,BBY
PBRa,PBR.A
ITUB.K,ITUB
CNQ,CNQ
TME,TME
ADM,ADM
QSR,QSR
MTD,MTD
EDU,EDU
NWG,NWG
WCN,WCN
AZO,AZO
AME,AME
MPC,MPC
WMB,WMB
DAL,DAL
STT,STT
WELL.K,WELL
SLF,SLF
ED,ED
FNV,FNV
CLX,CLX
HRL,HRL
DHI,DHI
DFS,DFS
KR,KR
EC,EC
DTE,DTE
PCG,PCG
TU,TU
FCAU.K,FCAU
SU,SU
FMS,FMS
BFb,BF.B
WORK.K,WORK
CHA,CHA
PAYC.K,PAYC
W,W
TSN,TSN
DB,DB
TEF,TEF
YUMC.K,YUMC
VLO,VLO
AVB,AVB
EIX,EIX
FTV,FTV
TLK,TLK
FRC,FRC
AMP,AMP
KEYS.K,KEYS
NOK,NOK
MKC,MKC
MPLX.K,MPLX
EQR,EQR
ARE,ARE
AJG,AJG
NET,NET
FLT,FLT
PPL,PPL
BBD,BBD
GWW,GWW
ETR,ETR
MT,MT
K,K
WY,WY
CHD,CHD
O,O
CCEP.K,CCEP
ABC,ABC
BIP,BIP
CBRE.K,CBRE
ANET.K,ANET
BKR,BKR
WST,WST
APO,APO
EFX,EFX
IP,IP
LEN,LEN
CAJ,CAJ
CCL,CCL
AEE,AEE
LH,LH
BBDO.K,BBDO
ATUS.K,ATUS
IX,IX
FTCH.K,FTCH
BEP,BEP
SYF,SYF
VMC,VMC
WPM,WPM
FTS,FTS
IR,IR
CHU,CHU
RCI,RCI
MGA,MGA
EPAM.K,EPAM
RCL,RCL
ROL,ROL
UMC,UMC
AMCR.K,AMCR
PKX,PKX
VTR,VTR
COO,COO
BEPC.K,BEPC
TRU,TRU
KSU,KSU
HUBS.K,HUBS
TFX,TFX
CMS,CMS
DOV,DOV
SNN,SNN
XYL,XYL
LFC,LFC
CAG,CAG
ET,ET
GIB,GIB
MLM,MLM
BR,BR
VIPS.K,VIPS
TYL,TYL
FMX,FMX
DGX,DGX
AEM,AEM
URI,URI
PXD,PXD
KB,KB
OKE,OKE
NUE,NUE
NMR,NMR
STE,STE
CCC,CCC
CAH,CAH
HIG,HIG
ESS,ESS
INVH.K,INVH
SHG,SHG
TIF,TIF
VAR,VAR
PEAK.K,PEAK
KMX,KMX
PAGS.K,PAGS
MTB,MTB
BXP,BXP
SKM,SKM
AVTR.K,AVTR
UI,UI
KEY,KEY
HAL,HAL
PKI,PKI
ZEN,ZEN
RF,RF
CTLT.K,CTLT
FMC,FMC
DPZ,DPZ
CE,CE
BAP,BAP
LYV,LYV
CNHI.K,CNHI
HES,HES
BURL.K,BURL
CPB,CPB
FE,FE
GSX,GSX
HPE,HPE
OXY,OXY
CFG,CFG
LDOS.K,LDOS
MGP,MGP
WAT,WAT
NVR,NVR
MGM,MGM
AGR,AGR
EXR,EXR
ALB,ALB
IEX,IEX
DRI,DRI
TDY,TDY
AVLR.K,AVLR
ELAN.K,ELAN
MAA,MAA
SUZ,SUZ
VIV,VIV
PBA,PBA
AES,AES
BKI,BKI
DRE,DRE
SUI,SUI
GPC,GPC
CDAY.K,CDAY
J,J
FICO.K,FICO
WAB,WAB
IT,IT
GDDY.K,GDDY
OMC,OMC
MKL,MKL
BIO,BIO
VICI.K,VICI
MAS,MAS
EMN,EMN
GNRC.K,GNRC
SJM,SJM
CCK,CCK
RJF,RJF
NTCO.K,NTCO
BRO,BRO
FDS,FDS
EVRG.K,EVRG
JHX,JHX
KEP,KEP
AVY,AVY
PKG,PKG
BFa,BF.A
CNP,CNP
MOH,MOH
NI_pb,NI$B
WPP,WPP
CABO.K,CABO
BAH,BAH
WPC,WPC
DVA,DVA
ATO,ATO
SNP,SNP
IFF,IFF
WRB,WRB
ARES.K,ARES
EQH,EQH
CRL,CRL
L,L
ASX,ASX
WTRG.K,WTRG
OSH,OSH
ALLY.K,ALLY
IHG,IHG
UDR,UDR
LUMN.K,LUMN
WHR,WHR
ENIA.K,ENIA
WRK,WRK
CXO,CXO
DNB,DNB
BEN,BEN
NLY,NLY
RPM,RPM
KL,KL
SAM,SAM
GGG,GGG
FBHS.K,FBHS
PHM,PHM
UHS,UHS
ATHM.K,ATHM
QGEN.K,QGEN
MTN,MTN
RDY,RDY
LII,LII
LB,LB
DT,DT
ELS,ELS
YSG,YSG
FNF,FNF
LW,LW
TEVA.K,TEVA
TXT,TXT
HWM,HWM
MPW,MPW
ESTC.K,ESTC
ALLE.K,ALLE
GWRE.K,GWRE
AAP,AAP
XPO,XPO
BFAM.K,BFAM
GL,GL
WLK,WLK
SBSW.K,SBSW
LNC,LNC
CHGG.K,CHGG
BCH,BCH
HEIa,HEI.A
PLAN.K,PLAN
CNA,CNA
CPT,CPT
AU,AU
BILL.K,BILL
TTC,TTC
SNA,SNA
PWR,PWR
BWA,BWA
NI,NI
SMG,SMG
