BABA.K,BABA
TSM,TSM
JPM,JPM
V,V
JNJ,JNJ
WMT,WMT
MA,MA
DIS,DIS
BRKb,BRK.B
UNH,UNH
BAC,BAC
PG,PG
HD,HD
XOM,XOM
BRKa,BRK.A
VZ,VZ
KO,KO
NKE,NKE
T,T
ABT,ABT
TM,TM
CVX,CVX
ORCL.K,ORCL
LLY,LLY
PFE,PFE
NVS,NVS
CRM,CRM
ABBV.K,ABBV
MRK,MRK
TMO,TMO
ACN,ACN
MDT,MDT
WFC,WFC
MCD,MCD
DHR,DHR
MS,MS
HDB,HDB
C,C
SAP,SAP
SHOP.K,SHOP
HON,HON
UL,UL
NEE,NEE
UPS,UPS
UNP,UNP
BMY,BMY
PM,PM
BA,BA
SNE,SNE
LIN,LIN
TOT,TOT
NVO,NVO
RY,RY
SCHW.K,SCHW
HSBC.K,HSBC
GE,GE
SE,SE
CAT,CAT
AXP,AXP
GS,GS
RTX,RTX
LOW,LOW
TD,TD
BHP,BHP
IBM,IBM
DE,DE
BLK,BLK
EL,EL
MMM,MMM
RIO,RIO
BUD,BUD
SQ,SQ
UBER.K,UBER
NOW,NOW
LMT,LMT
DEO,DEO
CVS,CVS
AMT,AMT
UN,UN
SYK,SYK
BP,BP
SNAP.K,SNAP
RDSa,RDS.A
GSK,GSK
VALE.K,VALE
FIS,FIS
TGT,TGT
BTI,BTI
MO,MO
BX,BX
CI,CI
SPGI.K,SPGI
ANTM.K,ANTM
CNI,CNI
TFC,TFC
INFY.K,INFY
USB,USB
COP,COP
TJX,TJX
RDSb,RDS.B
CB,CB
GM,GM
PNC,PNC
BNS,BNS
ENB,ENB
PLD,PLD
SNOW.K,SNOW
BDX,BDX
WBK,WBK
ZTS,ZTS
MUFG.K,MUFG
ATC,ATC
DUK,DUK
FDX,FDX
BBL,BBL
ITW,ITW
EQNR.K,EQNR
CCI,CCI
CL,CL
ICE,ICE
BEKE.K,BEKE
DELL.K,DELL
NIO,NIO
BAM,BAM
NSC,NSC
SAN,SAN
SO,SO
HCA,HCA
UBS,UBS
ABB,ABB
SHW,SHW
TWLO.K,TWLO
IBN,IBN
ECL,ECL
VMW,VMW
COF,COF
MMC,MMC
GPN,GPN
APD,APD
SCCO.K,SCCO
D,D
TAK,TAK
BMO,BMO
BSX,BSX
ETN,ETN
SPOT.K,SPOT
RKT,RKT
TWTR.K,TWTR
PUK,PUK
EMR,EMR
CEO,CEO
MCO,MCO
MET,MET
EW,EW
AON,AON
PGR,PGR
STLA.K,STLA
HUM,HUM
EPD,EPD
NOC,NOC
HMC,HMC
WM,WM
PHG,PHG
SMFG.K,SMFG
FCX,FCX
DASH.K,DASH
LVS,LVS
GD,GD
CP,CP
F,F
CVNA.K,CVNA
RELX.K,RELX
DOW,DOW
ING,ING
PLTR.K,PLTR
TAL,TAL
NEM,NEM
DG,DG
KMB,KMB
TME,TME
TRP,TRP
PINS.K,PINS
TRI,TRI
CM,CM
TEL,TEL
E,E
ABEV.K,ABEV
EOG,EOG
JCI,JCI
NGG,NGG
SYY,SYY
PSA,PSA
AIG,AIG
BCS,BCS
SLB,SLB
KKR,KKR
BCE,BCE
APTV.K,APTV
MFC,MFC
BK,BK
DD,DD
ROP,ROP
LYG,LYG
VEEV.K,VEEV
BAX,BAX
CMI,CMI
CMG,CMG
PH,PH
LHX,LHX
INFO.K,INFO
TRV,TRV
LU,LU
MFG,MFG
BBVA.K,BBVA
PSX,PSX
MPC,MPC
TT,TT
RACE.K,RACE
CRH,CRH
DLR,DLR
SPG,SPG
CHWY.K,CHWY
APH,APH
STZ,STZ
CNQ,CNQ
IQV,IQV
KMI,KMI
SRE,SRE
PRU,PRU
WIT,WIT
LYB,LYB
A,A
HPQ,HPQ
GOLD.K,GOLD
CNC,CNC
PXD,PXD
GIS,GIS
MSCI.K,MSCI
HLT,HLT
ALC,ALC
CS,CS
AFL,AFL
LUV,LUV
ALL,ALL
PPG,PPG
PANW.K,PANW
CTVA.K,CTVA
IFF,IFF
ZBH,ZBH
SU,SU
BSMX.K,BSMX
TDG,TDG
NWG,NWG
VLO,VLO
STM,STM
ORAN.K,ORAN
YUM,YUM
ADM,ADM
CARR.K,CARR
CHT,CHT
VFC,VFC
NTR,NTR
HSY,HSY
EDU,EDU
DAL,DAL
TDOC.K,TDOC
RNG,RNG
AMX,AMX
W,W
MSI,MSI
QSR,QSR
WMB,WMB
DFS,DFS
SWK,SWK
RSG,RSG
WELL.K,WELL
FRC,FRC
SLF,SLF
ROK,ROK
ZTO,ZTO
GLW,GLW
PBR,PBR
OXY,OXY
AME,AME
OTIS.K,OTIS
PEG,PEG
STT,STT
MCK,MCK
BLL,BLL
DHI,DHI
VIPS.K,VIPS
RMD,RMD
AZO,AZO
CCL,CCL
ES,ES
MPLX.K,MPLX
TSN,TSN
WCN,WCN
TU,TU
KR,KR
WEC,WEC
U,U
RLX,RLX
MT,MT
EC,EC
CBRE.K,CBRE
DB,DB
MGA,MGA
BBY,BBY
HRL,HRL
AMP,AMP
EQR,EQR
TEF,TEF
BKR,BKR
YUMC.K,YUMC
AVB,AVB
MTD,MTD
KEYS.K,KEYS
WY,WY
AWK,AWK
AJG,AJG
RCL,RCL
DTE,DTE
FLT,FLT
WORK.K,WORK
XPEV.K,XPEV
CCEP.K,CCEP
TLK,TLK
ED,ED
LH,LH
SYF,SYF
FTV,FTV
ITUB.K,ITUB
CLX,CLX
O,O
CAJ,CAJ
LEN,LEN
APO,APO
VMC,VMC
HES,HES
ET,ET
EIX,EIX
PBRa,PBR.A
ARE,ARE
OKE,OKE
PPL,PPL
NOK,NOK
HUBS.K,HUBS
PCG,PCG
BIP,BIP
BFb,BF.B
ABC,ABC
PAYC.K,PAYC
UMC,UMC
URI,URI
NET,NET
ANET.K,ANET
FNV,FNV
MKC,MKC
IX,IX
MLM,MLM
IP,IP
PKX,PKX
CNHI.K,CNHI
EPAM.K,EPAM
FMS,FMS
GSX,GSX
VTR,VTR
EFX,EFX
LYV,LYV
GWW,GWW
FTCH.K,FTCH
K,K
IR,IR
MTB,MTB
UI,UI
HAL,HAL
KEY,KEY
KMX,KMX
RF,RF
GNRC.K,GNRC
CHD,CHD
WST,WST
BURL.K,BURL
HIG,HIG
BBD,BBD
CFG,CFG
MGM,MGM
NMR,NMR
FTS,FTS
HPE,HPE
COO,COO
TFX,TFX
KSU,KSU
FE,FE
AEE,AEE
DOV,DOV
NUE,NUE
RCI,RCI
DRI,DRI
XYL,XYL
AMCR.K,AMCR
ETR,ETR
CTLT.K,CTLT
SUZ,SUZ
PAGS.K,PAGS
AES,AES
ESS,ESS
GIB,GIB
CAG,CAG
BBDO.K,BBDO
SNN,SNN
ALB,ALB
NVR,NVR
WAT,WAT
TRU,TRU
CE,CE
VAR,VAR
INVH.K,INVH
BR,BR
ALLY.K,ALLY
EXR,EXR
QS,QS
RJF,RJF
ZEN,ZEN
WPM,WPM
DVN,DVN
PEAK.K,PEAK
CVE,CVE
SKM,SKM
IT,IT
LFC,LFC
BXP,BXP
ROL,ROL
BEPC.K,BEPC
DGX,DGX
AVTR.K,AVTR
FMX,FMX
CMS,CMS
KB,KB
GPC,GPC
OMC,OMC
SHG,SHG
TYL,TYL
VICI.K,VICI
ATUS.K,ATUS
CAH,CAH
MGP,MGP
ASX,ASX
SUI,SUI
MAA,MAA
MKL,MKL
PBA,PBA
EMN,EMN
LB,LB
WPP,WPP
TTM,TTM
IEX,IEX
BAP,BAP
J,J
STE,STE
ELAN.K,ELAN
LUMN.K,LUMN
AVY,AVY
SNP,SNP
DRE,DRE
AGR,AGR
UWMC.K,UWMC
PKI,PKI
BIO,BIO
CPB,CPB
WAB,WAB
AEM,AEM
TDY,TDY
DT,DT
MAS,MAS
ATHM.K,ATHM
CRL,CRL
CLVT.K,CLVT
KEP,KEP
ARES.K,ARES
TS,TS
VIV,VIV
L,L
EQH,EQH
FMC,FMC
JHX,JHX
CCK,CCK
GDDY.K,GDDY
BEN,BEN
FICO.K,FICO
DPZ,DPZ
SBSW.K,SBSW
HWM,HWM
WRK,WRK
SJM,SJM
PKG,PKG
IHG,IHG
BRO,BRO
SAM,SAM
LDOS.K,LDOS
UDR,UDR
WRB,WRB
CHGG.K,CHGG
MHK,MHK
CDAY.K,CDAY
EVRG.K,EVRG
BILL.K,BILL
AVLR.K,AVLR
MOH,MOH
MTN,MTN
LW,LW
MPW,MPW
NI_pb,NI$B
ENIA.K,ENIA
YSG,YSG
OSH,OSH
WPC,WPC
WHR,WHR
XPO,XPO
CNA,CNA
BCH,BCH
PHM,PHM
TEVA.K,TEVA
NLY,NLY
FDS,FDS
SNA,SNA
FBHS.K,FBHS
BSAC.K,BSAC
NTCO.K,NTCO
DVA,DVA
BHC,BHC
TPR,TPR
PWR,PWR
TXT,TXT
BKI,BKI
MOS,MOS
BEP,BEP
BWA,BWA
GGG,GGG
DAR,DAR
SMG,SMG
ESTC.K,ESTC
QGEN.K,QGEN
CNP,CNP
WLK,WLK
LNC,LNC
ATO,ATO
BFa,BF.A
AAP,AAP
FNF,FNF
UHS,UHS
TECK.K,TECK
ELS,ELS
IVZ,IVZ
CABO.K,CABO
VEDL.K,VEDL
BG,BG
BAH,BAH
IPG,IPG
CLR,CLR
LII,LII
SKLZ.K,SKLZ
RPM,RPM
GFL,GFL
TTC,TTC
NCLH.K,NCLH
ARMK.K,ARMK
CX,CX
RDY,RDY
WTRG.K,WTRG
IRM,IRM
ALLE.K,ALLE
LEA,LEA
MMP,MMP
AEG,AEG
TREX.K,TREX
DLB,DLB
CPT,CPT
GL,GL
MRO,MRO
CF,CF
BFAM.K,BFAM
WSM,WSM
WU,WU
WAL,WAL
PEN,PEN
RE,RE
DNB,DNB
LAD,LAD
CMA,CMA
LEVI.K,LEVI
HUBB.K,HUBB
GPS,GPS
NRG,NRG
AGCO.K,AGCO
AFG,AFG
PNR,PNR
AMH,AMH
WEX,WEX
