BABA.K,BABA
SPCE.K,SPCE
MMP,MMP
PWR,PWR
TECK.K,TECK
WLK,WLK
CPT,CPT
NRG,NRG
GWRE.K,GWRE
SNA,SNA
IVZ,IVZ
VST,VST
BSAC.K,BSAC
AU,AU
SKLZ.K,SKLZ
FND,FND
RH,RH
GL,GL
PLAN.K,PLAN
IRM,IRM
IPG,IPG
PEN,PEN
AMH,AMH
MNSO.K,MNSO
GFL,GFL
BFAM.K,BFAM
TS,TS
WU,WU
LNC,LNC
PNR,PNR
BG,BG
LEA,LEA
CX,CX
AOS,AOS
BHC,BHC
ARMK.K,ARMK
CF,CF
DLB,DLB
TPR,TPR
LMND.K,LMND
KGC,KGC
ATR,ATR
SMAR.K,SMAR
SCI,SCI
GFI,GFI
RE,RE
HUBB.K,HUBB
WEX,WEX
HEIa,HEI.A
ST,ST
JNPR.K,JNPR
PNW,PNW
NI,NI
LAD,LAD
OC,OC
VEDL.K,VEDL
AEG,AEG
AGCO.K,AGCO
SJR,SJR
AYX,AYX
STOR.K,STOR
SID,SID
NYT,NYT
OHI,OHI
CIEN.K,CIEN
CHE,CHE
AMWL.K,AMWL
LEVI.K,LEVI
BB,BB
WSO,WSO
NLSN.K,NLSN
CMA,CMA
ACI,ACI
Y,Y
DECK.K,DECK
PSO,PSO
ATH,ATH
AFG,AFG
OCFT.K,OCFT
LSPD.K,LSPD
EHC,EHC
MBT,MBT
ALV,ALV
GLOB.K,GLOB
CSL,CSL
JLL,JLL
FHN,FHN
ADT,ADT
AIZ,AIZ
EV,EV
VER,VER
IAA,IAA
GPS,GPS
ARW,ARW
FVRR.K,FVRR
NCLH.K,NCLH
VNO,VNO
DCI,DCI
UGI,UGI
CLR,CLR
RL,RL
KIM,KIM
G,G
RGA,RGA
ACM,ACM
RNR,RNR
RS,RS
DXC,DXC
HST,HST
RHI,RHI
COG,COG
LPL,LPL
PII,PII
NVTA.K,NVTA
USFD.K,USFD
KSS,KSS
VOYA.K,VOYA
COLD.K,COLD
SC,SC
QTWO.K,QTWO
SITE.K,SITE
ICL,ICL
WAL,WAL
NNN,NNN
KNX,KNX
H,H
GRUB.K,GRUB
EBR,EBR
BC,BC
HLF,HLF
CUBE.K,CUBE
DQ,DQ
SEE,SEE
THO,THO
ITT,ITT
RBA,RBA
BERY.K,BERY
FRT,FRT
HRC,HRC
PTR,PTR
VRT,VRT
BLD,BLD
TOL,TOL
HII,HII
PLNT.K,PLNT
KRC,KRC
OSK,OSK
CAE,CAE
OMF,OMF
TPL,TPL
PSTG.K,PSTG
SQM,SQM
AXTA.K,AXTA
TMX,TMX
PFGC.K,PFGC
HEI,HEI
CPRI.K,CPRI
TRGP.K,TRGP
POST.K,POST
CLF,CLF
REXR.K,REXR
JBL,JBL
AN,AN
PVH,PVH
PB,PB
ORA,ORA
MDLA.K,MDLA
HOG,HOG
ALK,ALK
TFII.K,TFII
SSL,SSL
CACI.K,CACI
GMED.K,GMED
OGE,OGE
WES,WES
CCIV_u.K,CCIV.U
MSA,MSA
PHI,PHI
HTA,HTA
PSXP.K,PSXP
DKS,DKS
JEF,JEF
HUYA.K,HUYA
AZEK.K,AZEK
BE,BE
WMS,WMS
LSI,LSI
TIMB.K,TIMB
YETI.K,YETI
BJ,BJ
WF,WF
FAF,FAF
MRO,MRO
PRGO.K,PRGO
HUN,HUN
HESM.K,HESM
JHG,JHG
PRLB.K,PRLB
SON,SON
CLGX.K,CLGX
MTZ,MTZ
SAIC.K,SAIC
HAE,HAE
CFR,CFR
TKR,TKR
NEP,NEP
NVST.K,NVST
CCIV.K,CCIV
EBS,EBS
JWN,JWN
WFC_pl,WFC$L
AIRC.K,AIRC
ACC,ACC
COR,COR
NVRO.K,NVRO
CHH,CHH
ASAN.K,ASAN
LEG,LEG
TPX,TPX
ORI,ORI
SNV,SNV
WH,WH
PRI,PRI
VNT,VNT
INSP.K,INSP
MPLN.K,MPLN
SKX,SKX
PSTH.K,PSTH
STWD.K,STWD
BBU,BBU
TX,TX
DM,DM
FOUR.K,FOUR
EGP,EGP
MDU,MDU
SF,SF
HBI,HBI
AER,AER
SBS,SBS
KT,KT
SWI,SWI
FR,FR
BWXT.K,BWXT
BRX,BRX
ELC,ELC
EVR,EVR
RAMP.K,RAMP
ENIC.K,ENIC
VAC,VAC
MAN,MAN
GIL,GIL
BHVN.K,BHVN
COTY.K,COTY
AMG,AMG
INGR.K,INGR
TNET.K,TNET
BYD,BYD
THC,THC
RBC,RBC
ORCC.K,ORCC
CCJ,CCJ
GGB,GGB
SAIL.K,SAIL
EME,EME
PAG,PAG
NYCB.K,NYCB
STZb,STZ.B
UNM,UNM
ASH,ASH
PAC,PAC
FTI,FTI
ALSN.K,ALSN
ESNT.K,ESNT
CLDR.K,CLDR
FLO,FLO
NOV,NOV
DEI,DEI
FLS,FLS
KWR,KWR
HHC,HHC
TKC,TKC
ASR,ASR
M,M
HFC,HFC
SHAK.K,SHAK
AL,AL
WK,WK
SLG,SLG
STAG.K,STAG
CUZ,CUZ
NEWR.K,NEWR
MP,MP
MMS,MMS
EXP,EXP
DDD,DDD
HLI,HLI
KMPR.K,KMPR
LAZ,LAZ
PRSP.K,PRSP
RXN,RXN
HASI.K,HASI
TV,TV
UGP,UGP
IIPR.K,IIPR
ASGN.K,ASGN
CFX,CFX
JMIA.K,JMIA
AUY,AUY
FL,FL
EQT,EQT
CC,CC
SHLX.K,SHLX
BAC_pl,BAC$L
IDA,IDA
NOMD.K,NOMD
CW,CW
NOVA.K,NOVA
XEC,XEC
AYI,AYI
RLI,RLI
VVV,VVV
CR,CR
CLH,CLH
WWE,WWE
NAV,NAV
MSM,MSM
NEU,NEU
DAVA.K,DAVA
SNX,SNX
NCR,NCR
PFSI.K,PFSI
GPK,GPK
ENV,ENV
WBS,WBS
SRC,SRC
ESI,ESI
FSR,FSR
GTES.K,GTES
OVV,OVV
LPX,LPX
RYN,RYN
THG,THG
SWCH.K,SWCH
XRX,XRX
DAO,DAO
NEA,NEA
KBR,KBR
QTS,QTS
PNM,PNM
MTG,MTG
DNMR.K,DNMR
VMI,VMI
DCP,DCP
X,X
PK,PK
WTS,WTS
SSD,SSD
HR,HR
APAM.K,APAM
FCN,FCN
GKOS.K,GKOS
UNF,UNF
SAFE.K,SAFE
NRZ,NRZ
ADC,ADC
AJRD.K,AJRD
BXMT.K,BXMT
JBGS.K,JBGS
ARD,ARD
PD,PD
CZZ,CZZ
MSP,MSP
EGHT.K,EGHT
RSI,RSI
UAA,UAA
MSGS.K,MSGS
STN,STN
WYND.K,WYND
OLN,OLN
WCC,WCC
HIW,HIW
VVNT.K,VVNT
CWEN.K,CWEN
CIB,CIB
AM,AM
GRA,GRA
NVT,NVT
CRI,CRI
OGS,OGS
KBH,KBH
TRNO.K,TRNO
RDN,RDN
JBT,JBT
AEO,AEO
AWI,AWI
AXS,AXS
POR,POR
SNDR.K,SNDR
HXL,HXL
PSB,PSB
BKH,BKH
AG,AG
CIT,CIT
SLQT.K,SLQT
SPR,SPR
CBD,CBD
STL,STL
NFG,NFG
DOC,DOC
GOOS.K,GOOS
PSN,PSN
CNNE.K,CNNE
HE,HE
SEM,SEM
RHP,RHP
AVNT.K,AVNT
ENS,ENS
NVG,NVG
IFS,IFS
HPP,HPP
MUSA.K,MUSA
OSB,OSB
YALA.K,YALA
AB,AB
TMHC.K,TMHC
WNS,WNS
R,R
CBU,CBU
UA,UA
ADS,ADS
REZI.K,REZI
IGT,IGT
EQC,EQC
MFG,MFG
MDC,MDC
TGNA.K,TGNA
BCO,BCO
AMN,AMN
AA,AA
SWX,SWX
GRP_u,GRP.U
CPA,CPA
BSMX.K,BSMX
CWK,CWK
APG,APG
CMD,CMD
NJR,NJR
LCII.K,LCII
BKU,BKU
AQUA.K,AQUA
BMEZ.K,BMEZ
SPB,SPB
CNS,CNS
FNB,FNB
PRG,PRG
MC,MC
UNVR.K,UNVR
CNMD.K,CNMD
SOGO.K,SOGO
ALE,ALE
BOH,BOH
MTH,MTH
NAD,NAD
WTM,WTM
BRFS.K,BRFS
HRB,HRB
KMT,KMT
DNP,DNP
TRTN.K,TRTN
VSH,VSH
TRN,TRN
AGI,AGI
HI,HI
KEX,KEX
SR,SR
IBP,IBP
EPR,EPR
CNO,CNO
NSP,NSP
ADNT.K,ADNT
CWH,CWH
GATX.K,GATX
MAX,MAX
PCI,PCI
CCU,CCU
ENR,ENR
MAC,MAC
SXT,SXT
GOLF.K,GOLF
MCY,MCY
AGO,AGO
JKS,JKS
SIX,SIX
NUS,NUS
ROG,ROG
HL,HL
OFC,OFC
VNE,VNE
WRI,WRI
BIPC.K,BIPC
FN,FN
NHI,NHI
NOAH.K,NOAH
CANG.K,CANG
BXS,BXS
AMC,AMC
TDC,TDC
FHI,FHI
APLE.K,APLE
MYTE.K,MYTE
ETRN.K,ETRN
LXP,LXP
AWR,AWR
DAN,DAN
LTHM.K,LTHM
GHC,GHC
BFT,BFT
PHR,PHR
FSKR.K,FSKR
BOX,BOX
AIT,AIT
BIOb,BIO.B
ABG,ABG
ALLY_pa.K,ALLY$A
ATCO.K,ATCO
BMI,BMI
WOR,WOR
ASB,ASB
ARNC.K,ARNC
HTH,HTH
BSTZ.K,BSTZ
NGVT.K,NGVT
MED,MED
CNX,CNX
ACA,ACA
JELD.K,JELD
GDOT.K,GDOT
ONTO.K,ONTO
EAF,EAF
USM,USM
HMY,HMY
AEL,AEL
EAT,EAT
CWT,CWT
DY,DY
TARO.K,TARO
NEE_pp,NEE$P
MAXR.K,MAXR
NNI,NNI
CIXX.K,CIXX
HP,HP
FUBO.K,FUBO
AMRC.K,AMRC
FUL,FUL
OUT,OUT
MATX.K,MATX
JOE,JOE
BNL,BNL
AVA,AVA
WD,WD
EXG,EXG
RVLV.K,RVLV
GPI,GPI
HYLN.K,HYLN
CUK,CUK
CIG,CIG
TPH,TPH
FLR,FLR
SAVE.K,SAVE
BVN,BVN
PJT,PJT
SCL,SCL
EVTC.K,EVTC
HGV,HGV
ELY,ELY
DHR_pa,DHR$A
ABM,ABM
ESE,ESE
TEX,TEX
LENb,LEN.B
SUN,SUN
KFY,KFY
PEB,PEB
ITGR.K,ITGR
C_pn,C$N
BFT_u,BFT.U
SWN,SWN
NSA,NSA
PRMW.K,PRMW
CNK,CNK
CBT,CBT
XL,XL
YELP.K,YELP
AZUL.K,AZUL
UTF,UTF
MXL,MXL
DOOR.K,DOOR
B,B
BRC,BRC
MIC,MIC
PING.K,PING
SPXC.K,SPXC
SUM,SUM
TAC,TAC
KW,KW
WWW,WWW
SSTK.K,SSTK
BGS,BGS
CIM,CIM
RRC,RRC
THS,THS
KAR,KAR
CMC,CMC
ENBL.K,ENBL
MANU.K,MANU
TROX.K,TROX
AX,AX
CLNY.K,CLNY
SHO,SHO
CADE.K,CADE
AIN,AIN
KOF,KOF
ZNH,ZNH
AVAL.K,AVAL
NUV,NUV
FBC,FBC
ATI,ATI
SEAS.K,SEAS
ADCT.K,ADCT
RMO,RMO
NZF,NZF
RCUS.K,RCUS
FUN,FUN
MD,MD
RLJ,RLJ
FLOW.K,FLOW
CWENa.K,CWEN.A
DHR_pb,DHR$B
EPRT.K,EPRT
WGO,WGO
LAC,LAC
SITC.K,SITC
GB,GB
BIG,BIG
MGY,MGY
SJI,SJI
AVNS.K,AVNS
MYOV.K,MYOV
TRQ,TRQ
BCAT.K,BCAT
ATKR.K,ATKR
MSGE.K,MSGE
LBRT.K,LBRT
OIBRc.K,OIBR.C
KTB,KTB
CDE,CDE
NAC,NAC
JWa,JW.A
TCP,TCP
MOGa,MOG.A
MAIN.K,MAIN
MTX,MTX
NEE_pq,NEE$Q
FSK,FSK
FBP,FBP
IBA,IBA
YEXT.K,YEXT
CEA,CEA
OMI,OMI
UTZ,UTZ
BDC,BDC
TDS,TDS
FIX,FIX
AR,AR
IPOE.K,IPOE
PVG,PVG
RPAI.K,RPAI
MLI,MLI
PBH,PBH
JPM_pc,JPM$C
ATGE.K,ATGE
IPOF.K,IPOF
INT,INT
WHD,WHD
OI,OI
TSE,TSE
CMP,CMP
CALX.K,CALX
FSS,FSS
AVTR_pa.K,AVTR$A
GDV,GDV
MUR,MUR
FCPT.K,FCPT
MFGP.K,MFGP
PDM,PDM
BKE,BKE
PGRE.K,PGRE
CUB,CUB
RIG,RIG
BCC,BCC
EVA,EVA
WBT,WBT
PQG,PQG
ENLC.K,ENLC
HRI,HRI
EGO,EGO
SIG,SIG
MTOR.K,MTOR
CRC,CRC
AVYA.K,AVYA
BDN,BDN
BDXB.K,BDXB
PRO,PRO
OR,OR
MWA,MWA
JPS,JPS
MTDR.K,MTDR
EPC,EPC
LZB,LZB
PTY,PTY
CTB,CTB
ADX,ADX
FTAI.K,FTAI
AZRE.K,AZRE
SJW,SJW
NEE_po,NEE$O
BUR,BUR
SKY,SKY
CVA,CVA
DDS,DDS
CVI,CVI
ETY,ETY
PCGU.K,PCGU
ITCB.K,ITCB
GCP,GCP
WFC_pq,WFC$Q
JPM_pd,JPM$D
VGR,VGR
DEA,DEA
WRE,WRE
BTT,BTT
ZUO,ZUO
USNA.K,USNA
GSBD.K,GSBD
APTV_pa.K,APTV$A
SAH,SAH
ABR,ABR
BSM,BSM
RLGY.K,RLGY
T_pc,T$C
KN,KN
CSTM.K,CSTM
FBK,FBK
WFC_pz,WFC$Z
CPK,CPK
IPOE_u.K,IPOE.U
DRH,DRH
JHI,JHI
LGFb,LGF.B
PMT,PMT
EURN.K,EURN
PDI,PDI
XHR,XHR
HTGC.K,HTGC
ESRT.K,ESRT
SOLN.K,SOLN
EVT,EVT
AAT,AAT
MFA,MFA
AMK,AMK
EB,EB
PIPR.K,PIPR
TWO,TWO
KRO,KRO
MNR,MNR
HNP,HNP
ALG,ALG
C_pk,C$K
IPOF_u.K,IPOF.U
DSL,DSL
SBH,SBH
UE,UE
RVT,RVT
NS,NS
BOOT.K,BOOT
RQI,RQI
HMN,HMN
KAI,KAI
ACB,ACB
DKL,DKL
VSTO.K,VSTO
ARI,ARI
BALY.K,BALY
UFS,UFS
MKCv,MKC.V
IAG,IAG
USPH.K,USPH
GAB,GAB
PBI,PBI
BV,BV
CCS,CCS
SI,SI
HKIB.K,HKIB
TY,TY
HOME.K,HOME
PNC_pp,PNC$P
CRS,CRS
CXP,CXP
ZYME.K,ZYME
NTB,NTB
COF_pi,COF$I
ELP,ELP
BDJ,BDJ
WDR,WDR
YPF,YPF
CIGc,CIG.C
GTN,GTN
SBE,SBE
HEP,HEP
LTC,LTC
HY,HY
HBM,HBM
GES,GES
BBN,BBN
LNN,LNN
BSIG.K,BSIG
EBRb,EBR.B
SCS,SCS
TR,TR
CEQP.K,CEQP
UIS,UIS
TUP,TUP
NPO,NPO
SKT,SKT
BAK,BAK
WPF,WPF
EVH,EVH
RAD,RAD
DK,DK
TBA,TBA
CPG,CPG
KEN,KEN
UNFI.K,UNFI
SBE_u,SBE.U
WSOb,WSO.B
MS_pf,MS$F
CNR,CNR
AMRX.K,AMRX
GNL,GNL
BAC_pb,BAC$B
ANF,ANF
PFS,PFS
SOL,SOL
DLX,DLX
USA,USA
CLB,CLB
CBZ,CBZ
KAMN.K,KAMN
SYX,SYX
GNW,GNW
MHO,MHO
GVA,GVA
JPM_pg,JPM$G
ARGO.K,ARGO
VCRA.K,VCRA
DEN,DEN
HNI,HNI
BAC_pm,BAC$M
MMI,MMI
SA,SA
FPF,FPF
MEI,MEI
KRG,KRG
PAR,PAR
AROC.K,AROC
MTRN.K,MTRN
FSM,FSM
TSLX.K,TSLX
BAC_pn,BAC$N
BRMK.K,BRMK
ALX,ALX
HSC,HSC
BTZ,BTZ
DCUE.K,DCUE
FFG,FFG
GFF,GFF
ETV,ETV
HYT,HYT
ETG,ETG
GWB,GWB
STPK.K,STPK
ZIM,ZIM
PLT,PLT
NWN,NWN
CODI.K,CODI
FTV_pa,FTV$A
GHG,GHG
KKR_pc,KKR$C
GS_pd,GS$D
BST,BST
AKR,AKR
WMK,WMK
PACK.K,PACK
BXMX.K,BXMX
SAND.K,SAND
IRT,IRT
NFJ,NFJ
STC,STC
USAC.K,USAC
WPF_u,WPF.U
COF_pj,COF$J
GMS,GMS
VLRS.K,VLRS
TNC,TNC
EPAC.K,EPAC
MSC,MSC
PTA,PTA
PGTI.K,PGTI
ACH,ACH
ERJ,ERJ
T_pa,T$A
BPMP.K,BPMP
AIR,AIR
LADR.K,LADR
ALL_ph,ALL$H
MODN.K,MODN
AKOb,AKO.B
AZZ,AZZ
GOL,GOL
LINX.K,LINX
CYH,CYH
NFH,NFH
STPK_u.K,STPK.U
SWM,SWM
CLI,CLI
GBX,GBX
NRK,NRK
FOE,FOE
HCC,HCC
DIN,DIN
DGNR.K,DGNR
WFC_pa,WFC$A
WFC_px,WFC$X
LGFa,LGF.A
FDP,FDP
PRPB_u.K,PRPB.U
UVV,UVV
USB_pm,USB$M
JPM_ph,JPM$H
NMZ,NMZ
TPGY.K,TPGY
GTY,GTY
EVRI.K,EVRI
STAR.K,STAR
FCF,FCF
FRO,FRO
MS_pk,MS$K
OXM,OXM
PBF,PBF
ALEX.K,ALEX
IMAX.K,IMAX
MS_pi,MS$I
JWS,JWS
PRPB.K,PRPB
ELF,ELF
DUK_pa,DUK$A
BAC_po,BAC$O
RGR,RGR
BSX_pa,BSX$A
CRHC.K,CRHC
BAC_pc,BAC$C
CLS,CLS
TGP,TGP
BIF,BIF
DRQ,DRQ
APSG.K,APSG
NEXA.K,NEXA
MS_pa,MS$A
DTP,DTP
CRK,CRK
GSAH.K,GSAH
CHCT.K,CHCT
FINV.K,FINV
DBD,DBD
RNP,RNP
C_pj,C$J
GS_pj,GS$J
FOR,FOR
ARCO.K,ARCO
SXI,SXI
RTP,RTP
GEO,GEO
EOS,EOS
CLNC.K,CLNC
ETW,ETW
MET_pf,MET$F
C_ps,C$S
NBHC.K,NBHC
HQH,HQH
COF_pg,COF$G
DGNR_u.K,DGNR.U
UWMC.K,UWMC
GEFb,GEF.B
AKOa,AKO.A
AXL,AXL
AWF,AWF
WFC_pw,WFC$W
GEF,GEF
CTS,CTS
AJAX_u.K,AJAX.U
RWT,RWT
LRN,LRN
FFC,FFC
MS_pe,MS$E
IH,IH
PRA,PRA
ATH_pa,ATH$A
RES,RES
NXRT.K,NXRT
MYI,MYI
KOS,KOS
CMRE.K,CMRE
GFLU.K,GFLU
WOW,WOW
TFC_pr,TFC$R
KREF.K,KREF
SM,SM
OEC,OEC
USB_ph,USB$H
WFC_pr,WFC$R
JWS_u,JWS.U
BRBR.K,BRBR
