BABA.K,BABA
GWRE.K,GWRE
SMG,SMG
PNR,PNR
SBSW.K,SBSW
WU,WU
OCFT.K,OCFT
AOS,AOS
CGC,CGC
ESTC.K,ESTC
MHK,MHK
SJR,SJR
GPS,GPS
HUBB.K,HUBB
MMP,MMP
TAP,TAP
CHGG.K,CHGG
SCI,SCI
DLB,DLB
STOR.K,STOR
IAA,IAA
IPG,IPG
PLAN.K,PLAN
EBR,EBR
ATR,ATR
LEA,LEA
BG,BG
LNC,LNC
VER,VER
FSLY.K,FSLY
BSAC.K,BSAC
RGA,RGA
NRG,NRG
OHI,OHI
DAR,DAR
AIZ,AIZ
WEX,WEX
TREX.K,TREX
ATH,ATH
IRM,IRM
TECK.K,TECK
CSL,CSL
ACM,ACM
BILL.K,BILL
UGI,UGI
SNX,SNX
TS,TS
G,G
CHE,CHE
NVTA.K,NVTA
FND,FND
RS,RS
AFG,AFG
GLOB.K,GLOB
WSO,WSO
ALV,ALV
VNO,VNO
MBT,MBT
HST,HST
RH,RH
OC,OC
CMA,CMA
ST,ST
EV,EV
RBA,RBA
AYX,AYX
RHI,RHI
TPR,TPR
EHC,EHC
NNN,NNN
FRT,FRT
GFL,GFL
LAD,LAD
ACI,ACI
JNPR.K,JNPR
WSM,WSM
COLD.K,COLD
DECK.K,DECK
HEI,HEI
SWI,SWI
BERY.K,BERY
BHC,BHC
CX,CX
PTR,PTR
LEVI.K,LEVI
USFD.K,USFD
SC,SC
AEG,AEG
JLL,JLL
COG,COG
OGE,OGE
KRC,KRC
VOYA.K,VOYA
KNX,KNX
POST.K,POST
H,H
DCI,DCI
MOS,MOS
IVZ,IVZ
AGCO.K,AGCO
SEE,SEE
CIEN.K,CIEN
FHN,FHN
PRGO.K,PRGO
AXTA.K,AXTA
GRUB.K,GRUB
HII,HII
PHI,PHI
CUBE.K,CUBE
CF,CF
ARW,ARW
MNSO.K,MNSO
NYT,NYT
WF,WF
PLNT.K,PLNT
SMAR.K,SMAR
HRC,HRC
TMX,TMX
PFGC.K,PFGC
TTM,TTM
REXR.K,REXR
ITT,ITT
AMWL.K,AMWL
HTA,HTA
CAE,CAE
KIM,KIM
CLGX.K,CLGX
PSO,PSO
ADT,ADT
RL,RL
CACI.K,CACI
JEF,JEF
SBS,SBS
HLF,HLF
PSXP.K,PSXP
NVRO.K,NVRO
PB,PB
MPLN.K,MPLN
TIMB.K,TIMB
SON,SON
PII,PII
QTWO.K,QTWO
LEG,LEG
GMED.K,GMED
ORI,ORI
SITE.K,SITE
ACC,ACC
ALK,ALK
CHH,CHH
MSA,MSA
JBL,JBL
TOL,TOL
HAE,HAE
EGP,EGP
NCLH.K,NCLH
LSI,LSI
WFC_pl,WFC$L
VRT,VRT
HUN,HUN
AN,AN
PAA,PAA
NLSN.K,NLSN
BJ,BJ
BLD,BLD
FAF,FAF
FR,FR
CVE,CVE
BC,BC
DXC,DXC
TKR,TKR
OMF,OMF
HOG,HOG
VAC,VAC
WAL,WAL
CLR,CLR
ELC,ELC
BWXT.K,BWXT
AZEK.K,AZEK
DEI,DEI
CFR,CFR
MDU,MDU
ORCC.K,ORCC
BHVN.K,BHVN
COR,COR
BBU,BBU
SKX,SKX
AUY,AUY
PVH,PVH
KT,KT
OSK,OSK
VEDL.K,VEDL
SQM,SQM
SID,SID
SAIC.K,SAIC
ENIC.K,ENIC
PRI,PRI
TNET.K,TNET
INGR.K,INGR
ESNT.K,ESNT
HESM.K,HESM
WH,WH
MAN,MAN
STWD.K,STWD
YETI.K,YETI
GIL,GIL
ASH,ASH
NVST.K,NVST
PAG,PAG
FOUR.K,FOUR
SPCE.K,SPCE
FVRR.K,FVRR
SF,SF
ICL,ICL
JHG,JHG
NEP,NEP
DKS,DKS
FLO,FLO
VNT,VNT
PE,PE
MSP,MSP
STAG.K,STAG
LPL,LPL
IDA,IDA
INSP.K,INSP
PAC,PAC
STZb,STZ.B
CUZ,CUZ
PSTG.K,PSTG
EBS,EBS
TRGP.K,TRGP
WES,WES
PSTH.K,PSTH
THO,THO
ALSN.K,ALSN
TPX,TPX
RBC,RBC
MMS,MMS
RLI,RLI
KMPR.K,KMPR
BAC_pl,BAC$L
ASR,ASR
NOMD.K,NOMD
TX,TX
HBI,HBI
SNV,SNV
MSM,MSM
TFII.K,TFII
AER,AER
HLI,HLI
WMS,WMS
DVN,DVN
RXN,RXN
CW,CW
TV,TV
EME,EME
AIV,AIV
HUYA.K,HUYA
SSL,SSL
MDLA.K,MDLA
ASGN.K,ASGN
UNM,UNM
NAV,NAV
KWR,KWR
UGP,UGP
HR,HR
BRX,BRX
GGB,GGB
TPL,TPL
FLS,FLS
XRX,XRX
NOV,NOV
ENV,ENV
CPRI.K,CPRI
SWX,SWX
NEU,NEU
THG,THG
AXS,AXS
VVV,VVV
TKC,TKC
MSGS.K,MSGS
SLG,SLG
LAZ,LAZ
KSS,KSS
OGS,OGS
CFX,CFX
HE,HE
EVR,EVR
ARD,ARD
FL,FL
NYCB.K,NYCB
CLH,CLH
TRNO.K,TRNO
MTZ,MTZ
NEA,NEA
SSD,SSD
CZZ,CZZ
MRO,MRO
PFSI.K,PFSI
AAN,AAN
GPK,GPK
ORA,ORA
BKH,BKH
AYI,AYI
POR,POR
RAMP.K,RAMP
WTS,WTS
SNDR.K,SNDR
QTS,QTS
PNM,PNM
SRC,SRC
MUSA.K,MUSA
EQT,EQT
JBGS.K,JBGS
AMG,AMG
DOC,DOC
GOOS.K,GOOS
MTG,MTG
AL,AL
HHC,HHC
BYD,BYD
CNNE.K,CNNE
SAIL.K,SAIL
CCJ,CCJ
VVNT.K,VVNT
BXMT.K,BXMT
CWEN.K,CWEN
EXP,EXP
KBR,KBR
GTES.K,GTES
NFG,NFG
LMND.K,LMND
CRI,CRI
CC,CC
ADC,ADC
APAM.K,APAM
KCAC_u.K,KCAC.U
PSB,PSB
HPP,HPP
HIW,HIW
HYLN.K,HYLN
RDN,RDN
CR,CR
FCN,FCN
RYN,RYN
SHLX.K,SHLX
GRA,GRA
WYND.K,WYND
HASI.K,HASI
DAVA.K,DAVA
UNF,UNF
PRSP.K,PRSP
AGI,AGI
PRLB.K,PRLB
NSP,NSP
NVT,NVT
ENS,ENS
THC,THC
SWCH.K,SWCH
CBU,CBU
LSPD.K,LSPD
HFC,HFC
HXL,HXL
WBS,WBS
AWI,AWI
NRZ,NRZ
HRB,HRB
NJR,NJR
MFG,MFG
OLN,OLN
SEM,SEM
SOGO.K,SOGO
NVG,NVG
GRP_u,GRP.U
IIPR.K,IIPR
CIT,CIT
WNS,WNS
VMI,VMI
MTH,MTH
PK,PK
WPX,WPX
SLQT.K,SLQT
UAA,UAA
JBT,JBT
SR,SR
CBD,CBD
CLF,CLF
STN,STN
CIB,CIB
ASAN.K,ASAN
XEC,XEC
ADS,ADS
LPX,LPX
AVNT.K,AVNT
SHAK.K,SHAK
WK,WK
SAFE.K,SAFE
COTY.K,COTY
NEWR.K,NEWR
FTI,FTI
EQC,EQC
PSN,PSN
RHP,RHP
ENR,ENR
CWK,CWK
SPR,SPR
TMHC.K,TMHC
ESI,ESI
BIPC.K,BIPC
WWE,WWE
CLDR.K,CLDR
NAD,NAD
DNP,DNP
SXT,SXT
AQUA.K,AQUA
STL,STL
BSMX.K,BSMX
TGNA.K,TGNA
ARNC.K,ARNC
UA,UA
CNS,CNS
AB,AB
BIOb,BIO.B
BVN,BVN
DCP,DCP
HMY,HMY
ALE,ALE
NCR,NCR
AM,AM
KBH,KBH
ETRN.K,ETRN
R,R
BOH,BOH
AA,AA
MDC,MDC
BRFS.K,BRFS
UNVR.K,UNVR
NOVA.K,NOVA
CPA,CPA
LCII.K,LCII
AWR,AWR
AMN,AMN
OVV,OVV
GDOT.K,GDOT
GKOS.K,GKOS
CNO,CNO
NHI,NHI
WCC,WCC
PCI,PCI
BXS,BXS
LXP,LXP
BMEZ.K,BMEZ
WOR,WOR
WTM,WTM
FNB,FNB
SCL,SCL
KMT,KMT
NGVT.K,NGVT
IBP,IBP
ALLY_pa.K,ALLY$A
GATX.K,GATX
BB,BB
HL,HL
JWN,JWN
AIT,AIT
TRTN.K,TRTN
GOLF.K,GOLF
OFC,OFC
DQ,DQ
NNI,NNI
APLE.K,APLE
AJRD.K,AJRD
KEX,KEX
ABM,ABM
BKU,BKU
JKS,JKS
FUL,FUL
DAO,DAO
CNMD.K,CNMD
OSB,OSB
BCO,BCO
USM,USM
SPB,SPB
CWT,CWT
FHI,FHI
APG,APG
AEO,AEO
ZNH,ZNH
ACA,ACA
MIC,MIC
WRI,WRI
VSH,VSH
ADNT.K,ADNT
ATCO.K,ATCO
FSKR.K,FSKR
BE,BE
OUT,OUT
AVA,AVA
PJT,PJT
TRN,TRN
BOX,BOX
ROG,ROG
CCIV_u.K,CCIV.U
ESE,ESE
EVTC.K,EVTC
MATX.K,MATX
DHR_pa,DHR$A
NEE_pp,NEE$P
CCU,CCU
CCIV.K,CCIV
SIX,SIX
ADCT.K,ADCT
MANU.K,MANU
C_pn,C$N
AGO,AGO
HI,HI
FN,FN
CMC,CMC
NSA,NSA
NUS,NUS
BNL,BNL
ABG,ABG
MC,MC
AEL,AEL
CBT,CBT
EXG,EXG
MCY,MCY
SSTK.K,SSTK
ASB,ASB
CMD,CMD
M,M
EPR,EPR
UTF,UTF
AG,AG
ITGR.K,ITGR
B,B
WWW,WWW
SJI,SJI
IFS,IFS
CIG,CIG
PRMW.K,PRMW
CEA,CEA
DY,DY
WD,WD
DAN,DAN
DHR_pb,DHR$B
KAR,KAR
CIM,CIM
HGV,HGV
EGO,EGO
CUK,CUK
TARO.K,TARO
MOGa,MOG.A
LENb,LEN.B
X,X
GNW,GNW
REZI.K,REZI
PVG,PVG
KOF,KOF
CWH,CWH
TCO,TCO
GHC,GHC
NUV,NUV
JELD.K,JELD
GPI,GPI
BRC,BRC
PD,PD
BMI,BMI
MAX,MAX
PEB,PEB
CWENa.K,CWEN.A
TDC,TDC
BSTZ.K,BSTZ
FLOW.K,FLOW
EAT,EAT
ENBL.K,ENBL
TPH,TPH
NZF,NZF
SUN,SUN
KW,KW
SHO,SHO
CMP,CMP
HTH,HTH
NAC,NAC
CNX,CNX
THS,THS
SEAS.K,SEAS
SPXC.K,SPXC
EAF,EAF
YELP.K,YELP
MTX,MTX
TCP,TCP
FCPT.K,FCPT
BUR,BUR
YEXT.K,YEXT
IGT,IGT
CHX,CHX
AMRC.K,AMRC
JPM_pc,JPM$C
MAIN.K,MAIN
DOOR.K,DOOR
KTB,KTB
KFY,KFY
FSK,FSK
SUM,SUM
AIN,AIN
MTOR.K,MTOR
BCAT.K,BCAT
AVNS.K,AVNS
TEX,TEX
NEE_pq,NEE$Q
FUN,FUN
EPRT.K,EPRT
CTB,CTB
CUB,CUB
FSS,FSS
TDS,TDS
MXL,MXL
SAVE.K,SAVE
IBA,IBA
AX,AX
JWa,JW.A
RLJ,RLJ
ONTO.K,ONTO
FLR,FLR
CLNY.K,CLNY
VNE,VNE
MSGE.K,MSGE
RF_pa,RF$A
CPK,CPK
MED,MED
FIT,FIT
SJW,SJW
EGHT.K,EGHT
LTHM.K,LTHM
MLI,MLI
CDE,CDE
JPM_pd,JPM$D
BFT,BFT
ZYME.K,ZYME
JPS,JPS
HP,HP
YPF,YPF
OIBRc.K,OIBR.C
OR,OR
OI,OI
FIX,FIX
EBRb,EBR.B
MWA,MWA
SRE_pa,SRE$A
ADX,ADX
AZUL.K,AZUL
GCP,GCP
T_pc,T$C
HNP,HNP
BIG,BIG
JOE,JOE
INT,INT
PDM,PDM
AVAL.K,AVAL
EURN.K,EURN
SOLN.K,SOLN
WFC_pq,WFC$Q
GDV,GDV
TAC,TAC
AMK,AMK
FBP,FBP
WHD,WHD
RRC,RRC
WRE,WRE
WFC_pz,WFC$Z
SITC.K,SITC
BTT,BTT
TRQ,TRQ
PBH,PBH
EVA,EVA
SAH,SAH
ETY,ETY
NOAH.K,NOAH
CADE.K,CADE
NEE_po,NEE$O
PING.K,PING
PQG,PQG
DEA,DEA
PHR,PHR
PGRE.K,PGRE
TROX.K,TROX
FBC,FBC
GSBD.K,GSBD
BDN,BDN
BGS,BGS
AVTR_pa.K,AVTR$A
GB,GB
VGR,VGR
EPC,EPC
SWN,SWN
PCGU.K,PCGU
ELY,ELY
KRO,KRO
PMT,PMT
LZB,LZB
TWO,TWO
C_pk,C$K
PIPR.K,PIPR
MKCv,MKC.V
HKIB.K,HKIB
ELP,ELP
PTY,PTY
PDI,PDI
DSL,DSL
HMN,HMN
ALG,ALG
ABR,ABR
RPAI.K,RPAI
IAG,IAG
PRO,PRO
OMI,OMI
NTB,NTB
HNI,HNI
JHI,JHI
BAK,BAK
WGO,WGO
AAT,AAT
CNK,CNK
PNC_pp,PNC$P
USNA.K,USNA
BCC,BCC
BDXB.K,BDXB
CSTM.K,CSTM
BFT_u,BFT.U
HRI,HRI
MD,MD
NWN,NWN
RQI,RQI
SKY,SKY
BDC,BDC
ATI,ATI
ARI,ARI
EVT,EVT
COF_pi,COF$I
KAI,KAI
FBK,FBK
BKE,BKE
GAB,GAB
FTAI.K,FTAI
HSBC_pa.K,HSBC$A
DCUE.K,DCUE
CVA,CVA
RVLV.K,RVLV
KN,KN
UE,UE
APTV_pa.K,APTV$A
BEST.K,BEST
ENLC.K,ENLC
BV,BV
TSE,TSE
BSM,BSM
MFA,MFA
AVYA.K,AVYA
GNL,GNL
RCUS.K,RCUS
UFS,UFS
GTN,GTN
BAC_pb,BAC$B
SAND.K,SAND
TY,TY
MAXR.K,MAXR
MNR,MNR
SCS,SCS
ATGE.K,ATGE
MAC,MAC
JPM_pg,JPM$G
ARGO.K,ARGO
LTC,LTC
PAGP.K,PAGP
BBN,BBN
BDJ,BDJ
RVT,RVT
KAMN.K,KAMN
MSC,MSC
CXP,CXP
ITCB.K,ITCB
BAC_pm,BAC$M
MYOV.K,MYOV
NPO,NPO
ALX,ALX
CCS,CCS
TUP,TUP
FTV_pa,FTV$A
AZRE.K,AZRE
HYT,HYT
BAC_pn,BAC$N
CBZ,CBZ
GHG,GHG
CALX.K,CALX
USPH.K,USPH
HTGC.K,HTGC
MMI,MMI
XHR,XHR
USA,USA
MEI,MEI
YALA.K,YALA
BRMK.K,BRMK
HBM,HBM
FPF,FPF
SA,SA
SIG,SIG
CIGc,CIG.C
DRH,DRH
CVI,CVI
MUR,MUR
ACB,ACB
FSM,FSM
GFF,GFF
BTZ,BTZ
TSLX.K,TSLX
VERT_u.K,VERT.U
IRT,IRT
ESRT.K,ESRT
GS_pd,GS$D
BSIG.K,BSIG
FRO,FRO
ETV,ETV
MGY,MGY
WPF,WPF
KKR_pc,KKR$C
LNN,LNN
T_pa,T$A
WSOb,WSO.B
NS,NS
TNC,TNC
ALL_ph,ALL$H
MHO,MHO
RLGY.K,RLGY
WMK,WMK
AMRX.K,AMRX
FFG,FFG
COF_pj,COF$J
GMS,GMS
GEF,GEF
HEP,HEP
NFH,NFH
WBT,WBT
ETG,ETG
EPAC.K,EPAC
PFS,PFS
CODI.K,CODI
TR,TR
HSC,HSC
MODN.K,MODN
BXMX.K,BXMX
GTY,GTY
ATKR.K,ATKR
SBH,SBH
KEN,KEN
LINX.K,LINX
SWM,SWM
ZUO,ZUO
FOE,FOE
VSTO.K,VSTO
WFC_px,WFC$X
AKR,AKR
DKL,DKL
IPOF_u.K,IPOF.U
ALEX.K,ALEX
JPM_ph,JPM$H
CYH,CYH
USB_pm,USB$M
ANF,ANF
WFC_pa,WFC$A
EB,EB
CLI,CLI
KRG,KRG
NFJ,NFJ
MTRN.K,MTRN
DTP,DTP
MS_pk,MS$K
LGFb,LGF.B
MS_pi,MS$I
STC,STC
NRK,NRK
DUK_pa,DUK$A
AROC.K,AROC
BSX_pa,BSX$A
RGR,RGR
MFGP.K,MFGP
SMP,SMP
BAC_pc,BAC$C
CHCT.K,CHCT
GEFb,GEF.B
BOOT.K,BOOT
SYX,SYX
DDS,DDS
BPMP.K,BPMP
BAC_po,BAC$O
GVA,GVA
DLX,DLX
NXRT.K,NXRT
PRPB_u.K,PRPB.U
UVV,UVV
CEQP.K,CEQP
CRK,CRK
CRS,CRS
BST,BST
NMZ,NMZ
IH,IH
FDP,FDP
EVH,EVH
VCRA.K,VCRA
WPF_u,WPF.U
MET_pf,MET$F
C_pj,C$J
CRC,CRC
MS_pa,MS$A
PBI,PBI
CNR,CNR
FUBO.K,FUBO
PRPB.K,PRPB
SPH,SPH
WDR,WDR
ELF,ELF
LADR.K,LADR
C_ps,C$S
GEO,GEO
RWT,RWT
GS_pj,GS$J
AKOb,AKO.B
GOL,GOL
EIG,EIG
NBHC.K,NBHC
COF_pg,COF$G
FEAC.K,FEAC
USAC.K,USAC
BIF,BIF
DRQ,DRQ
ACH,ACH
BMA,BMA
ACEL.K,ACEL
WFC_pw,WFC$W
CTS,CTS
WFC_pv,WFC$V
JMIA.K,JMIA
KREF.K,KREF
NEXA.K,NEXA
UTZ,UTZ
DIN,DIN
GBX,GBX
ERJ,ERJ
RNP,RNP
AR,AR
PGTI.K,PGTI
AZZ,AZZ
MS_pe,MS$E
MTDR.K,MTDR
TGP,TGP
TFC_pr,TFC$R
FFC,FFC
ETW,ETW
DK,DK
STAR.K,STAR
DRD,DRD
FCF,FCF
IRET.K,IRET
ARCO.K,ARCO
ATH_pa,ATH$A
MS_pf,MS$F
FSR,FSR
DHT,DHT
SXI,SXI
EOS,EOS
GSAH.K,GSAH
JPM_pj,JPM$J
WFC_pr,WFC$R
GRC,GRC
SFL,SFL
MYI,MYI
TEO,TEO
USB_ph,USB$H
GWB,GWB
PAR,PAR
RTP,RTP
BAC_pa,BAC$A
AWF,AWF
BAC_pk,BAC$K
VLRS.K,VLRS
FOR,FOR
JPC,JPC
WNC,WNC
DEN,DEN
OEC,OEC
DDD,DDD
LBRT.K,LBRT
HQH,HQH
PLOW.K,PLOW
GES,GES
GHLD.K,GHLD
GAM,GAM
AKOa,AKO.A
UNFI.K,UNFI
MET_pe,MET$E
CLNC.K,CLNC
AXL,AXL
OFG,OFG
FEAC_u.K,FEAC.U
EVRI.K,EVRI
LAC,LAC
LRN,LRN
JWS,JWS
CLS,CLS
AIR,AIR
CCX,CCX
UIS,UIS
IPOC_u.K,IPOC.U
OXM,OXM
PML,PML
HY,HY
DGNR.K,DGNR
HCC,HCC
CNP_pb,CNP$B
BHE,BHE
AHH,AHH
HOME.K,HOME
AOD,AOD
BALY.K,BALY
EQH_pa,EQH$A
INN,INN
VMO,VMO
UHT,UHT
BHK,BHK
AC,AC
CANG.K,CANG
