TSM,TSM
JPM,JPM
BABA.K,BABA
V,V
JNJ,JNJ
UNH,UNH
HD,HD
WMT,WMT
BAC,BAC
BRKb,BRK.B
MA,MA
PG,PG
CRM,CRM
DIS,DIS
PFE,PFE
XOM,XOM
NKE,NKE
BRKa,BRK.A
ORCL.K,ORCL
TM,TM
TMO,TMO
LLY,LLY
ACN,ACN
KO,KO
ABT,ABT
CVX,CVX
DHR,DHR
VZ,VZ
MRK,MRK
SHOP.K,SHOP
ABBV.K,ABBV
WFC,WFC
NVO,NVO
MCD,MCD
UPS,UPS
NVS,NVS
MS,MS
T,T
BX,BX
LOW,LOW
LIN,LIN
NEE,NEE
SAP,SAP
MDT,MDT
UNP,UNP
SONY.K,SONY
SCHW.K,SCHW
RY,RY
PM,PM
BLK,BLK
AXP,AXP
NOW,NOW
TD,TD
GS,GS
C,C
UL,UL
RTX,RTX
BA,BA
SE,SE
BMY,BMY
TTE,TTE
TGT,TGT
HDB,HDB
EL,EL
CVS,CVS
SNOW.K,SNOW
DEO,DEO
HSBC.K,HSBC
AMT,AMT
GE,GE
SPGI.K,SPGI
DE,DE
CAT,CAT
PLD,PLD
SQ,SQ
GSK,GSK
IBM,IBM
MMM,MMM
ANTM.K,ANTM
ZTS,ZTS
INFY.K,INFY
BUD,BUD
SYK,SYK
COP,COP
LMT,LMT
RDSa,RDS.A
BAM,BAM
CNI,CNI
BP,BP
GM,GM
USB,USB
UN,UN
SHW,SHW
UBER.K,UBER
SNAP.K,SNAP
EQNR.K,EQNR
PNC,PNC
MMC,MMC
TFC,TFC
TJX,TJX
CB,CB
RDSb,RDS.B
ENB,ENB
MO,MO
DASH.K,DASH
BTI,BTI
BNS,BNS
F,F
CCI,CCI
BHP,BHP
ICE,ICE
DUK,DUK
ITW,ITW
RIO,RIO
HCA,HCA
MCO,MCO
EW,EW
MUFG.K,MUFG
CI,CI
BMO,BMO
IBN,IBN
BDX,BDX
FIS,FIS
ABB,ABB
ETN,ETN
WM,WM
NET,NET
FDX,FDX
KKR,KKR
RBLX.K,RBLX
ECL,ECL
APD,APD
AON,AON
UBS,UBS
NSC,NSC
SO,SO
CL,CL
COF,COF
STLA.K,STLA
SAN,SAN
NIO,NIO
D,D
RELX.K,RELX
WBK,WBK
VALE.K,VALE
BSX,BSX
TRI,TRI
FCX,FCX
ING,ING
PSA,PSA
EMR,EMR
HUM,HUM
NOC,NOC
JCI,JCI
U,U
MSCI.K,MSCI
GD,GD
TWLO.K,TWLO
PUK,PUK
PGR,PGR
SPG,SPG
BBL,BBL
TEL,TEL
EOG,EOG
DG,DG
MET,MET
CM,CM
INFO.K,INFO
VMW,VMW
CPNG.K,CPNG
SPOT.K,SPOT
ROP,ROP
CVNA.K,CVNA
CP,CP
CMG,CMG
IQV,IQV
E,E
APH,APH
EPD,EPD
RACE.K,RACE
WIT,WIT
HMC,HMC
PANW.K,PANW
CNQ,CNQ
ABEV.K,ABEV
VEEV.K,VEEV
A,A
BK,BK
CARR.K,CARR
TRP,TRP
AIG,AIG
APTV.K,APTV
NGG,NGG
LYG,LYG
SCCO.K,SCCO
STM,STM
NEM,NEM
PLTR.K,PLTR
BCE,BCE
SLB,SLB
TT,TT
DLR,DLR
SMFG.K,SMFG
KMB,KMB
PXD,PXD
BCS,BCS
TAK,TAK
CNC,CNC
DOW,DOW
BBVA.K,BBVA
DIDI.K,DIDI
DELL.K,DELL
RSG,RSG
LHX,LHX
MSI,MSI
BSMX.K,BSMX
XPEV.K,XPEV
PH,PH
PRU,PRU
TWTR.K,TWTR
ALC,ALC
KMI,KMI
ANET.K,ANET
O,O
HUBS.K,HUBS
SRE,SRE
DD,DD
AZO,AZO
AMX,AMX
MPC,MPC
MFC,MFC
BAX,BAX
FRC,FRC
HLT,HLT
ROK,ROK
SYY,SYY
PPG,PPG
TRV,TRV
CRH,CRH
IFF,IFF
RMD,RMD
NTR,NTR
GIS,GIS
PBR,PBR
EPAM.K,EPAM
STZ,STZ
PHG,PHG
AFL,AFL
GPN,GPN
SU,SU
YUM,YUM
ADM,ADM
GOLD.K,GOLD
HSY,HSY
WELL.K,WELL
STT,STT
HPQ,HPQ
OTIS.K,OTIS
TDG,TDG
EFX,EFX
WCN,WCN
DHI,DHI
KEYS.K,KEYS
FERG.K,FERG
CTVA.K,CTVA
MTD,MTD
BILL.K,BILL
CBRE.K,CBRE
AJG,AJG
AMP,AMP
DFS,DFS
WMB,WMB
NWG,NWG
AVB,AVB
PSX,PSX
MFG,MFG
MCK,MCK
CMI,CMI
APO,APO
BBY,BBY
ALL,ALL
GLW,GLW
SLF,SLF
WST,WST
AME,AME
RKT,RKT
EQR,EQR
SWK,SWK
NUE,NUE
CHT,CHT
ALB,ALB
PINS.K,PINS
CHWY.K,CHWY
PEG,PEG
NOK,NOK
VLO,VLO
ARE,ARE
MPLX.K,MPLX
BLL,BLL
LVS,LVS
KR,KR
AWK,AWK
LYB,LYB
VFC,VFC
TSN,TSN
OXY,OXY
MT,MT
ORAN.K,ORAN
DVN,DVN
LEN,LEN
TU,TU
EC,EC
PAYC.K,PAYC
BEKE.K,BEKE
WY,WY
PATH.K,PATH
ES,ES
WEC,WEC
KSU,KSU
LUV,LUV
FTV,FTV
OKE,OKE
UMC,UMC
W,W
FNV,FNV
PBRa,PBR.A
GNRC.K,GNRC
URI,URI
LH,LH
ZBH,ZBH
ED,ED
IT,IT
SYF,SYF
VMC,VMC
EXR,EXR
MGA,MGA
MLM,MLM
BKR,BKR
DB,DB
DAL,DAL
LYV,LYV
ABC,ABC
CNHI.K,CNHI
TLK,TLK
DOV,DOV
ARES.K,ARES
GWW,GWW
HES,HES
ET,ET
CVE,CVE
ASAN.K,ASAN
IX,IX
IR,IR
PCG,PCG
BIP,BIP
HIG,HIG
TOST.K,TOST
EIX,EIX
INVH.K,INVH
AVTR.K,AVTR
TEF,TEF
KMX,KMX
ZTO,ZTO
CS,CS
CAJ,CAJ
PKI,PKI
RNG,RNG
STE,STE
XYL,XYL
MAA,MAA
YUMC.K,YUMC
HRL,HRL
RF,RF
TTM,TTM
SUI,SUI
TYL,TYL
ESS,ESS
CTLT.K,CTLT
TRU,TRU
KEY,KEY
BFb,BF.B
CHD,CHD
DRE,DRE
OWL,OWL
AMC,AMC
AEE,AEE
DTE,DTE
TDOC.K,TDOC
K,K
FE,FE
VTR,VTR
PPL,PPL
MGM,MGM
CFG,CFG
WAT,WAT
RCL,RCL
CCL,CCL
ETR,ETR
HAL,HAL
TDY,TDY
FTS,FTS
CLX,CLX
MKC,MKC
DNA,DNA
BR,BR
MTB,MTB
COO,COO
RJF,RJF
WPM,WPM
DT,DT
BBWI.K,BBWI
CRL,CRL
SKM,SKM
S,S
AGR,AGR
ITUB.K,ITUB
GPC,GPC
FLT,FLT
FMS,FMS
J,J
BIO,BIO
DPZ,DPZ
IP,IP
HPE,HPE
DRI,DRI
GIB,GIB
RCI,RCI
AMCR.K,AMCR
UI,UI
KB,KB
CE,CE
AVY,AVY
VICI.K,VICI
PEAK.K,PEAK
BXP,BXP
BRO,BRO
BBD,BBD
BURL.K,BURL
CDAY.K,CDAY
PBA,PBA
QSR,QSR
DGX,DGX
JHX,JHX
MOH,MOH
NVR,NVR
IEX,IEX
PKX,PKX
BEN,BEN
WAB,WAB
ROL,ROL
LU,LU
CMS,CMS
FTCH.K,FTCH
MKL,MKL
WPP,WPP
CLR,CLR
UDR,UDR
FDS,FDS
ESTC.K,ESTC
SHG,SHG
CTRA.K,CTRA
PWR,PWR
ALLY.K,ALLY
CPT,CPT
FMX,FMX
CNP,CNP
MAS,MAS
AES,AES
TXT,TXT
ATH,ATH
BBDO.K,BBDO
WOLF.K,WOLF
ASX,ASX
WSM,WSM
YMM,YMM
TFX,TFX
ACI,ACI
GME,GME
SNN,SNN
QS,QS
ELS,ELS
CLVT.K,CLVT
EMN,EMN
CAG,CAG
ELAN.K,ELAN
TREX.K,TREX
VIV,VIV
EVRG.K,EVRG
FBHS.K,FBHS
WHR,WHR
AAP,AAP
FNF,FNF
WPC,WPC
FND,FND
TME,TME
KIM,KIM
OMC,OMC
BEPC.K,BEPC
CCK,CCK
L,L
WRB,WRB
LUMN.K,LUMN
TECK.K,TECK
DOCN.K,DOCN
ONON.K,ONON
IPG,IPG
CAH,CAH
MTN,MTN
MOS,MOS
CF,CF
SJR,SJR
EQH,EQH
RH,RH
SJM,SJM
IRM,IRM
AEM,AEM
TS,TS
AVLR.K,AVLR
NMR,NMR
HWM,HWM
JLL,JLL
GFL,GFL
BG,BG
FMC,FMC
LNC,LNC
AMH,AMH
GGG,GGG
LFC,LFC
BLDR.K,BLDR
LDOS.K,LDOS
AOS,AOS
WRK,WRK
RHI,RHI
SUZ,SUZ
GLOB.K,GLOB
WLK,WLK
PHM,PHM
MRO,MRO
EDR,EDR
MPW,MPW
SC,SC
QGEN.K,QGEN
PNR,PNR
PKG,PKG
DOCS.K,DOCS
ZEN,ZEN
TPR,TPR
ATO,ATO
TRGP.K,TRGP
IHG,IHG
CPB,CPB
CSL,CSL
ENIA.K,ENIA
SNP,SNP
NLY,NLY
RPM,RPM
CNA,CNA
KEP,KEP
WAL,WAL
DAR,DAR
GDDY.K,GDDY
DKS,DKS
ALLE.K,ALLE
MHK,MHK
SNA,SNA
WTRG.K,WTRG
BAH,BAH
PAGS.K,PAGS
AFG,AFG
IVZ,IVZ
VER,VER
CMA,CMA
BAP,BAP
BKI,BKI
DECK.K,DECK
LII,LII
KL,KL
ICL,ICL
GXO,GXO
BWA,BWA
RRX,RRX
PCOR.K,PCOR
HUBB.K,HUBB
BFa,BF.A
SCI,SCI
LEA,LEA
SITE.K,SITE
LEVI.K,LEVI
CABO.K,CABO
TTC,TTC
RE,RE
SNX,SNX
CUBE.K,CUBE
HEIa,HEI.A
LSI,LSI
CLF,CLF
RDY,RDY
UWMC.K,UWMC
REXR.K,REXR
