BABA.K,BABA
TSM,TSM
V,V
JNJ,JNJ
JPM,JPM
WMT,WMT
DIS,DIS
MA,MA
BRKb,BRK.B
PG,PG
UNH,UNH
HD,HD
BAC,BAC
BRKa,BRK.A
VZ,VZ
NKE,NKE
ABT,ABT
CRM,CRM
TM,TM
XOM,XOM
KO,KO
NVS,NVS
T,T
PFE,PFE
TMO,TMO
LLY,LLY
MRK,MRK
ORCL.K,ORCL
ABBV.K,ABBV
CVX,CVX
SHOP.K,SHOP
ACN,ACN
DHR,DHR
NEE,NEE
MCD,MCD
MDT,MDT
SAP,SAP
HDB,HDB
UPS,UPS
UL,UL
HON,HON
SE,SE
SNE,SNE
WFC,WFC
UNP,UNP
BMY,BMY
MS,MS
LIN,LIN
PM,PM
C,C
LOW,LOW
NVO,NVO
BA,BA
RY,RY
SQ,SQ
NOW,NOW
HSBC.K,HSBC
BLK,BLK
RTX,RTX
TOT,TOT
UBER.K,UBER
IBM,IBM
CAT,CAT
TD,TD
BUD,BUD
SCHW.K,SCHW
MMM,MMM
GS,GS
AMT,AMT
BHP,BHP
AXP,AXP
RIO,RIO
EL,EL
GE,GE
DE,DE
NIO,NIO
TGT,TGT
DEO,DEO
CVS,CVS
LMT,LMT
SNAP.K,SNAP
SYK,SYK
VALE.K,VALE
GSK,GSK
UN,UN
SNOW.K,SNOW
BTI,BTI
BX,BX
TJX,TJX
FIS,FIS
MO,MO
GM,GM
SPGI.K,SPGI
PLD,PLD
RDSa,RDS.A
BEKE.K,BEKE
CNI,CNI
CI,CI
ZTS,ZTS
INFY.K,INFY
ANTM.K,ANTM
CB,CB
BDX,BDX
BP,BP
ENB,ENB
TFC,TFC
USB,USB
CCI,CCI
FDX,FDX
DUK,DUK
BNS,BNS
CL,CL
RDSb,RDS.B
PNC,PNC
PLTR.K,PLTR
SHW,SHW
ITW,ITW
MUFG.K,MUFG
SO,SO
ICE,ICE
SPOT.K,SPOT
BAM,BAM
VMW,VMW
NSC,NSC
WBK,WBK
ECL,ECL
EQNR.K,EQNR
BBL,BBL
TWLO.K,TWLO
IBN,IBN
GPN,GPN
SAN,SAN
DELL.K,DELL
D,D
DASH.K,DASH
ABB,ABB
HCA,HCA
UBS,UBS
MMC,MMC
APD,APD
BSX,BSX
TAK,TAK
SCCO.K,SCCO
EW,EW
COF,COF
MCO,MCO
AON,AON
PHG,PHG
EMR,EMR
CEO,CEO
HMC,HMC
STLA.K,STLA
TAL,TAL
NOC,NOC
HUM,HUM
PGR,PGR
CVNA.K,CVNA
COP,COP
PINS.K,PINS
DG,DG
BMO,BMO
MET,MET
RELX.K,RELX
NEM,NEM
WM,WM
ETN,ETN
CP,CP
TWTR.K,TWTR
F,F
FCX,FCX
GD,GD
EPD,EPD
SMFG.K,SMFG
PUK,PUK
VEEV.K,VEEV
CHWY.K,CHWY
KMB,KMB
TME,TME
ABEV.K,ABEV
CMG,CMG
TEL,TEL
ROP,ROP
RKT,RKT
DOW,DOW
NGG,NGG
TDOC.K,TDOC
LVS,LVS
DLR,DLR
TRI,TRI
PSA,PSA
LU,LU
RACE.K,RACE
TRP,TRP
APTV.K,APTV
KKR,KKR
GOLD.K,GOLD
STZ,STZ
CM,CM
APH,APH
BCE,BCE
DD,DD
BAX,BAX
LHX,LHX
SYY,SYY
XPEV.K,XPEV
INFO.K,INFO
RNG,RNG
PBR,PBR
E,E
MFC,MFC
STM,STM
A,A
TRV,TRV
ALC,ALC
PANW.K,PANW
BK,BK
JCI,JCI
MFG,MFG
ING,ING
LYG,LYG
AIG,AIG
CMI,CMI
WIT,WIT
SLB,SLB
SRE,SRE
PH,PH
BCS,BCS
GIS,GIS
IQV,IQV
BBVA.K,BBVA
CNC,CNC
RLX,RLX
HPQ,HPQ
TT,TT
U,U
MSCI.K,MSCI
CRH,CRH
EOG,EOG
SPG,SPG
CS,CS
ZBH,ZBH
KMI,KMI
ALL,ALL
IFF,IFF
TDG,TDG
PSX,PSX
AFL,AFL
PPG,PPG
CARR.K,CARR
CTVA.K,CTVA
PRU,PRU
EDU,EDU
MPC,MPC
VFC,VFC
LYB,LYB
ORAN.K,ORAN
AMX,AMX
HSY,HSY
YUM,YUM
NTR,NTR
MSI,MSI
BBY,BBY
HLT,HLT
ZTO,ZTO
CHT,CHT
ADM,ADM
LUV,LUV
CNQ,CNQ
DHI,DHI
PEG,PEG
AWK,AWK
MCK,MCK
ES,ES
RSG,RSG
BLL,BLL
RMD,RMD
NWG,NWG
NET,NET
ROK,ROK
PBRa,PBR.A
W,W
DFS,DFS
SLF,SLF
MTD,MTD
QSR,QSR
SWK,SWK
PXD,PXD
OTIS.K,OTIS
AZO,AZO
AME,AME
GLW,GLW
TU,TU
KEYS.K,KEYS
SU,SU
DAL,DAL
WMB,WMB
FRC,FRC
WEC,WEC
STT,STT
HRL,HRL
WELL.K,WELL
WCN,WCN
VLO,VLO
WY,WY
UMC,UMC
YUMC.K,YUMC
LEN,LEN
KR,KR
MT,MT
TSN,TSN
PAYC.K,PAYC
AMP,AMP
EC,EC
TEF,TEF
WORK.K,WORK
ITUB.K,ITUB
MPLX.K,MPLX
EQR,EQR
ED,ED
AVB,AVB
ANET.K,ANET
BFb,BF.B
CAJ,CAJ
FNV,FNV
CLX,CLX
NOK,NOK
DTE,DTE
ARE,ARE
PCG,PCG
CCEP.K,CCEP
BKR,BKR
O,O
FTV,FTV
MGA,MGA
TLK,TLK
OXY,OXY
VIPS.K,VIPS
FTCH.K,FTCH
AJG,AJG
CBRE.K,CBRE
MKC,MKC
UI,UI
APO,APO
EFX,EFX
BIP,BIP
LH,LH
EPAM.K,EPAM
ABC,ABC
EIX,EIX
GSX,GSX
SYF,SYF
DB,DB
FLT,FLT
PPL,PPL
WST,WST
BBD,BBD
ATUS.K,ATUS
VMC,VMC
CHD,CHD
IX,IX
KMX,KMX
FMS,FMS
GWW,GWW
URI,URI
K,K
CCL,CCL
CNHI.K,CNHI
PAGS.K,PAGS
CTLT.K,CTLT
BEPC.K,BEPC
HUBS.K,HUBS
OKE,OKE
PKX,PKX
MLM,MLM
ETR,ETR
SNN,SNN
IP,IP
FTS,FTS
RF,RF
COO,COO
NMR,NMR
ROL,ROL
BBDO.K,BBDO
TFX,TFX
WPM,WPM
AES,AES
ALB,ALB
KEY,KEY
KSU,KSU
IR,IR
MTB,MTB
ET,ET
XYL,XYL
CLVT.K,CLVT
AEE,AEE
ZEN,ZEN
RCI,RCI
VTR,VTR
HIG,HIG
HES,HES
GIB,GIB
TRU,TRU
MGM,MGM
FE,FE
ASX,ASX
HPE,HPE
HAL,HAL
AMCR.K,AMCR
AEM,AEM
WAT,WAT
BURL.K,BURL
NVR,NVR
DOV,DOV
CFG,CFG
GNRC.K,GNRC
AVTR.K,AVTR
INVH.K,INVH
TYL,TYL
CAG,CAG
ESS,ESS
QS,QS
SUZ,SUZ
DRI,DRI
LYV,LYV
NUE,NUE
DGX,DGX
BR,BR
IT,IT
PKI,PKI
SKM,SKM
CMS,CMS
AI,AI
VAR,VAR
PEAK.K,PEAK
YSG,YSG
BIO,BIO
EXR,EXR
KB,KB
BAP,BAP
LFC,LFC
LDOS.K,LDOS
WAB,WAB
STE,STE
DT,DT
CAH,CAH
DRE,DRE
MAA,MAA
CDAY.K,CDAY
ATHM.K,ATHM
RCL,RCL
SKLZ.K,SKLZ
GDDY.K,GDDY
ALLY.K,ALLY
PBA,PBA
RJF,RJF
MGP,MGP
AVLR.K,AVLR
MKL,MKL
SHG,SHG
FMX,FMX
CE,CE
FMC,FMC
DPZ,DPZ
VIV,VIV
GPC,GPC
IEX,IEX
BXP,BXP
UWMC.K,UWMC
TTM,TTM
SUI,SUI
AGR,AGR
J,J
ESTC.K,ESTC
MAS,MAS
TDY,TDY
AVY,AVY
EMN,EMN
OMC,OMC
VICI.K,VICI
BILL.K,BILL
CPB,CPB
JHX,JHX
KEP,KEP
SAM,SAM
TEVA.K,TEVA
OSH,OSH
FICO.K,FICO
WPP,WPP
CRL,CRL
LUMN.K,LUMN
ELAN.K,ELAN
LB,LB
BKI,BKI
BEN,BEN
SMG,SMG
FSLY.K,FSLY
SPCE.K,SPCE
CHGG.K,CHGG
SJM,SJM
BEP,BEP
PHM,PHM
NTCO.K,NTCO
BRO,BRO
L,L
MPW,MPW
ARES.K,ARES
FBHS.K,FBHS
DVN,DVN
LN,LN
SNP,SNP
IHG,IHG
CABO.K,CABO
CVE,CVE
PKG,PKG
CCK,CCK
QGEN.K,QGEN
NI_pb,NI$B
WHR,WHR
DVA,DVA
EVRG.K,EVRG
EQH,EQH
MOH,MOH
UDR,UDR
TREX.K,TREX
GGG,GGG
WPC,WPC
HWM,HWM
WRB,WRB
BFa,BF.A
NLY,NLY
FDS,FDS
ENIA.K,ENIA
WTRG.K,WTRG
CNA,CNA
DAR,DAR
ELS,ELS
CNP,CNP
LW,LW
ATO,ATO
WRK,WRK
SBSW.K,SBSW
BAH,BAH
FNF,FNF
MTN,MTN
PLAN.K,PLAN
TXT,TXT
XPO,XPO
RPM,RPM
MHK,MHK
UHS,UHS
WLK,WLK
RDY,RDY
LII,LII
AAP,AAP
TTC,TTC
FND,FND
ALLE.K,ALLE
KL,KL
PWR,PWR
