BABA.K,BABA
TSM,TSM
JPM,JPM
V,V
JNJ,JNJ
WMT,WMT
MA,MA
UNH,UNH
DIS,DIS
BRKb,BRK.B
PG,PG
BAC,BAC
HD,HD
BRKa,BRK.A
XOM,XOM
VZ,VZ
KO,KO
T,T
TM,TM
NKE,NKE
ABT,ABT
CVX,CVX
PFE,PFE
NVS,NVS
CRM,CRM
MRK,MRK
ORCL.K,ORCL
ABBV.K,ABBV
ACN,ACN
TMO,TMO
LLY,LLY
MCD,MCD
WFC,WFC
DHR,DHR
MDT,MDT
MS,MS
HON,HON
UL,UL
C,C
HDB,HDB
SAP,SAP
NEE,NEE
UNP,UNP
LIN,LIN
BA,BA
BMY,BMY
UPS,UPS
PM,PM
SHOP.K,SHOP
RY,RY
LOW,LOW
SNE,SNE
TOT,TOT
SCHW.K,SCHW
CAT,CAT
NVO,NVO
TD,TD
HSBC.K,HSBC
IBM,IBM
RTX,RTX
DE,DE
GS,GS
AXP,AXP
MMM,MMM
BLK,BLK
GE,GE
EL,EL
BUD,BUD
AMT,AMT
SE,SE
BHP,BHP
LMT,LMT
UBER.K,UBER
SQ,SQ
DEO,DEO
CVS,CVS
TGT,TGT
RIO,RIO
NOW,NOW
MO,MO
GSK,GSK
UN,UN
FIS,FIS
BTI,BTI
ANTM.K,ANTM
SYK,SYK
BX,BX
VALE.K,VALE
SPGI.K,SPGI
BP,BP
CI,CI
RDSa,RDS.A
CNI,CNI
GM,GM
USB,USB
INFY.K,INFY
TJX,TJX
PLD,PLD
SNAP.K,SNAP
BNS,BNS
CPNG.K,CPNG
TFC,TFC
ENB,ENB
ZTS,ZTS
MUFG.K,MUFG
DUK,DUK
CCI,CCI
PNC,PNC
COP,COP
FDX,FDX
CB,CB
RDSb,RDS.B
BDX,BDX
ITW,ITW
BAM,BAM
NSC,NSC
WBK,WBK
CL,CL
DELL.K,DELL
SHW,SHW
SO,SO
EQNR.K,EQNR
ICE,ICE
ABB,ABB
BEKE.K,BEKE
HCA,HCA
APD,APD
UBS,UBS
VMW,VMW
TAK,TAK
MMC,MMC
D,D
ECL,ECL
GPN,GPN
BBL,BBL
SNOW.K,SNOW
SAN,SAN
NIO,NIO
COF,COF
BMO,BMO
TWLO.K,TWLO
MCO,MCO
PUK,PUK
CEO,CEO
PGR,PGR
IBN,IBN
ETN,ETN
HUM,HUM
BSX,BSX
EMR,EMR
WM,WM
NOC,NOC
SCCO.K,SCCO
HMC,HMC
MET,MET
STLA.K,STLA
SMFG.K,SMFG
AON,AON
PHG,PHG
GD,GD
EW,EW
TWTR.K,TWTR
SPOT.K,SPOT
EPD,EPD
NEM,NEM
RELX.K,RELX
F,F
CP,CP
DG,DG
DOW,DOW
ING,ING
FCX,FCX
KMB,KMB
TRP,TRP
LVS,LVS
RKT,RKT
CM,CM
PINS.K,PINS
CVNA.K,CVNA
TRI,TRI
BCS,BCS
E,E
ROP,ROP
EOG,EOG
JCI,JCI
PSA,PSA
ABEV.K,ABEV
NGG,NGG
BAX,BAX
BCE,BCE
TEL,TEL
MFC,MFC
DD,DD
KKR,KKR
DASH.K,DASH
LHX,LHX
CMG,CMG
LYG,LYG
PLTR.K,PLTR
PH,PH
BK,BK
SYY,SYY
DLR,DLR
STZ,STZ
SRE,SRE
AIG,AIG
TME,TME
RACE.K,RACE
MFG,MFG
VEEV.K,VEEV
TT,TT
SLB,SLB
INFO.K,INFO
APH,APH
CMI,CMI
APTV.K,APTV
CNC,CNC
TRV,TRV
A,A
KMI,KMI
TAL,TAL
HPQ,HPQ
SPG,SPG
GOLD.K,GOLD
PSX,PSX
GIS,GIS
IQV,IQV
CNQ,CNQ
RBLX.K,RBLX
PRU,PRU
PPG,PPG
MSCI.K,MSCI
PXD,PXD
CARR.K,CARR
ALC,ALC
CRH,CRH
MPC,MPC
WIT,WIT
CTVA.K,CTVA
AFL,AFL
BBVA.K,BBVA
ALL,ALL
LYB,LYB
LUV,LUV
W,W
IFF,IFF
LU,LU
STM,STM
ORAN.K,ORAN
HLT,HLT
ZBH,ZBH
CHWY.K,CHWY
HSY,HSY
TDG,TDG
SU,SU
YUM,YUM
BSMX.K,BSMX
RSG,RSG
SWK,SWK
ADM,ADM
PANW.K,PANW
NTR,NTR
CS,CS
GLW,GLW
QSR,QSR
MSI,MSI
ROK,ROK
AMX,AMX
DHI,DHI
NWG,NWG
CHT,CHT
VFC,VFC
MCK,MCK
AZO,AZO
PBR,PBR
WELL.K,WELL
SLF,SLF
PEG,PEG
ES,ES
VLO,VLO
DAL,DAL
WEC,WEC
OTIS.K,OTIS
FRC,FRC
BBY,BBY
WMB,WMB
DFS,DFS
AME,AME
MT,MT
STT,STT
BLL,BLL
RMD,RMD
RNG,RNG
TDOC.K,TDOC
WCN,WCN
KR,KR
TSN,TSN
EDU,EDU
EQR,EQR
TU,TU
FERG.K,FERG
EC,EC
AWK,AWK
TEF,TEF
LEN,LEN
HRL,HRL
AMP,AMP
MPLX.K,MPLX
MGA,MGA
MTD,MTD
AVB,AVB
U,U
DB,DB
YUMC.K,YUMC
DTE,DTE
WY,WY
OXY,OXY
KEYS.K,KEYS
ED,ED
CBRE.K,CBRE
LH,LH
XPEV.K,XPEV
VIPS.K,VIPS
AJG,AJG
CCL,CCL
HIG,HIG
CLX,CLX
ABC,ABC
O,O
WORK.K,WORK
FTV,FTV
FNV,FNV
ITUB.K,ITUB
CCEP.K,CCEP
KSU,KSU
SYF,SYF
CAJ,CAJ
TLK,TLK
BKR,BKR
ZTO,ZTO
FLT,FLT
ARE,ARE
EIX,EIX
PBRa,PBR.A
BIP,BIP
PCG,PCG
URI,URI
NOK,NOK
PAYC.K,PAYC
PPL,PPL
MKC,MKC
ANET.K,ANET
OKE,OKE
FMS,FMS
IX,IX
BFb,BF.B
VMC,VMC
EFX,EFX
HES,HES
APO,APO
NET,NET
K,K
KMX,KMX
RCL,RCL
CHD,CHD
CNHI.K,CNHI
NUE,NUE
EPAM.K,EPAM
GWW,GWW
UI,UI
AEE,AEE
ET,ET
WST,WST
PKX,PKX
IP,IP
BBD,BBD
HUBS.K,HUBS
IR,IR
UMC,UMC
VTR,VTR
MLM,MLM
FTS,FTS
NMR,NMR
ETR,ETR
DOV,DOV
HPE,HPE
BURL.K,BURL
RF,RF
FTCH.K,FTCH
MTB,MTB
RCI,RCI
HAL,HAL
TFX,TFX
COO,COO
GNRC.K,GNRC
KEY,KEY
FE,FE
GIB,GIB
MGM,MGM
XYL,XYL
CAG,CAG
BBDO.K,BBDO
ESS,ESS
CFG,CFG
LYV,LYV
GSX,GSX
AMCR.K,AMCR
INVH.K,INVH
SUZ,SUZ
CMS,CMS
QS,QS
CTLT.K,CTLT
DRI,DRI
EXR,EXR
KB,KB
CAH,CAH
BR,BR
AES,AES
ALB,ALB
VICI.K,VICI
WPM,WPM
DGX,DGX
PEAK.K,PEAK
TRU,TRU
WAT,WAT
TYL,TYL
NVR,NVR
SUI,SUI
ROL,ROL
SHG,SHG
GPC,GPC
MAA,MAA
RJF,RJF
CE,CE
FMX,FMX
AVTR.K,AVTR
ALLY.K,ALLY
VAR,VAR
SNN,SNN
OMC,OMC
ATUS.K,ATUS
IT,IT
J,J
STE,STE
BEPC.K,BEPC
BXP,BXP
LB,LB
ASX,ASX
MGP,MGP
SKM,SKM
DRE,DRE
PBA,PBA
MKL,MKL
CVE,CVE
LFC,LFC
WPP,WPP
IEX,IEX
ZEN,ZEN
DVN,DVN
AGR,AGR
PAGS.K,PAGS
CPB,CPB
EMN,EMN
MAS,MAS
AVY,AVY
CLVT.K,CLVT
LUMN.K,LUMN
BEN,BEN
TDY,TDY
WAB,WAB
ARES.K,ARES
AEM,AEM
DPZ,DPZ
FMC,FMC
PKI,PKI
FICO.K,FICO
RLX,RLX
BIO,BIO
CRL,CRL
MOH,MOH
OSH,OSH
VIV,VIV
L,L
DT,DT
SJM,SJM
LDOS.K,LDOS
EVRG.K,EVRG
EQH,EQH
ELAN.K,ELAN
SNP,SNP
WHR,WHR
TTM,TTM
WRB,WRB
HWM,HWM
BAP,BAP
CCK,CCK
UWMC.K,UWMC
TS,TS
WRK,WRK
MHK,MHK
JHX,JHX
BRO,BRO
UDR,UDR
SAM,SAM
KEP,KEP
SMG,SMG
PHM,PHM
WSM,WSM
GDDY.K,GDDY
SJR,SJR
ENIA.K,ENIA
ATHM.K,ATHM
TEVA.K,TEVA
PKG,PKG
MPW,MPW
NI_pb,NI$B
IHG,IHG
FBHS.K,FBHS
BCH,BCH
NLY,NLY
FDS,FDS
CHGG.K,CHGG
WPC,WPC
CNA,CNA
CNP,CNP
BSAC.K,BSAC
TXT,TXT
DVA,DVA
AAP,AAP
XPO,XPO
BILL.K,BILL
CDAY.K,CDAY
RPM,RPM
SNA,SNA
GGG,GGG
ATO,ATO
NTCO.K,NTCO
ELS,ELS
LII,LII
SBSW.K,SBSW
TPL,TPL
BKI,BKI
MOS,MOS
VEDL.K,VEDL
LW,LW
PWR,PWR
UHS,UHS
DAR,DAR
FNF,FNF
TPR,TPR
QGEN.K,QGEN
LNC,LNC
GL,GL
MTN,MTN
BEP,BEP
ALLE.K,ALLE
WLK,WLK
BAH,BAH
AVLR.K,AVLR
BFa,BF.A
TTC,TTC
CPT,CPT
BHC,BHC
IPG,IPG
GFL,GFL
TUYA.K,TUYA
IVZ,IVZ
CABO.K,CABO
BG,BG
WTRG.K,WTRG
AOS,AOS
IRM,IRM
BWA,BWA
DNB,DNB
AMH,AMH
LEA,LEA
AGCO.K,AGCO
GPS,GPS
TREX.K,TREX
ESTC.K,ESTC
WU,WU
PNR,PNR
BFAM.K,BFAM
RH,RH
RDY,RDY
AFG,AFG
DLB,DLB
FND,FND
HUBB.K,HUBB
RE,RE
LAD,LAD
TAP,TAP
TECK.K,TECK
ARMK.K,ARMK
CX,CX
ATH,ATH
CF,CF
PEN,PEN
MMP,MMP
CLR,CLR
