BABA.K,BABA
TAP,TAP
IRM,IRM
FND,FND
AMH,AMH
DAR,DAR
ATHM.K,ATHM
CF,CF
RDY,RDY
BKI,BKI
LEA,LEA
AGCO.K,AGCO
BAH,BAH
BCH,BCH
LW,LW
WTRG.K,WTRG
BAP,BAP
AOS,AOS
TEVA.K,TEVA
GME,GME
PNR,PNR
RS,RS
CLR,CLR
UWMC.K,UWMC
OC,OC
BSAC.K,BSAC
WAL,WAL
QGEN.K,QGEN
SC,SC
CMA,CMA
AFG,AFG
GL,GL
KL,KL
SSL,SSL
HUBB.K,HUBB
AVLR.K,AVLR
VER,VER
MMP,MMP
GFL,GFL
HEIa,HEI.A
CABO.K,CABO
FHN,FHN
CLF,CLF
NCLH.K,NCLH
ATR,ATR
WFG,WFG
WU,WU
JLL,JLL
RL,RL
ACM,ACM
NI,NI
RHI,RHI
BEP,BEP
Y,Y
LAD,LAD
CSL,CSL
BHC,BHC
NLSN.K,NLSN
PEN,PEN
WSO,WSO
AEG,AEG
DLB,DLB
KGC,KGC
KSS,KSS
TUYA.K,TUYA
DNB,DNB
PSFE.K,PSFE
AIZ,AIZ
ESTC.K,ESTC
PNW,PNW
COLD.K,COLD
AQN,AQN
ARMK.K,ARMK
AU,AU
DECK.K,DECK
UGI,UGI
STOR.K,STOR
EBR,EBR
SCI,SCI
MRO,MRO
ST,ST
KIM,KIM
GFI,GFI
OSK,OSK
BERY.K,BERY
ALV,ALV
FRT,FRT
BC,BC
SITE.K,SITE
CPRI.K,CPRI
ICL,ICL
USFD.K,USFD
PSO,PSO
ACI,ACI
JNPR.K,JNPR
CAE,CAE
PII,PII
G,G
VNO,VNO
WEX,WEX
DXC,DXC
TRGP.K,TRGP
HII,HII
WES,WES
SEE,SEE
ARW,ARW
GLOB.K,GLOB
OHI,OHI
RGA,RGA
NNN,NNN
ITT,ITT
AN,AN
NRG,NRG
CUBE.K,CUBE
EHC,EHC
VOYA.K,VOYA
PVH,PVH
ALK,ALK
PTR,PTR
JEF,JEF
CIEN.K,CIEN
TIXT.K,TIXT
TOL,TOL
BFAM.K,BFAM
MTZ,MTZ
GWRE.K,GWRE
TFII.K,TFII
LSPD.K,LSPD
DCI,DCI
H,H
WMS,WMS
OMF,OMF
RNR,RNR
KNX,KNX
JBL,JBL
VRT,VRT
PSXP.K,PSXP
THO,THO
DKS,DKS
CCJ,CCJ
ORI,ORI
ADT,ADT
IAA,IAA
COTY.K,COTY
PLAN.K,PLAN
KRC,KRC
AXTA.K,AXTA
CFR,CFR
GGB,GGB
YETI.K,YETI
HBI,HBI
CHE,CHE
TX,TX
AZEK.K,AZEK
TPX,TPX
VST,VST
AA,AA
SKX,SKX
HEI,HEI
LEG,LEG
HOG,HOG
BYD,BYD
MBT,MBT
AER,AER
NYT,NYT
VAC,VAC
MNSO.K,MNSO
X,X
PAG,PAG
LPX,LPX
HST,HST
OLN,OLN
BLD,BLD
POST.K,POST
SF,SF
RBA,RBA
REXR.K,REXR
LSI,LSI
GMED.K,GMED
SNV,SNV
HRC,HRC
NVST.K,NVST
PFGC.K,PFGC
FAF,FAF
GIL,GIL
XEC,XEC
AMG,AMG
STWD.K,STWD
BBU,BBU
WF,WF
THC,THC
ELP,ELP
TV,TV
FOUR.K,FOUR
OVV,OVV
HUN,HUN
PB,PB
SMAR.K,SMAR
WH,WH
AIRC.K,AIRC
MDU,MDU
COG,COG
TKR,TKR
SON,SON
AYI,AYI
EME,EME
EVR,EVR
OGE,OGE
BRX,BRX
NOV,NOV
MAN,MAN
PLNT.K,PLNT
CHPT.K,CHPT
SQM,SQM
GOTU.K,GOTU
HESM.K,HESM
COMP.K,COMP
FL,FL
MSA,MSA
FVRR.K,FVRR
PRI,PRI
JHG,JHG
ARD,ARD
TMX,TMX
CHH,CHH
SNX,SNX
YSG,YSG
INGR.K,INGR
FR,FR
KT,KT
ACC,ACC
BJ,BJ
JWN,JWN
RXN,RXN
NVTA.K,NVTA
BWXT.K,BWXT
NCR,NCR
EGP,EGP
CACI.K,CACI
SKLZ.K,SKLZ
ADS,ADS
HTA,HTA
EXP,EXP
AEO,AEO
HHC,HHC
RBC,RBC
GRUB.K,GRUB
UNM,UNM
HLF,HLF
WFC_pl,WFC$L
VNT,VNT
CLGX.K,CLGX
CFX,CFX
VVV,VVV
GTLS.K,GTLS
SHLX.K,SHLX
KBR,KBR
STAG.K,STAG
CR,CR
HFC,HFC
EQT,EQT
ESI,ESI
ELY,ELY
PRGO.K,PRGO
CC,CC
TIMB.K,TIMB
PHI,PHI
ASGN.K,ASGN
DEI,DEI
AI,AI
DV,DV
TNL,TNL
ESNT.K,ESNT
MMS,MMS
VMI,VMI
FLS,FLS
ORCC.K,ORCC
STZb,STZ.B
NYCB.K,NYCB
GPK,GPK
WCC,WCC
DQ,DQ
M,M
OCFT.K,OCFT
QTWO.K,QTWO
SBS,SBS
UAA,UAA
SRC,SRC
NVRO.K,NVRO
CCIV_u.K,CCIV.U
ASR,ASR
CW,CW
HAYW.K,HAYW
TNET.K,TNET
CUZ,CUZ
ASH,ASH
NVT,NVT
SWI,SWI
INSP.K,INSP
PK,PK
PSTG.K,PSTG
DCP,DCP
LAZ,LAZ
MSM,MSM
SAIC.K,SAIC
AYX,AYX
IDA,IDA
RYN,RYN
CIT,CIT
FLO,FLO
NEP,NEP
CLH,CLH
SSD,SSD
ELC,ELC
SLG,SLG
KMPR.K,KMPR
GTES.K,GTES
RLI,RLI
COR,COR
THG,THG
NOMD.K,NOMD
WBS,WBS
STL,STL
AL,AL
ENIC.K,ENIC
SEM,SEM
AWI,AWI
CCIV.K,CCIV
NRZ,NRZ
HE,HE
ALSN.K,ALSN
FCN,FCN
STN,STN
AXS,AXS
AVNT.K,AVNT
AUY,AUY
MTG,MTG
VZIO.K,VZIO
LMND.K,LMND
CRI,CRI
FSLY.K,FSLY
SLQT.K,SLQT
BB,BB
NFG,NFG
GOOS.K,GOOS
PAC,PAC
PSTH.K,PSTH
UA,UA
MP,MP
COUR.K,COUR
ASAN.K,ASAN
R,R
XRX,XRX
HLI,HLI
KBH,KBH
MPLN.K,MPLN
BXMT.K,BXMT
SNDR.K,SNDR
SPR,SPR
SPCE.K,SPCE
ADNT.K,ADNT
HIW,HIW
JBT,JBT
WTS,WTS
OSCR.K,OSCR
LDI,LDI
HXL,HXL
ZH,ZH
ZIM,ZIM
NEA,NEA
BKU,BKU
ASAI.K,ASAI
GRA,GRA
WK,WK
RDN,RDN
ADC,ADC
BHVN.K,BHVN
DOCN.K,DOCN
SGFY.K,SGFY
POR,POR
HR,HR
AB,AB
APAM.K,APAM
DAVA.K,DAVA
TDC,TDC
MSGS.K,MSGS
BIGZ.K,BIGZ
AM,AM
BAC_pl,BAC$L
IIPR.K,IIPR
TRNO.K,TRNO
NAV,NAV
PSN,PSN
MTH,MTH
TGNA.K,TGNA
QTS,QTS
SWCH.K,SWCH
ATC,ATC
CBU,CBU
MDC,MDC
REZI.K,REZI
RHP,RHP
KWR,KWR
PSB,PSB
FNB,FNB
BKH,BKH
APG,APG
AMC,AMC
AMN,AMN
UGP,UGP
TRQ,TRQ
SAIL.K,SAIL
UNF,UNF
HRB,HRB
PNM,PNM
SEAS.K,SEAS
JBGS.K,JBGS
WRI,WRI
RVLV.K,RVLV
NJR,NJR
WWE,WWE
ATKR.K,ATKR
CNMD.K,CNMD
HPP,HPP
OGS,OGS
CWK,CWK
MDLA.K,MDLA
TMHC.K,TMHC
AG,AG
GRP_u,GRP.U
UNVR.K,UNVR
CWH,CWH
OLO,OLO
SWX,SWX
MSP,MSP
TKC,TKC
AIT,AIT
KEX,KEX
ABG,ABG
SPB,SPB
DOC,DOC
TAL,TAL
BCO,BCO
BE,BE
ARNC.K,ARNC
SR,SR
CMC,CMC
HL,HL
ORA,ORA
ENS,ENS
DAN,DAN
HUYA.K,HUYA
FTI,FTI
NEU,NEU
WTM,WTM
GKOS.K,GKOS
GOLF.K,GOLF
WDH,WDH
TEX,TEX
BOH,BOH
PFSI.K,PFSI
SIX,SIX
MUSA.K,MUSA
HGV,HGV
IBP,IBP
HASI.K,HASI
WOR,WOR
AJRD.K,AJRD
SHAK.K,SHAK
SAFE.K,SAFE
PRG,PRG
CPA,CPA
ENV,ENV
NEWR.K,NEWR
CMD,CMD
ALE,ALE
KTB,KTB
NVG,NVG
IGT,IGT
EPR,EPR
LCII.K,LCII
MCY,MCY
GATX.K,GATX
AGO,AGO
CUK,CUK
ENBL.K,ENBL
WWW,WWW
KFY,KFY
FUL,FUL
TROX.K,TROX
SUM,SUM
SXT,SXT
CLDR.K,CLDR
TRTN.K,TRTN
CIXX.K,CIXX
NOVA.K,NOVA
VSH,VSH
ROG,ROG
OUT,OUT
MC,MC
EAF,EAF
ABM,ABM
CNO,CNO
APLE.K,APLE
ASB,ASB
CBT,CBT
FSKR.K,FSKR
WNS,WNS
CCU,CCU
ETRN.K,ETRN
AQUA.K,AQUA
NSA,NSA
LXP,LXP
NGVT.K,NGVT
ATCO.K,ATCO
CNNE.K,CNNE
FLR,FLR
KMT,KMT
PCI,PCI
CIB,CIB
HI,HI
ENR,ENR
AGI,AGI
SAVE.K,SAVE
NSP,NSP
BAK,BAK
CNS,CNS
SIG,SIG
CLNY.K,CLNY
BOX,BOX
EQC,EQC
MTDR.K,MTDR
GENI.K,GENI
LEV,LEV
HRI,HRI
BIPC.K,BIPC
WD,WD
FSR,FSR
CWEN.K,CWEN
AMWL.K,AMWL
RAMP.K,RAMP
EBS,EBS
GHC,GHC
NAD,NAD
SOGO.K,SOGO
MED,MED
TRN,TRN
AR,AR
BRFS.K,BRFS
HP,HP
ONTO.K,ONTO
AVA,AVA
NHI,NHI
FHI,FHI
BXS,BXS
SWN,SWN
BIOb,BIO.B
HMY,HMY
DOOR.K,DOOR
WBT,WBT
LENb,LEN.B
DNP,DNP
FIX,FIX
OFC,OFC
FN,FN
USM,USM
PD,PD
ITGR.K,ITGR
ACA,ACA
SITC.K,SITC
EGHT.K,EGHT
CIM,CIM
SSTK.K,SSTK
HAE,HAE
PEB,PEB
SCL,SCL
EVTC.K,EVTC
JELD.K,JELD
GPI,GPI
ATI,ATI
MIC,MIC
TPH,TPH
EPRT.K,EPRT
MUR,MUR
BMEZ.K,BMEZ
CNX,CNX
AEL,AEL
DY,DY
CALX.K,CALX
CTB,CTB
MGY,MGY
FLOW.K,FLOW
BUR,BUR
EAT,EAT
EXG,EXG
HTH,HTH
RRC,RRC
BNL,BNL
NUS,NUS
YALA.K,YALA
DEN,DEN
DM,DM
CWT,CWT
YELP.K,YELP
SUN,SUN
AWR,AWR
JWa,JW.A
AIN,AIN
BRC,BRC
OI,OI
SJI,SJI
DHR_pa,DHR$A
NNI,NNI
TARO.K,TARO
MATX.K,MATX
DAO,DAO
SPXC.K,SPXC
KW,KW
FBP,FBP
IFS,IFS
SBH,SBH
RSI,RSI
CADE.K,CADE
ESE,ESE
ZNH,ZNH
MAIN.K,MAIN
WGO,WGO
BSTZ.K,BSTZ
PRLB.K,PRLB
BCC,BCC
JOE,JOE
MTX,MTX
MD,MD
SHO,SHO
FUN,FUN
UTF,UTF
AX,AX
ALLY_pa.K,ALLY$A
MXL,MXL
THS,THS
MLI,MLI
PRMW.K,PRMW
WHD,WHD
B,B
AMRC.K,AMRC
MANU.K,MANU
CCS,CCS
NOAH.K,NOAH
BMI,BMI
RLJ,RLJ
LTHM.K,LTHM
TDS,TDS
TSE,TSE
MOGa,MOG.A
BVN,BVN
CTOS.K,CTOS
FSS,FSS
TAC,TAC
SEMR.K,SEMR
FSK,FSK
BSBR.K,BSBR
MAC,MAC
VNE,VNE
RPAI.K,RPAI
PJT,PJT
CNK,CNK
OMI,OMI
UTZ,UTZ
LBRT.K,LBRT
SKY,SKY
CIG,CIG
ANF,ANF
NUVB.K,NUVB
BALY.K,BALY
C_pn,C$N
KOF,KOF
RIG,RIG
PHR,PHR
AZUL.K,AZUL
FBC,FBC
NEE_pp,NEE$P
DHR_pb,DHR$B
GDOT.K,GDOT
FTAI.K,FTAI
BIG,BIG
FUBO.K,FUBO
UFS,UFS
MAX,MAX
ACH,ACH
BDC,BDC
HBM,HBM
MYTE.K,MYTE
HOME.K,HOME
CSTM.K,CSTM
DDD,DDD
NZF,NZF
ETWO.K,ETWO
JMIA.K,JMIA
CMP,CMP
CUB,CUB
NUV,NUV
ABR,ABR
EPC,EPC
GDV,GDV
MWA,MWA
ERJ,ERJ
CVI,CVI
BDN,BDN
ENLC.K,ENLC
DDS,DDS
BFLY.K,BFLY
PGRE.K,PGRE
SI,SI
CPG,CPG
MFGP.K,MFGP
PBH,PBH
PDM,PDM
BKE,BKE
AVYA.K,AVYA
MAXR.K,MAXR
IBA,IBA
UE,UE
OR,OR
CDE,CDE
CEQP.K,CEQP
CEA,CEA
PIPR.K,PIPR
NAC,NAC
VVNT.K,VVNT
HEP,HEP
BSM,BSM
GNW,GNW
XHR,XHR
MSGE.K,MSGE
PTY,PTY
BOOT.K,BOOT
RCUS.K,RCUS
PVG,PVG
ADX,ADX
KAI,KAI
MHO,MHO
VGR,VGR
SAH,SAH
ARI,ARI
AAT,AAT
DRH,DRH
KAR,KAR
EBRb,EBR.B
FCPT.K,FCPT
CPK,CPK
NAPA.K,NAPA
USNA.K,USNA
BCAT.K,BCAT
SM,SM
INT,INT
CXP,CXP
RLGY.K,RLGY
CRC,CRC
EVT,EVT
EB,EB
UNFI.K,UNFI
LZB,LZB
JPM_pc,JPM$C
ETY,ETY
CGAU.K,CGAU
AVAL.K,AVAL
HTGC.K,HTGC
ESRT.K,ESRT
CVA,CVA
EURN.K,EURN
PQG,PQG
EVA,EVA
KRO,KRO
JPS,JPS
EGO,EGO
NTB,NTB
CYH,CYH
VSTO.K,VSTO
RQI,RQI
WRE,WRE
GSBD.K,GSBD
GMS,GMS
AVTR_pa.K,AVTR$A
PBF,PBF
NS,NS
ARGO.K,ARGO
GCP,GCP
CRS,CRS
FBK,FBK
AEVA.K,AEVA
PING.K,PING
HIMS.K,HIMS
NEE_pq,NEE$Q
AVNS.K,AVNS
GB,GB
BV,BV
DLX,DLX
PAR,PAR
PFS,PFS
ALG,ALG
MTOR.K,MTOR
GTN,GTN
PDI,PDI
TWO,TWO
PMT,PMT
APTV_pa.K,APTV$A
HNI,HNI
CNR,CNR
NPO,NPO
MNR,MNR
MFA,MFA
CWENa.K,CWEN.A
OIBRc.K,OIBR.C
RVT,RVT
ITCB.K,ITCB
ONTF.K,ONTF
GAB,GAB
BDJ,BDJ
GES,GES
CPE,CPE
KN,KN
GWB,GWB
BGS,BGS
SJW,SJW
AKR,AKR
VLRS.K,VLRS
ZUO,ZUO
CBD,CBD
DSL,DSL
BDXB.K,BDXB
AGTI.K,AGTI
WFC_pq,WFC$Q
LNN,LNN
CBZ,CBZ
LGFb,LGF.B
JPM_pd,JPM$D
DK,DK
FINV.K,FINV
BTT,BTT
KEN,KEN
GNL,GNL
SOLN.K,SOLN
ATGE.K,ATGE
KRG,KRG
MEI,MEI
BSIG.K,BSIG
ADCT.K,ADCT
WFC_pz,WFC$Z
T_pc,T$C
KKR_pc,KKR$C
TY,TY
HSC,HSC
GVA,GVA
DEA,DEA
SKT,SKT
USA,USA
PRO,PRO
PCGU.K,PCGU
GEF,GEF
SPNT.K,SPNT
EVH,EVH
CODI.K,CODI
HNP,HNP
WSOb,WSO.B
MYOV.K,MYOV
NEE_po,NEE$O
EPAC.K,EPAC
DKL,DKL
AMK,AMK
DIN,DIN
ASZ,ASZ
PLT,PLT
NWN,NWN
IRT,IRT
HKIB.K,HKIB
C_pk,C$K
PGTI.K,PGTI
YEXT.K,YEXT
HMN,HMN
SCS,SCS
IPOE.K,IPOE
OUST.K,OUST
VAL,VAL
STC,STC
WLL,WLL
FDP,FDP
GFF,GFF
EVRI.K,EVRI
GBX,GBX
LTC,LTC
MKCv,MKC.V
CIGc,CIG.C
OXM,OXM
UIS,UIS
TSLX.K,TSLX
COF_pi,COF$I
PACK.K,PACK
TNC,TNC
NFH,NFH
PNC_pp,PNC$P
IAG,IAG
FRO,FRO
YPF,YPF
HYLN.K,HYLN
CLB,CLB
AMRX.K,AMRX
JPM_pk,JPM$K
ETG,ETG
ERF,ERF
SAND.K,SAND
KAMN.K,KAMN
MTRN.K,MTRN
ELF,ELF
DNMR.K,DNMR
RAAS.K,RAAS
USPH.K,USPH
OII,OII
CLI,CLI
LAC,LAC
JKS,JKS
SCU,SCU
SWM,SWM
LADR.K,LADR
FPF,FPF
ETV,ETV
AROC.K,AROC
USAC.K,USAC
BAC_pb,BAC$B
FFG,FFG
CVII.K,CVII
KAHC.K,KAHC
BXMX.K,BXMX
BAC_pm,BAC$M
MMI,MMI
FCF,FCF
HYT,HYT
HZO,HZO
IPOF.K,IPOF
FOE,FOE
IPOE_u.K,IPOE.U
WMK,WMK
MEG,MEG
UVV,UVV
BBN,BBN
DCUE.K,DCUE
BPMP.K,BPMP
BAC_pn,BAC$N
MDP,MDP
GEFb,GEF.B
AIR,AIR
JPM_pg,JPM$G
BRMK.K,BRMK
LC,LC
ALX,ALX
GTY,GTY
DBI,DBI
BTZ,BTZ
ZYME.K,ZYME
PRA,PRA
KAHC_u.K,KAHC.U
CVII_u.K,CVII.U
FTV_pa,FTV$A
WOW,WOW
NFJ,NFJ
AZZ,AZZ
NEXA.K,NEXA
BST,BST
GHG,GHG
LINX.K,LINX
STAR.K,STAR
MSC,MSC
BKD,BKD
TGH,TGH
ENVA.K,ENVA
CMRE.K,CMRE
BIF,BIF
PBI,PBI
SA,SA
DAC,DAC
ALEX.K,ALEX
GS_pd,GS$D
CRK,CRK
MODN.K,MODN
TUP,TUP
OEC,OEC
TGP,TGP
GOL,GOL
SYX,SYX
ARCO.K,ARCO
TBA,TBA
HY,HY
WPF,WPF
COF_pj,COF$J
DRQ,DRQ
KOS,KOS
LGFa,LGF.A
T_pa,T$A
RFP,RFP
RWT,RWT
PTA,PTA
TR,TR
NMZ,NMZ
DNOW.K,DNOW
BHLB.K,BHLB
NBHC.K,NBHC
OFG,OFG
VET,VET
RES,RES
NXRT.K,NXRT
ALL_ph,ALL$H
ACB,ACB
KNL,KNL
IMAX.K,IMAX
SXI,SXI
FOR,FOR
RGR,RGR
VCRA.K,VCRA
RNP,RNP
NRK,NRK
ASZ_u,ASZ.U
REVG.K,REVG
IPOF_u.K,IPOF.U
CLNC.K,CLNC
QUOT.K,QUOT
WFC_pa,WFC$A
CHCT.K,CHCT
CRY,CRY
CCO,CCO
EIG,EIG
AXL,AXL
FSM,FSM
