BABA.K,BABA
TSM,TSM
V,V
WMT,WMT
JNJ,JNJ
JPM,JPM
PG,PG
MA,MA
UNH,UNH
DIS,DIS
BRKb,BRK.B
HD,HD
BAC,BAC
VZ,VZ
KO,KO
NKE,NKE
BRKa,BRK.A
TM,TM
PFE,PFE
CRM,CRM
T,T
NVS,NVS
MRK,MRK
ABT,ABT
ORCL.K,ORCL
TMO,TMO
ABBV.K,ABBV
XOM,XOM
ACN,ACN
CVX,CVX
LLY,LLY
DHR,DHR
MCD,MCD
MDT,MDT
UL,UL
SAP,SAP
UPS,UPS
HON,HON
SHOP.K,SHOP
NEE,NEE
BMY,BMY
UNP,UNP
LIN,LIN
PM,PM
C,C
NVO,NVO
HDB,HDB
BA,BA
MS,MS
SNE,SNE
WFC,WFC
LOW,LOW
CHL,CHL
BUD,BUD
RY,RY
TOT,TOT
IBM,IBM
NOW,NOW
BLK,BLK
RTX,RTX
SQ,SQ
HSBC.K,HSBC
MMM,MMM
TD,TD
SE,SE
SNOW.K,SNOW
CAT,CAT
LMT,LMT
AMT,AMT
SCHW.K,SCHW
BHP,BHP
RIO,RIO
GE,GE
AXP,AXP
DEO,DEO
EL,EL
UBER.K,UBER
GSK,GSK
CVS,CVS
UN,UN
GS,GS
SYK,SYK
VALE.K,VALE
FIS,FIS
TGT,TGT
BTI,BTI
DE,DE
TJX,TJX
MO,MO
BEKE.K,BEKE
SNAP.K,SNAP
CNI,CNI
NIO,NIO
BX,BX
SPGI.K,SPGI
ZTS,ZTS
ANTM.K,ANTM
CL,CL
RDSa,RDS.A
BDX,BDX
FDX,FDX
PLD,PLD
CI,CI
BP,BP
CB,CB
USB,USB
INFY.K,INFY
SHW,SHW
CCI,CCI
DUK,DUK
ENB,ENB
ITW,ITW
BNS,BNS
SO,SO
ICE,ICE
RDSb,RDS.B
TFC,TFC
ECL,ECL
PNC,PNC
SPOT.K,SPOT
D,D
GPN,GPN
BAM,BAM
VMW,VMW
GM,GM
TWLO.K,TWLO
APD,APD
NSC,NSC
MMC,MMC
TAK,TAK
PGR,PGR
ABB,ABB
MUFG.K,MUFG
BBL,BBL
HCA,HCA
DELL.K,DELL
WBK,WBK
EQNR.K,EQNR
EW,EW
UBS,UBS
MCO,MCO
SAN,SAN
DD,DD
DG,DG
HUM,HUM
DASH.K,DASH
HMC,HMC
BSX,BSX
PLTR.K,PLTR
NOC,NOC
SCCO.K,SCCO
WM,WM
NEM,NEM
BMO,BMO
PHG,PHG
EMR,EMR
CVNA.K,CVNA
ABEV.K,ABEV
AON,AON
IBN,IBN
ETN,ETN
RELX.K,RELX
PUK,PUK
CP,CP
KMB,KMB
U,U
CHWY.K,CHWY
ROP,ROP
EPD,EPD
COF,COF
RACE.K,RACE
TWTR.K,TWTR
LVS,LVS
PINS.K,PINS
COP,COP
GD,GD
RKT,RKT
TAL,TAL
SMFG.K,SMFG
CEO,CEO
VEEV.K,VEEV
GOLD.K,GOLD
MET,MET
DOW,DOW
BAX,BAX
NGG,NGG
PBR,PBR
PSA,PSA
TRI,TRI
CMG,CMG
LHX,LHX
TRP,TRP
TEL,TEL
CM,CM
APH,APH
BCE,BCE
DLR,DLR
XPEV.K,XPEV
SYY,SYY
INFO.K,INFO
BK,BK
SRE,SRE
STZ,STZ
E,E
A,A
FCX,FCX
GIS,GIS
MSCI.K,MSCI
LU,LU
ING,ING
RNG,RNG
PH,PH
TRV,TRV
F,F
PPG,PPG
TT,TT
CNC,CNC
KKR,KKR
PANW.K,PANW
IQV,IQV
MFC,MFC
APTV.K,APTV
CARR.K,CARR
JCI,JCI
CMI,CMI
BCS,BCS
VFC,VFC
QS,QS
YUM,YUM
CRH,CRH
TDG,TDG
STM,STM
ALL,ALL
AMX,AMX
AIG,AIG
BSBR.K,BSBR
ALC,ALC
LYG,LYG
BBVA.K,BBVA
KMI,KMI
TME,TME
ORAN.K,ORAN
HSY,HSY
HPQ,HPQ
RMD,RMD
ZBH,ZBH
AFL,AFL
RSG,RSG
BLL,BLL
SLB,SLB
LYB,LYB
PRU,PRU
CHT,CHT
WIT,WIT
CS,CS
PBRa,PBR.A
CTVA.K,CTVA
ZTO,ZTO
EOG,EOG
ITUB.K,ITUB
SWK,SWK
PSX,PSX
ROK,ROK
TDOC.K,TDOC
QSR,QSR
HLT,HLT
EDU,EDU
ES,ES
OTIS.K,OTIS
PEG,PEG
WEC,WEC
W,W
MSI,MSI
CNQ,CNQ
MCK,MCK
ADM,ADM
GLW,GLW
SPG,SPG
FCAU.K,FCAU
AME,AME
AZO,AZO
NTR,NTR
LUV,LUV
AWK,AWK
MTD,MTD
EC,EC
BBY,BBY
WCN,WCN
DFS,DFS
NET,NET
DHI,DHI
WELL.K,WELL
PAYC.K,PAYC
MPC,MPC
SU,SU
HRL,HRL
DAL,DAL
CLX,CLX
SLF,SLF
TU,TU
MT,MT
WMB,WMB
FNV,FNV
WY,WY
NWG,NWG
STT,STT
WORK.K,WORK
TLK,TLK
BFb,BF.B
PCG,PCG
FMS,FMS
YUMC.K,YUMC
AJG,AJG
ED,ED
EFX,EFX
KEYS.K,KEYS
FRC,FRC
ARE,ARE
FTV,FTV
KR,KR
EIX,EIX
MKC,MKC
TSN,TSN
MPLX.K,MPLX
DTE,DTE
BBD,BBD
CHA,CHA
FLT,FLT
GWW,GWW
AVB,AVB
VLO,VLO
AMP,AMP
DB,DB
BKR,BKR
NOK,NOK
FTCH.K,FTCH
LEN,LEN
ANET.K,ANET
EQR,EQR
CHD,CHD
K,K
CCEP.K,CCEP
O,O
CBRE.K,CBRE
UMC,UMC
BIP,BIP
TEF,TEF
CAJ,CAJ
APO,APO
PPL,PPL
BBDO.K,BBDO
WST,WST
LH,LH
ABC,ABC
ATUS.K,ATUS
ROL,ROL
PKX,PKX
SYF,SYF
IP,IP
ETR,ETR
CCL,CCL
BEPC.K,BEPC
VMC,VMC
WPM,WPM
MGA,MGA
EPAM.K,EPAM
IR,IR
AEE,AEE
TRU,TRU
FTS,FTS
HUBS.K,HUBS
IX,IX
TFX,TFX
KSU,KSU
VTR,VTR
PXD,PXD
SNN,SNN
CCC,CCC
RCI,RCI
XYL,XYL
AMCR.K,AMCR
GIB,GIB
DOV,DOV
ET,ET
PAGS.K,PAGS
CAG,CAG
OKE,OKE
TYL,TYL
AEM,AEM
CHU,CHU
VIPS.K,VIPS
BR,BR
UI,UI
MLM,MLM
COO,COO
HAL,HAL
CTLT.K,CTLT
HIG,HIG
HES,HES
CMS,CMS
CNHI.K,CNHI
URI,URI
KMX,KMX
ZEN,ZEN
NUE,NUE
DGX,DGX
FE,FE
OXY,OXY
SKM,SKM
LFC,LFC
KEP,KEP
RCL,RCL
INVH.K,INVH
FMX,FMX
VAR,VAR
BURL.K,BURL
TIF,TIF
MTB,MTB
KB,KB
CAH,CAH
PEAK.K,PEAK
AVTR.K,AVTR
PKI,PKI
NVR,NVR
STE,STE
NMR,NMR
LYV,LYV
DPZ,DPZ
SHG,SHG
AI,AI
KEY,KEY
WAT,WAT
CE,CE
ESS,ESS
DRI,DRI
AVLR.K,AVLR
OSH,OSH
ALB,ALB
HPE,HPE
MGM,MGM
AES,AES
FICO.K,FICO
IEX,IEX
FMC,FMC
BAP,BAP
RF,RF
VIV,VIV
CFG,CFG
EXR,EXR
MGP,MGP
LDOS.K,LDOS
BXP,BXP
CPB,CPB
BIO,BIO
CDAY.K,CDAY
MAS,MAS
SUZ,SUZ
DRE,DRE
GNRC.K,GNRC
MAA,MAA
GDDY.K,GDDY
BKI,BKI
SUI,SUI
GPC,GPC
IT,IT
TDY,TDY
ELAN.K,ELAN
EMN,EMN
WAB,WAB
J,J
AGR,AGR
ESTC.K,ESTC
MKL,MKL
VICI.K,VICI
PBA,PBA
CABO.K,CABO
NTCO.K,NTCO
CCK,CCK
GSX,GSX
BRO,BRO
SJM,SJM
OMC,OMC
ALLY.K,ALLY
DVA,DVA
WPP,WPP
RJF,RJF
ARES.K,ARES
JHX,JHX
AVY,AVY
PKG,PKG
FDS,FDS
NI_pb,NI$B
BEN,BEN
BFa,BF.A
CRL,CRL
DT,DT
FBHS.K,FBHS
QGEN.K,QGEN
ENIA.K,ENIA
IFF,IFF
WPC,WPC
BAH,BAH
GGG,GGG
L,L
ASX,ASX
BILL.K,BILL
PHM,PHM
MOH,MOH
EVRG.K,EVRG
SAM,SAM
ATHM.K,ATHM
WHR,WHR
CHGG.K,CHGG
WRB,WRB
NLY,NLY
ATO,ATO
WRK,WRK
DNB,DNB
CXO,CXO
FSLY.K,FSLY
RPM,RPM
HWM,HWM
CNP,CNP
UHS,UHS
KL,KL
YSG,YSG
LW,LW
RDY,RDY
IHG,IHG
FNF,FNF
MPW,MPW
SNP,SNP
WTRG.K,WTRG
ELS,ELS
SMG,SMG
EQH,EQH
BEP,BEP
MTN,MTN
AAP,AAP
LUMN.K,LUMN
UDR,UDR
XPO,XPO
TXT,TXT
LB,LB
TEVA.K,TEVA
LII,LII
WLK,WLK
SBSW.K,SBSW
GWRE.K,GWRE
CNA,CNA
ALLE.K,ALLE
FND,FND
BCH,BCH
TTC,TTC
BFAM.K,BFAM
PLAN.K,PLAN
TREX.K,TREX
MHK,MHK
MMP,MMP
